payment_id,payment_number,invoice_id,payment_date,amount_paid,payment_method,reference_number,notes
PAY-00005229,PAY-00005229,INV-00008727,2023-12-01,68.14,Cash,REF-963755,
PAY-00005230,PAY-00005230,INV-00008730,2025-04-14,500.98,Wire Transfer,REF-545969,
PAY-00005231,PAY-00005231,INV-00008731,2024-05-13,20.39,Credit Card,REF-991264,
PAY-00005232,PAY-00005232,INV-00008732,2024-05-21,258.98,Wire Transfer,REF-284552,
PAY-00005233,PAY-00005233,INV-00008737,2024-02-01,19.73,Cash,REF-538312,
PAY-00005234,PAY-00005234,INV-00008738,2023-09-12,30.91,Credit Card,REF-923053,
PAY-00005235,PAY-00005235,INV-00008739,2025-06-08,64.3,Wire Transfer,REF-304306,
PAY-00005236,PAY-00005236,INV-00008742,2025-03-31,312.96,Credit Card,REF-256645,
PAY-00005237,PAY-00005237,INV-00008745,2024-06-24,402.15,ACH,REF-700534,
PAY-00005238,PAY-00005238,INV-00008746,2025-01-25,41.7,Wire Transfer,REF-955389,
PAY-00005239,PAY-00005239,INV-00008747,2025-05-02,119.34,ACH,REF-546167,
PAY-00005240,PAY-00005240,INV-00008748,2023-11-27,970.44,Wire Transfer,REF-784741,
PAY-00005241,PAY-00005241,INV-00008750,2024-04-25,1060.0,Credit Card,REF-685908,
PAY-00005242,PAY-00005242,INV-00008751,2024-10-17,83.93,ACH,REF-541685,
PAY-00005243,PAY-00005243,INV-00008753,2025-01-29,595.8,ACH,REF-914161,
PAY-00005244,PAY-00005244,INV-00008754,2023-08-01,1113.0,ACH,REF-197022,
PAY-00005245,PAY-00005245,INV-00008755,2024-03-06,45.2,Cash,REF-737057,
PAY-00005246,PAY-00005246,INV-00008756,2024-03-11,507.0,Cash,REF-236794,
PAY-00005247,PAY-00005247,INV-00008757,2024-06-04,40.61,Check,REF-614083,
PAY-00005248,PAY-00005248,INV-00008758,2025-02-20,74.39,Wire Transfer,REF-748755,
PAY-00005249,PAY-00005249,INV-00008759,2024-10-25,439.35,Wire Transfer,REF-536243,
PAY-00005250,PAY-00005250,INV-00008760,2025-05-10,154.52,Wire Transfer,REF-925869,
PAY-00005251,PAY-00005251,INV-00008761,2024-10-01,530.0,Credit Card,REF-242844,
PAY-00005252,PAY-00005252,INV-00008766,2024-05-18,477.66,Cash,REF-962152,
PAY-00005253,PAY-00005253,INV-00008767,2025-06-20,75.46,Wire Transfer,REF-160302,
PAY-00005254,PAY-00005254,INV-00008768,2025-05-23,854.72,Credit Card,REF-592352,
PAY-00005255,PAY-00005255,INV-00008769,2025-04-22,31.9,Cash,REF-938192,
PAY-00005256,PAY-00005256,INV-00008770,2024-12-31,920.11,ACH,REF-500003,
PAY-00005257,PAY-00005257,INV-00008771,2023-09-04,947.17,Credit Card,REF-624695,
PAY-00005258,PAY-00005258,INV-00008772,2024-12-10,1536.5,Check,REF-154498,
PAY-00005259,PAY-00005259,INV-00008776,2024-02-05,303.72,Check,REF-189581,
PAY-00005260,PAY-00005260,INV-00008777,2024-06-28,198.74,Cash,REF-817840,
PAY-00005261,PAY-00005261,INV-00008779,2024-05-28,198.62,ACH,REF-307411,
PAY-00005262,PAY-00005262,INV-00008780,2024-12-12,358.9,Check,REF-537980,
PAY-00005263,PAY-00005263,INV-00008781,2025-05-17,2582.65,Cash,REF-325203,
PAY-00005264,PAY-00005264,INV-00008782,2023-10-04,252.9,Cash,REF-428925,
PAY-00005265,PAY-00005265,INV-00008783,2024-02-23,3544.74,Credit Card,REF-930142,
PAY-00005266,PAY-00005266,INV-00008784,2025-01-15,228.2,ACH,REF-154655,
PAY-00005267,PAY-00005267,INV-00008786,2024-10-26,317.73,Wire Transfer,REF-405881,
PAY-00005268,PAY-00005268,INV-00008787,2023-07-09,4152.5,Wire Transfer,REF-330893,
PAY-00005269,PAY-00005269,INV-00008788,2024-03-26,93.71,ACH,REF-665589,
PAY-00005270,PAY-00005270,INV-00008789,2025-06-28,1851.0,Wire Transfer,REF-585118,
PAY-00005271,PAY-00005271,INV-00008790,2023-11-20,871.0,Check,REF-930689,
PAY-00005272,PAY-00005272,INV-00008791,2025-07-17,1396.2,ACH,REF-788373,
PAY-00005273,PAY-00005273,INV-00008792,2024-01-19,823.6,Wire Transfer,REF-571659,
PAY-00005274,PAY-00005274,INV-00008793,2025-03-31,2800.8,Credit Card,REF-723852,
PAY-00005275,PAY-00005275,INV-00008794,2024-08-11,216.83,ACH,REF-303646,
PAY-00005276,PAY-00005276,INV-00008796,2024-12-07,34.09,Wire Transfer,REF-686596,
PAY-00005277,PAY-00005277,INV-00008797,2024-05-01,58.58,Cash,REF-708039,
PAY-00005278,PAY-00005278,INV-00008798,2024-10-27,207.25,Credit Card,REF-599147,
PAY-00005279,PAY-00005279,INV-00008799,2023-11-07,281.78,ACH,REF-235260,
PAY-00005280,PAY-00005280,INV-00008800,2025-01-31,87.95,Wire Transfer,REF-362062,
PAY-00005281,PAY-00005281,INV-00008801,2025-04-15,2625.5,Credit Card,REF-380411,
PAY-00005282,PAY-00005282,INV-00008804,2025-07-02,748.7,Credit Card,REF-894855,
PAY-00005283,PAY-00005283,INV-00008805,2024-07-24,3001.65,Cash,REF-314751,
PAY-00005284,PAY-00005284,INV-00008808,2025-01-28,3539.5,ACH,REF-558522,
PAY-00005285,PAY-00005285,INV-00008809,2023-11-16,993.1,Check,REF-814176,
PAY-00005286,PAY-00005286,INV-00008810,2023-09-19,4.16,Cash,REF-422838,
PAY-00005287,PAY-00005287,INV-00008816,2025-05-08,4357.38,Cash,REF-558801,
PAY-00005288,PAY-00005288,INV-00008818,2024-07-16,10.0,Credit Card,REF-586689,
PAY-00005289,PAY-00005289,INV-00008819,2025-06-09,430.69,Cash,REF-274033,
PAY-00005290,PAY-00005290,INV-00008823,2024-08-16,874.8,ACH,REF-285882,
PAY-00005291,PAY-00005291,INV-00008824,2024-06-10,88.76,Credit Card,REF-940406,
PAY-00005292,PAY-00005292,INV-00008827,2024-12-25,3141.22,ACH,REF-732744,
PAY-00005293,PAY-00005293,INV-00008829,2024-01-21,61.8,Wire Transfer,REF-390343,
PAY-00005294,PAY-00005294,INV-00008830,2023-10-03,43.98,Check,REF-117030,
PAY-00005295,PAY-00005295,INV-00008831,2024-06-28,82.15,Wire Transfer,REF-972881,
PAY-00005296,PAY-00005296,INV-00008832,2024-06-20,1324.93,Wire Transfer,REF-553788,
PAY-00005297,PAY-00005297,INV-00008834,2023-10-17,364.94,Wire Transfer,REF-828155,
PAY-00005298,PAY-00005298,INV-00008839,2025-08-05,168.6,ACH,REF-641128,
PAY-00005299,PAY-00005299,INV-00008840,2024-05-31,176.3,ACH,REF-866767,
PAY-00005300,PAY-00005300,INV-00008841,2024-02-13,44.84,Wire Transfer,REF-489473,
PAY-00005301,PAY-00005301,INV-00008842,2024-12-18,204.69,Credit Card,REF-252987,
PAY-00005302,PAY-00005302,INV-00008843,2024-11-13,58.42,Credit Card,REF-295523,
PAY-00005303,PAY-00005303,INV-00008845,2025-02-23,212.97,Cash,REF-655937,
PAY-00005304,PAY-00005304,INV-00008846,2025-01-26,169.2,ACH,REF-217361,
PAY-00005305,PAY-00005305,INV-00008847,2024-05-29,207.6,Wire Transfer,REF-104890,
PAY-00005306,PAY-00005306,INV-00008849,2025-02-03,647.5,Check,REF-952072,
PAY-00005307,PAY-00005307,INV-00008851,2024-01-10,435.0,Check,REF-415369,
PAY-00005308,PAY-00005308,INV-00008852,2024-09-14,2576.7,Cash,REF-225277,
PAY-00005309,PAY-00005309,INV-00008853,2024-01-13,70.94,Wire Transfer,REF-205756,
PAY-00005310,PAY-00005310,INV-00008855,2024-10-20,1106.5,ACH,REF-223381,
PAY-00005311,PAY-00005311,INV-00008856,2024-09-25,4284.68,Cash,REF-457294,
PAY-00005312,PAY-00005312,INV-00008857,2025-02-20,351.0,Cash,REF-562066,
PAY-00005313,PAY-00005313,INV-00008859,2023-09-02,9.63,Cash,REF-725187,
PAY-00005314,PAY-00005314,INV-00008860,2024-10-29,488.91,Check,REF-948106,
PAY-00005315,PAY-00005315,INV-00008862,2024-02-05,247.6,Wire Transfer,REF-415251,
PAY-00005316,PAY-00005316,INV-00008863,2024-01-16,27.65,ACH,REF-729056,
PAY-00005317,PAY-00005317,INV-00008864,2024-02-04,20.08,ACH,REF-653410,
PAY-00005318,PAY-00005318,INV-00008865,2024-03-21,73.68,Cash,REF-108973,
PAY-00005319,PAY-00005319,INV-00008866,2025-05-08,1031.5,Check,REF-624893,
PAY-00005320,PAY-00005320,INV-00008867,2025-05-28,378.63,Wire Transfer,REF-890524,
PAY-00005321,PAY-00005321,INV-00008868,2023-08-06,42.78,Cash,REF-957680,
PAY-00005322,PAY-00005322,INV-00008871,2025-08-06,51.54,Wire Transfer,REF-838412,
PAY-00005323,PAY-00005323,INV-00008872,2023-11-15,18.54,Wire Transfer,REF-543265,
PAY-00005324,PAY-00005324,INV-00008875,2024-05-23,443.6,ACH,REF-331722,
PAY-00005325,PAY-00005325,INV-00008879,2024-05-12,31.87,ACH,REF-276683,
PAY-00005326,PAY-00005326,INV-00008880,2025-03-13,379.65,ACH,REF-901367,
PAY-00005327,PAY-00005327,INV-00008881,2025-02-20,811.1,Check,REF-822102,
PAY-00005328,PAY-00005328,INV-00008882,2024-05-16,1673.0,Credit Card,REF-207513,
PAY-00005329,PAY-00005329,INV-00008884,2024-08-03,2482.0,Cash,REF-305085,
PAY-00005330,PAY-00005330,INV-00008885,2023-12-07,201.8,Wire Transfer,REF-798071,
PAY-00005331,PAY-00005331,INV-00008888,2024-12-08,195.0,Cash,REF-354807,
PAY-00005332,PAY-00005332,INV-00008890,2024-10-25,1248.75,Credit Card,REF-204790,
PAY-00005333,PAY-00005333,INV-00008891,2025-06-01,38.55,Credit Card,REF-969136,
PAY-00005334,PAY-00005334,INV-00008892,2024-02-22,163.1,ACH,REF-971235,
PAY-00005335,PAY-00005335,INV-00008893,2023-09-09,145.5,Wire Transfer,REF-717995,
PAY-00005336,PAY-00005336,INV-00008894,2025-07-25,52.84,Credit Card,REF-861768,
PAY-00005337,PAY-00005337,INV-00008895,2025-03-10,1838.28,Check,REF-523122,
PAY-00005338,PAY-00005338,INV-00008896,2024-09-11,410.06,Wire Transfer,REF-740105,
PAY-00005339,PAY-00005339,INV-00008897,2025-06-07,337.2,ACH,REF-676431,
PAY-00005340,PAY-00005340,INV-00008900,2024-06-03,214.0,Check,REF-271124,
PAY-00005341,PAY-00005341,INV-00008901,2024-07-06,18.32,ACH,REF-204794,
PAY-00005342,PAY-00005342,INV-00008902,2024-10-13,59.96,Credit Card,REF-605784,
PAY-00005343,PAY-00005343,INV-00008903,2024-01-11,770.9,Wire Transfer,REF-886718,
PAY-00005344,PAY-00005344,INV-00008905,2023-08-26,136.09,ACH,REF-175501,
PAY-00005345,PAY-00005345,INV-00008907,2023-12-19,827.94,Check,REF-514618,
PAY-00005346,PAY-00005346,INV-00008908,2025-05-28,1350.9,Credit Card,REF-928700,
PAY-00005347,PAY-00005347,INV-00008909,2025-04-07,681.39,Cash,REF-607221,
PAY-00005348,PAY-00005348,INV-00008910,2025-02-10,1965.9,Cash,REF-928507,
PAY-00005349,PAY-00005349,INV-00008911,2025-05-23,48.36,Check,REF-486273,
PAY-00005350,PAY-00005350,INV-00008912,2024-03-17,1057.0,Cash,REF-883742,
PAY-00005351,PAY-00005351,INV-00008913,2024-10-08,748.5,Cash,REF-808956,
PAY-00005352,PAY-00005352,INV-00008915,2024-01-22,361.96,Wire Transfer,REF-749573,
PAY-00005353,PAY-00005353,INV-00008918,2025-01-05,611.5,Credit Card,REF-429893,
PAY-00005354,PAY-00005354,INV-00008919,2025-01-04,38.55,Cash,REF-165498,
PAY-00005355,PAY-00005355,INV-00008920,2024-06-13,759.5,Check,REF-197800,
PAY-00005356,PAY-00005356,INV-00008921,2023-08-04,13.77,Cash,REF-863399,
PAY-00005357,PAY-00005357,INV-00008922,2025-02-07,102.0,Credit Card,REF-352551,
PAY-00005358,PAY-00005358,INV-00008923,2024-09-01,2943.66,ACH,REF-104813,
PAY-00005359,PAY-00005359,INV-00008924,2024-01-10,295.4,Wire Transfer,REF-496393,
PAY-00005360,PAY-00005360,INV-00008927,2024-09-14,380.29,Wire Transfer,REF-203384,
PAY-00005361,PAY-00005361,INV-00008929,2024-05-30,246.54,Check,REF-645217,
PAY-00005362,PAY-00005362,INV-00008930,2024-10-03,1454.79,Cash,REF-375028,
PAY-00005363,PAY-00005363,INV-00008931,2025-06-16,2008.4,ACH,REF-729180,
PAY-00005364,PAY-00005364,INV-00008932,2024-05-12,94.15,Cash,REF-269570,
PAY-00005365,PAY-00005365,INV-00008933,2024-06-20,109.85,Wire Transfer,REF-498249,
PAY-00005366,PAY-00005366,INV-00008934,2025-05-10,14.1,Cash,REF-339801,
PAY-00005367,PAY-00005367,INV-00008936,2025-04-26,2076.25,Wire Transfer,REF-780233,
PAY-00005368,PAY-00005368,INV-00008937,2024-07-26,999.2,Check,REF-838954,
PAY-00005369,PAY-00005369,INV-00008941,2024-01-21,1121.43,Wire Transfer,REF-343916,
PAY-00005370,PAY-00005370,INV-00008943,2023-10-09,139.8,ACH,REF-801953,
PAY-00005371,PAY-00005371,INV-00008944,2023-11-23,199.8,Credit Card,REF-983570,
PAY-00005372,PAY-00005372,INV-00008945,2025-05-19,876.5,ACH,REF-448197,
PAY-00005373,PAY-00005373,INV-00008946,2024-10-26,1700.75,Check,REF-634565,
PAY-00005374,PAY-00005374,INV-00008947,2024-12-03,90.74,Cash,REF-675845,
PAY-00005375,PAY-00005375,INV-00008949,2024-10-30,85.79,ACH,REF-323139,
PAY-00005376,PAY-00005376,INV-00008950,2024-01-21,336.19,Cash,REF-858699,
PAY-00005377,PAY-00005377,INV-00008953,2024-03-28,44.52,Credit Card,REF-555052,
PAY-00005378,PAY-00005378,INV-00008955,2024-12-08,596.23,ACH,REF-636009,
PAY-00005379,PAY-00005379,INV-00008956,2024-03-17,45.9,Credit Card,REF-562524,
PAY-00005380,PAY-00005380,INV-00008957,2024-01-20,1388.7,Check,REF-625930,
PAY-00005381,PAY-00005381,INV-00008958,2024-12-05,134.31,Cash,REF-312673,
PAY-00005382,PAY-00005382,INV-00008959,2025-02-05,738.75,Credit Card,REF-654010,
PAY-00005383,PAY-00005383,INV-00008960,2024-03-01,120.27,Wire Transfer,REF-784384,
PAY-00005384,PAY-00005384,INV-00008961,2024-12-04,947.0,Check,REF-708933,
PAY-00005385,PAY-00005385,INV-00008964,2025-02-24,517.5,Credit Card,REF-760669,
PAY-00005386,PAY-00005386,INV-00008965,2024-04-15,198.83,Credit Card,REF-339727,
PAY-00005387,PAY-00005387,INV-00008967,2024-09-20,125.3,Cash,REF-211614,
PAY-00005388,PAY-00005388,INV-00008971,2025-03-12,618.8,Check,REF-760632,
PAY-00005389,PAY-00005389,INV-00008972,2023-11-16,175.24,Cash,REF-284852,
PAY-00005390,PAY-00005390,INV-00008974,2024-07-22,63.3,Cash,REF-484342,
PAY-00005391,PAY-00005391,INV-00008975,2024-10-21,366.9,Cash,REF-517436,
PAY-00005392,PAY-00005392,INV-00008976,2023-07-25,2947.69,ACH,REF-579197,
PAY-00005393,PAY-00005393,INV-00008977,2023-12-30,131.3,ACH,REF-405632,
PAY-00005394,PAY-00005394,INV-00008980,2023-10-09,357.0,ACH,REF-901186,
PAY-00005395,PAY-00005395,INV-00008983,2025-07-11,126.6,Credit Card,REF-513938,
PAY-00005396,PAY-00005396,INV-00008984,2025-01-27,779.5,ACH,REF-518087,
PAY-00005397,PAY-00005397,INV-00008985,2023-10-19,3749.0,Check,REF-616736,
PAY-00005398,PAY-00005398,INV-00008988,2025-01-03,13.16,Cash,REF-400424,
PAY-00005399,PAY-00005399,INV-00008989,2024-08-21,200.4,Check,REF-867243,
PAY-00005400,PAY-00005400,INV-00008990,2024-03-16,13.45,Check,REF-491370,
PAY-00005401,PAY-00005401,INV-00008991,2025-07-19,1759.5,Wire Transfer,REF-654558,
PAY-00005402,PAY-00005402,INV-00008994,2024-07-01,115.61,Cash,REF-635612,
PAY-00005403,PAY-00005403,INV-00008995,2024-07-06,36.34,Credit Card,REF-743674,
PAY-00005404,PAY-00005404,INV-00008998,2023-09-06,32.06,Credit Card,REF-856151,
PAY-00005405,PAY-00005405,INV-00008999,2024-11-29,240.85,Check,REF-348845,
PAY-00005406,PAY-00005406,INV-00009000,2025-04-26,38.81,Check,REF-958624,
PAY-00005407,PAY-00005407,INV-00009001,2024-12-16,7755.0,Credit Card,REF-554433,
PAY-00005408,PAY-00005408,INV-00009002,2023-12-01,3.66,Wire Transfer,REF-474524,
PAY-00005409,PAY-00005409,INV-00009003,2024-08-29,1554.0,Cash,REF-548190,
PAY-00005410,PAY-00005410,INV-00009008,2024-08-15,164.3,Wire Transfer,REF-912960,
PAY-00005411,PAY-00005411,INV-00009009,2025-07-07,5074.0,Cash,REF-932341,
PAY-00005412,PAY-00005412,INV-00009011,2024-07-28,56.07,Cash,REF-421476,
PAY-00005413,PAY-00005413,INV-00009016,2024-02-11,8519.5,Credit Card,REF-674518,
PAY-00005414,PAY-00005414,INV-00009017,2025-04-10,106.38,Credit Card,REF-836901,
PAY-00005415,PAY-00005415,INV-00009018,2025-04-01,2091.25,Credit Card,REF-288611,
PAY-00005416,PAY-00005416,INV-00009019,2024-06-10,3516.73,Credit Card,REF-273813,
PAY-00005417,PAY-00005417,INV-00009020,2024-08-12,28.39,Wire Transfer,REF-560493,
PAY-00005418,PAY-00005418,INV-00009021,2023-10-23,259.6,Check,REF-578979,
PAY-00005419,PAY-00005419,INV-00009022,2024-11-17,182.2,Credit Card,REF-773156,
PAY-00005420,PAY-00005420,INV-00009023,2025-08-13,29.58,Check,REF-663874,
PAY-00005421,PAY-00005421,INV-00009024,2025-03-16,1481.15,Wire Transfer,REF-404558,
PAY-00005422,PAY-00005422,INV-00009025,2024-08-04,490.75,Check,REF-646378,
PAY-00005423,PAY-00005423,INV-00009026,2024-07-09,28.08,Wire Transfer,REF-644173,
PAY-00005424,PAY-00005424,INV-00009029,2025-07-24,427.57,Credit Card,REF-152178,
PAY-00005425,PAY-00005425,INV-00009031,2024-01-12,161.6,Credit Card,REF-300764,
PAY-00005426,PAY-00005426,INV-00009032,2024-03-24,303.17,Wire Transfer,REF-339067,
PAY-00005427,PAY-00005427,INV-00009036,2024-04-07,1475.52,Credit Card,REF-913932,
PAY-00005428,PAY-00005428,INV-00009037,2023-08-11,191.4,Cash,REF-405541,
PAY-00005429,PAY-00005429,INV-00009038,2024-07-04,15.42,Credit Card,REF-358496,
PAY-00005430,PAY-00005430,INV-00009041,2025-06-13,545.0,Cash,REF-375394,
PAY-00005431,PAY-00005431,INV-00009042,2025-04-19,194.6,Cash,REF-464354,
PAY-00005432,PAY-00005432,INV-00009043,2024-03-13,685.8,ACH,REF-347345,
PAY-00005433,PAY-00005433,INV-00009044,2024-01-30,169.72,Cash,REF-428548,
PAY-00005434,PAY-00005434,INV-00009050,2024-11-21,3.43,Wire Transfer,REF-746319,
PAY-00005435,PAY-00005435,INV-00009052,2024-06-13,148.2,ACH,REF-106691,
PAY-00005436,PAY-00005436,INV-00009053,2023-08-15,22.75,ACH,REF-932298,
PAY-00005437,PAY-00005437,INV-00009055,2024-09-12,375.75,Credit Card,REF-875849,
PAY-00005438,PAY-00005438,INV-00009058,2024-02-01,743.06,Check,REF-733349,
PAY-00005439,PAY-00005439,INV-00009059,2023-10-02,2069.5,Wire Transfer,REF-480760,
PAY-00005440,PAY-00005440,INV-00009060,2023-09-20,644.92,Cash,REF-786893,
PAY-00005441,PAY-00005441,INV-00009062,2025-07-20,633.0,ACH,REF-232239,
PAY-00005442,PAY-00005442,INV-00009064,2024-03-26,2298.45,Wire Transfer,REF-693330,
PAY-00005443,PAY-00005443,INV-00009067,2024-12-08,2061.0,ACH,REF-582966,
PAY-00005444,PAY-00005444,INV-00009068,2023-08-10,68.27,Check,REF-524148,
PAY-00005445,PAY-00005445,INV-00009070,2024-11-01,5.04,Credit Card,REF-118854,
PAY-00005446,PAY-00005446,INV-00009075,2023-12-26,353.65,Credit Card,REF-827916,
PAY-00005447,PAY-00005447,INV-00009080,2023-08-21,209.79,ACH,REF-936583,
PAY-00005448,PAY-00005448,INV-00009082,2025-03-09,802.05,ACH,REF-683376,
PAY-00005449,PAY-00005449,INV-00009083,2023-11-15,132.6,Check,REF-344276,
PAY-00005450,PAY-00005450,INV-00009084,2025-07-02,5.0,ACH,REF-597470,
PAY-00005451,PAY-00005451,INV-00009087,2023-09-29,664.8,Credit Card,REF-800075,
PAY-00005452,PAY-00005452,INV-00009088,2023-11-24,1161.5,Cash,REF-288157,
PAY-00005453,PAY-00005453,INV-00009089,2025-07-28,1429.5,Credit Card,REF-433249,
PAY-00005454,PAY-00005454,INV-00009091,2024-02-27,158.71,Check,REF-705933,
PAY-00005455,PAY-00005455,INV-00009093,2023-11-24,64.2,Wire Transfer,REF-817306,
PAY-00005456,PAY-00005456,INV-00009097,2025-02-07,24.13,Cash,REF-746651,
PAY-00005457,PAY-00005457,INV-00009098,2025-07-13,2544.91,Cash,REF-265296,
PAY-00005458,PAY-00005458,INV-00009100,2024-11-21,7.72,Wire Transfer,REF-556248,
PAY-00005459,PAY-00005459,INV-00009101,2025-02-02,342.3,Wire Transfer,REF-248473,
PAY-00005460,PAY-00005460,INV-00009107,2024-02-09,830.4,ACH,REF-862749,
PAY-00005461,PAY-00005461,INV-00009108,2025-06-24,6.15,ACH,REF-258163,
PAY-00005462,PAY-00005462,INV-00009109,2024-07-19,4520.49,Cash,REF-281548,
PAY-00005463,PAY-00005463,INV-00009110,2024-02-07,100.9,Cash,REF-114417,
PAY-00005464,PAY-00005464,INV-00009112,2024-06-11,530.0,Check,REF-933055,
PAY-00005465,PAY-00005465,INV-00009114,2024-07-09,1536.6,ACH,REF-397292,
PAY-00005466,PAY-00005466,INV-00009117,2024-03-30,1621.82,Check,REF-300178,
PAY-00005467,PAY-00005467,INV-00009120,2023-10-16,252.25,Cash,REF-989356,
PAY-00005468,PAY-00005468,INV-00009122,2025-04-07,368.23,ACH,REF-346974,
PAY-00005469,PAY-00005469,INV-00009123,2024-12-12,358.3,Credit Card,REF-774679,
PAY-00005470,PAY-00005470,INV-00009125,2024-02-17,693.25,Check,REF-758334,
PAY-00005471,PAY-00005471,INV-00009126,2025-04-29,25.77,Cash,REF-905241,
PAY-00005472,PAY-00005472,INV-00009130,2023-09-22,486.5,ACH,REF-906774,
PAY-00005473,PAY-00005473,INV-00009134,2023-11-28,180.2,ACH,REF-533322,
PAY-00005474,PAY-00005474,INV-00009135,2023-11-04,51.25,Wire Transfer,REF-630781,
PAY-00005475,PAY-00005475,INV-00009138,2023-10-21,96.53,ACH,REF-784073,
PAY-00005476,PAY-00005476,INV-00009139,2024-10-28,1051.64,Credit Card,REF-887300,
PAY-00005477,PAY-00005477,INV-00009140,2024-05-29,222.0,Check,REF-892627,
PAY-00005478,PAY-00005478,INV-00009143,2023-10-19,312.15,Wire Transfer,REF-570310,
PAY-00005479,PAY-00005479,INV-00009146,2024-11-25,195.4,Cash,REF-358716,
PAY-00005480,PAY-00005480,INV-00009149,2024-11-07,81.41,Cash,REF-161817,
PAY-00005481,PAY-00005481,INV-00009150,2025-05-28,96.25,Credit Card,REF-879291,
PAY-00005482,PAY-00005482,INV-00009152,2024-05-20,17.68,ACH,REF-660823,
PAY-00005483,PAY-00005483,INV-00009153,2025-07-25,466.5,Wire Transfer,REF-504029,
PAY-00005484,PAY-00005484,INV-00009154,2025-06-10,49.08,Credit Card,REF-224193,
PAY-00005485,PAY-00005485,INV-00009156,2025-01-05,29.94,Check,REF-439430,
PAY-00005486,PAY-00005486,INV-00009161,2023-10-03,27.8,Cash,REF-311182,
PAY-00005487,PAY-00005487,INV-00009163,2024-08-04,744.6,ACH,REF-294407,
PAY-00005488,PAY-00005488,INV-00009164,2024-10-05,93.5,ACH,REF-917837,
PAY-00005489,PAY-00005489,INV-00009165,2023-12-02,435.0,Cash,REF-673702,
PAY-00005490,PAY-00005490,INV-00009166,2024-05-16,64.66,Wire Transfer,REF-304139,
PAY-00005491,PAY-00005491,INV-00009168,2025-01-25,292.8,Credit Card,REF-767995,
PAY-00005492,PAY-00005492,INV-00009169,2024-05-18,124.62,Cash,REF-450503,
PAY-00005493,PAY-00005493,INV-00009170,2024-10-06,236.4,Wire Transfer,REF-380994,
PAY-00005494,PAY-00005494,INV-00009172,2025-05-11,32.42,Wire Transfer,REF-245726,
PAY-00005495,PAY-00005495,INV-00009173,2024-05-16,274.29,ACH,REF-572077,
PAY-00005496,PAY-00005496,INV-00009174,2025-06-05,16.68,ACH,REF-142604,
PAY-00005497,PAY-00005497,INV-00009175,2024-08-28,378.81,Credit Card,REF-143064,
PAY-00005498,PAY-00005498,INV-00009178,2023-10-31,32.67,Check,REF-561532,
PAY-00005499,PAY-00005499,INV-00009181,2024-04-13,788.35,Wire Transfer,REF-984072,
PAY-00005500,PAY-00005500,INV-00009183,2024-02-24,1079.22,Wire Transfer,REF-613555,
PAY-00005501,PAY-00005501,INV-00009184,2025-06-14,1247.87,Check,REF-970696,
PAY-00005502,PAY-00005502,INV-00009186,2024-12-01,165.48,Wire Transfer,REF-756367,
PAY-00005503,PAY-00005503,INV-00009187,2025-09-05,861.72,Credit Card,REF-626636,
PAY-00005504,PAY-00005504,INV-00009188,2024-01-26,972.04,ACH,REF-213522,
PAY-00005505,PAY-00005505,INV-00009189,2025-06-22,4.68,Check,REF-599542,
PAY-00005506,PAY-00005506,INV-00009192,2024-07-20,164.04,Cash,REF-672327,
PAY-00005507,PAY-00005507,INV-00009194,2025-07-16,2590.6,Wire Transfer,REF-114884,
PAY-00005508,PAY-00005508,INV-00009195,2024-09-15,134.96,Wire Transfer,REF-113620,
PAY-00005509,PAY-00005509,INV-00009196,2023-12-13,753.37,Check,REF-698350,
PAY-00005510,PAY-00005510,INV-00009197,2024-12-07,446.35,Credit Card,REF-119359,
PAY-00005511,PAY-00005511,INV-00009200,2024-06-16,614.6,ACH,REF-514272,
PAY-00005512,PAY-00005512,INV-00009202,2025-04-23,52.71,Check,REF-742499,
PAY-00005513,PAY-00005513,INV-00009204,2025-04-22,7.98,Wire Transfer,REF-756370,
PAY-00005514,PAY-00005514,INV-00009206,2024-04-27,6.13,Wire Transfer,REF-558201,
PAY-00005515,PAY-00005515,INV-00009207,2024-12-31,1034.23,Wire Transfer,REF-166051,
PAY-00005516,PAY-00005516,INV-00009209,2023-11-28,760.46,Check,REF-837439,
PAY-00005517,PAY-00005517,INV-00009210,2024-01-30,5148.75,ACH,REF-331834,
PAY-00005518,PAY-00005518,INV-00009213,2025-05-17,361.11,Check,REF-801315,
PAY-00005519,PAY-00005519,INV-00009215,2025-06-16,609.15,ACH,REF-883556,
PAY-00005520,PAY-00005520,INV-00009216,2025-04-12,33.76,Check,REF-942838,
PAY-00005521,PAY-00005521,INV-00009218,2024-05-10,788.3,Wire Transfer,REF-391974,
PAY-00005522,PAY-00005522,INV-00009220,2024-05-10,341.53,ACH,REF-235505,
PAY-00005523,PAY-00005523,INV-00009222,2024-09-30,677.55,ACH,REF-883600,
PAY-00005524,PAY-00005524,INV-00009223,2024-06-10,58.09,Cash,REF-489876,
PAY-00005525,PAY-00005525,INV-00009227,2025-02-19,92.3,Credit Card,REF-776989,
PAY-00005526,PAY-00005526,INV-00009229,2023-10-15,184.15,Check,REF-727678,
PAY-00005527,PAY-00005527,INV-00009230,2024-05-15,2899.8,Wire Transfer,REF-777253,
PAY-00005528,PAY-00005528,INV-00009231,2024-12-29,1322.25,Wire Transfer,REF-998561,
PAY-00005529,PAY-00005529,INV-00009232,2023-11-24,118.07,Credit Card,REF-466237,
