receipt_id,receipt_number,po_id,receipt_date,quantity_received,warehouse_id,quality_check_passed,notes
GR-00004627,GR-00004627,PO-00003874,2024-05-14,100,WH-003,1,
GR-00004628,GR-00004628,PO-00003875,2024-11-25,200,WH-001,1,
GR-00004629,GR-00004629,PO-00003876,2024-03-19,75,WH-001,1,
GR-00004630,GR-00004630,PO-00003877,2024-08-20,5,WH-001,1,
GR-00004631,GR-00004631,PO-00003877,2024-08-26,5,WH-002,1,
GR-00004632,GR-00004632,PO-00003878,2025-06-14,150,WH-001,1,
GR-00004633,GR-00004633,PO-00003879,2024-03-16,200,WH-002,1,
GR-00004634,GR-00004634,PO-00003880,2023-12-02,10,WH-003,1,
GR-00004635,GR-00004635,PO-00003881,2024-04-08,6,WH-001,1,
GR-00004636,GR-00004636,PO-00003881,2024-04-13,19,WH-003,1,
GR-00004637,GR-00004637,PO-00003882,2025-04-04,29,WH-001,1,
GR-00004638,GR-00004638,PO-00003882,2025-04-04,10,WH-001,1,
GR-00004639,GR-00004639,PO-00003882,2025-04-10,111,WH-001,0,
GR-00004640,GR-00004640,PO-00003883,2024-08-18,24,WH-001,1,
GR-00004641,GR-00004641,PO-00003883,2024-08-21,176,WH-002,1,
GR-00004642,GR-00004642,PO-00003884,2024-08-24,75,WH-003,1,
GR-00004643,GR-00004643,PO-00003885,2025-05-11,75,WH-002,0,
GR-00004644,GR-00004644,PO-00003886,2025-02-24,25,WH-003,1,
GR-00004645,GR-00004645,PO-00003887,2024-04-27,2,WH-002,1,
GR-00004646,GR-00004646,PO-00003887,2024-04-27,198,WH-002,1,
GR-00004647,GR-00004647,PO-00003888,2024-07-14,100,WH-001,1,
GR-00004648,GR-00004648,PO-00003890,2023-11-10,5,WH-003,1,
GR-00004649,GR-00004649,PO-00003890,2023-11-08,8,WH-001,1,
GR-00004650,GR-00004650,PO-00003890,2023-11-09,12,WH-001,1,
GR-00004651,GR-00004651,PO-00003891,2023-12-24,75,WH-001,1,
GR-00004652,GR-00004652,PO-00003892,2023-11-04,25,WH-001,0,
GR-00004653,GR-00004653,PO-00003894,2025-02-01,20,WH-003,1,
GR-00004654,GR-00004654,PO-00003896,2025-05-14,3,WH-003,1,
GR-00004655,GR-00004655,PO-00003896,2025-05-14,7,WH-002,1,
GR-00004656,GR-00004656,PO-00003898,2024-04-19,200,WH-001,1,
GR-00004657,GR-00004657,PO-00003900,2024-12-28,25,WH-003,1,
GR-00004658,GR-00004658,PO-00003901,2023-12-19,20,WH-002,1,
GR-00004659,GR-00004659,PO-00003902,2025-05-10,20,WH-002,1,
GR-00004660,GR-00004660,PO-00003903,2024-12-02,100,WH-002,1,
GR-00004661,GR-00004661,PO-00003904,2024-07-14,1,WH-003,1,
GR-00004662,GR-00004662,PO-00003904,2024-07-12,19,WH-001,1,
GR-00004663,GR-00004663,PO-00003906,2024-11-14,22,WH-002,1,
GR-00004664,GR-00004664,PO-00003906,2024-11-11,13,WH-002,1,
GR-00004665,GR-00004665,PO-00003906,2024-11-13,15,WH-001,1,
GR-00004666,GR-00004666,PO-00003907,2024-04-22,97,WH-003,1,
GR-00004667,GR-00004667,PO-00003907,2024-04-23,12,WH-003,1,
GR-00004668,GR-00004668,PO-00003907,2024-04-19,91,WH-003,1,
GR-00004669,GR-00004669,PO-00003908,2024-08-07,200,WH-001,1,
GR-00004670,GR-00004670,PO-00003909,2023-08-02,150,WH-002,1,
GR-00004671,GR-00004671,PO-00003910,2025-04-29,5,WH-003,1,
GR-00004672,GR-00004672,PO-00003910,2025-04-27,5,WH-001,1,
GR-00004673,GR-00004673,PO-00003912,2023-12-01,150,WH-001,1,
GR-00004674,GR-00004674,PO-00003913,2024-07-23,10,WH-003,1,
GR-00004675,GR-00004675,PO-00003913,2024-07-17,90,WH-002,1,
GR-00004676,GR-00004676,PO-00003914,2025-02-16,50,WH-002,1,
GR-00004677,GR-00004677,PO-00003915,2024-11-09,75,WH-003,1,
GR-00004678,GR-00004678,PO-00003916,2025-01-13,10,WH-001,1,
GR-00004679,GR-00004679,PO-00003917,2025-06-16,200,WH-001,1,
GR-00004680,GR-00004680,PO-00003918,2023-09-06,20,WH-003,1,
GR-00004681,GR-00004681,PO-00003919,2024-06-03,35,WH-003,1,
GR-00004682,GR-00004682,PO-00003919,2024-05-29,115,WH-001,1,
GR-00004683,GR-00004683,PO-00003921,2024-03-21,4,WH-003,1,
GR-00004684,GR-00004684,PO-00003921,2024-03-23,6,WH-003,1,
GR-00004685,GR-00004685,PO-00003922,2023-12-11,25,WH-002,1,
GR-00004686,GR-00004686,PO-00003922,2023-12-17,50,WH-002,1,
GR-00004687,GR-00004687,PO-00003924,2023-09-03,30,WH-001,1,
GR-00004688,GR-00004688,PO-00003924,2023-09-03,120,WH-002,1,
GR-00004689,GR-00004689,PO-00003926,2024-10-20,150,WH-003,1,
GR-00004690,GR-00004690,PO-00003927,2025-06-01,200,WH-002,1,
GR-00004691,GR-00004691,PO-00003928,2023-12-26,200,WH-003,1,
GR-00004692,GR-00004692,PO-00003930,2024-10-22,22,WH-003,1,
GR-00004693,GR-00004693,PO-00003930,2024-10-26,28,WH-002,1,
GR-00004694,GR-00004694,PO-00003931,2025-03-06,3,WH-001,1,
GR-00004695,GR-00004695,PO-00003931,2025-03-08,7,WH-003,1,
GR-00004696,GR-00004696,PO-00003934,2024-07-16,15,WH-003,1,
GR-00004697,GR-00004697,PO-00003934,2024-07-13,83,WH-002,1,
GR-00004698,GR-00004698,PO-00003934,2024-07-12,102,WH-003,1,
GR-00004699,GR-00004699,PO-00003935,2023-12-25,8,WH-001,1,
GR-00004700,GR-00004700,PO-00003935,2023-12-27,17,WH-002,1,
GR-00004701,GR-00004701,PO-00003936,2023-12-28,2,WH-003,1,
GR-00004702,GR-00004702,PO-00003936,2023-12-30,2,WH-003,1,
GR-00004703,GR-00004703,PO-00003936,2023-12-26,16,WH-002,1,
GR-00004704,GR-00004704,PO-00003937,2025-03-06,150,WH-001,1,
GR-00004705,GR-00004705,PO-00003938,2024-02-18,200,WH-002,1,
GR-00004706,GR-00004706,PO-00003939,2024-04-12,3,WH-003,1,
GR-00004707,GR-00004707,PO-00003939,2024-04-10,7,WH-001,1,
GR-00004708,GR-00004708,PO-00003940,2023-12-09,100,WH-001,1,
GR-00004709,GR-00004709,PO-00003941,2024-09-28,200,WH-003,1,
GR-00004710,GR-00004710,PO-00003942,2024-08-01,10,WH-003,1,
GR-00004711,GR-00004711,PO-00003943,2024-05-17,4,WH-003,1,
GR-00004712,GR-00004712,PO-00003943,2024-05-23,6,WH-001,1,
GR-00004713,GR-00004713,PO-00003944,2024-10-04,50,WH-001,1,
GR-00004714,GR-00004714,PO-00003947,2023-12-25,73,WH-001,1,
GR-00004715,GR-00004715,PO-00003947,2023-12-28,77,WH-003,0,
GR-00004716,GR-00004716,PO-00003949,2025-04-05,20,WH-002,1,
GR-00004717,GR-00004717,PO-00003949,2025-04-05,14,WH-003,1,
GR-00004718,GR-00004718,PO-00003949,2025-04-02,41,WH-002,1,
GR-00004719,GR-00004719,PO-00003950,2024-01-04,75,WH-002,1,
GR-00004720,GR-00004720,PO-00003951,2025-02-03,25,WH-001,1,
GR-00004721,GR-00004721,PO-00003952,2024-05-01,10,WH-003,1,
GR-00004722,GR-00004722,PO-00003953,2025-06-06,200,WH-003,1,
GR-00004723,GR-00004723,PO-00003954,2024-06-07,18,WH-001,0,
GR-00004724,GR-00004724,PO-00003954,2024-06-09,132,WH-003,1,
GR-00004725,GR-00004725,PO-00003955,2024-06-10,20,WH-003,1,
GR-00004726,GR-00004726,PO-00003956,2024-12-05,150,WH-003,1,
GR-00004727,GR-00004727,PO-00003957,2023-09-08,200,WH-003,0,
GR-00004728,GR-00004728,PO-00003959,2023-09-30,20,WH-002,1,
GR-00004729,GR-00004729,PO-00003960,2024-11-11,200,WH-002,1,
GR-00004730,GR-00004730,PO-00003961,2025-02-11,10,WH-002,1,
GR-00004731,GR-00004731,PO-00003962,2024-03-26,73,WH-003,1,
GR-00004732,GR-00004732,PO-00003962,2024-03-25,127,WH-002,1,
GR-00004733,GR-00004733,PO-00003963,2023-12-18,150,WH-001,1,
GR-00004734,GR-00004734,PO-00003964,2023-10-14,50,WH-001,1,
GR-00004735,GR-00004735,PO-00003965,2023-07-31,50,WH-003,1,
GR-00004736,GR-00004736,PO-00003966,2024-04-10,10,WH-002,1,
GR-00004737,GR-00004737,PO-00003967,2024-05-20,100,WH-001,1,
GR-00004738,GR-00004738,PO-00003968,2024-09-25,9,WH-002,1,
GR-00004739,GR-00004739,PO-00003968,2024-09-26,11,WH-003,1,
GR-00004740,GR-00004740,PO-00003972,2025-01-20,100,WH-003,1,
GR-00004741,GR-00004741,PO-00003974,2024-10-04,20,WH-001,1,
GR-00004742,GR-00004742,PO-00003975,2024-01-21,200,WH-003,1,
GR-00004743,GR-00004743,PO-00003976,2024-12-13,100,WH-002,1,
GR-00004744,GR-00004744,PO-00003977,2023-07-23,20,WH-001,1,
GR-00004745,GR-00004745,PO-00003979,2025-05-28,10,WH-003,1,
GR-00004746,GR-00004746,PO-00003981,2024-04-25,8,WH-002,1,
GR-00004747,GR-00004747,PO-00003981,2024-04-24,6,WH-001,1,
GR-00004748,GR-00004748,PO-00003981,2024-04-22,11,WH-001,1,
GR-00004749,GR-00004749,PO-00003982,2024-09-05,150,WH-003,1,
GR-00004750,GR-00004750,PO-00003983,2023-12-25,100,WH-003,1,
GR-00004751,GR-00004751,PO-00003986,2023-12-22,20,WH-002,1,
GR-00004752,GR-00004752,PO-00003987,2024-07-01,50,WH-002,1,
GR-00004753,GR-00004753,PO-00003989,2024-04-10,5,WH-003,1,
GR-00004754,GR-00004754,PO-00003989,2024-04-10,1,WH-003,1,
GR-00004755,GR-00004755,PO-00003989,2024-04-13,4,WH-001,1,
GR-00004756,GR-00004756,PO-00003990,2023-11-07,10,WH-002,1,
GR-00004757,GR-00004757,PO-00003991,2023-12-02,50,WH-001,1,
GR-00004758,GR-00004758,PO-00003992,2024-10-11,100,WH-003,1,
GR-00004759,GR-00004759,PO-00003993,2024-06-26,200,WH-003,1,
GR-00004760,GR-00004760,PO-00003994,2024-08-25,8,WH-002,1,
GR-00004761,GR-00004761,PO-00003994,2024-08-27,12,WH-001,1,
GR-00004762,GR-00004762,PO-00003997,2024-03-24,2,WH-002,1,
GR-00004763,GR-00004763,PO-00003997,2024-03-30,18,WH-003,1,
GR-00004764,GR-00004764,PO-00003998,2025-01-31,200,WH-001,1,
GR-00004765,GR-00004765,PO-00003999,2024-11-07,75,WH-003,1,
GR-00004766,GR-00004766,PO-00004000,2023-11-20,5,WH-002,1,
GR-00004767,GR-00004767,PO-00004000,2023-11-23,5,WH-001,1,
GR-00004768,GR-00004768,PO-00004001,2024-07-19,50,WH-003,0,
GR-00004769,GR-00004769,PO-00004003,2024-09-07,10,WH-002,1,
GR-00004770,GR-00004770,PO-00004004,2024-04-24,10,WH-003,1,
GR-00004771,GR-00004771,PO-00004005,2024-04-01,54,WH-001,1,
GR-00004772,GR-00004772,PO-00004005,2024-04-07,96,WH-002,1,
GR-00004773,GR-00004773,PO-00004006,2023-08-02,75,WH-003,1,
GR-00004774,GR-00004774,PO-00004007,2024-03-14,150,WH-003,1,
GR-00004775,GR-00004775,PO-00004008,2023-10-23,4,WH-002,1,
GR-00004776,GR-00004776,PO-00004008,2023-10-23,96,WH-001,1,
GR-00004777,GR-00004777,PO-00004009,2023-07-17,42,WH-003,1,
GR-00004778,GR-00004778,PO-00004009,2023-07-16,58,WH-001,1,
GR-00004779,GR-00004779,PO-00004010,2023-12-15,50,WH-003,1,
GR-00004780,GR-00004780,PO-00004011,2024-05-16,46,WH-001,1,
GR-00004781,GR-00004781,PO-00004011,2024-05-16,154,WH-001,1,
GR-00004782,GR-00004782,PO-00004012,2024-06-07,1,WH-003,1,
GR-00004783,GR-00004783,PO-00004012,2024-06-01,24,WH-003,1,
GR-00004784,GR-00004784,PO-00004013,2024-02-27,150,WH-003,1,
GR-00004785,GR-00004785,PO-00004014,2023-10-03,75,WH-002,1,
GR-00004786,GR-00004786,PO-00004015,2024-06-06,100,WH-003,1,
GR-00004787,GR-00004787,PO-00004016,2024-12-16,100,WH-002,1,
GR-00004788,GR-00004788,PO-00004017,2024-08-31,150,WH-003,1,
GR-00004789,GR-00004789,PO-00004018,2023-12-21,200,WH-001,1,
GR-00004790,GR-00004790,PO-00004019,2023-10-08,75,WH-002,1,
GR-00004791,GR-00004791,PO-00004020,2024-04-17,100,WH-003,1,
GR-00004792,GR-00004792,PO-00004021,2024-03-10,200,WH-003,1,
GR-00004793,GR-00004793,PO-00004022,2024-09-29,75,WH-003,1,
GR-00004794,GR-00004794,PO-00004023,2024-03-01,3,WH-001,1,
GR-00004795,GR-00004795,PO-00004023,2024-03-05,7,WH-001,1,
GR-00004796,GR-00004796,PO-00004025,2025-05-05,25,WH-003,1,
GR-00004797,GR-00004797,PO-00004026,2023-08-24,25,WH-003,1,
GR-00004798,GR-00004798,PO-00004028,2025-04-14,150,WH-001,1,
GR-00004799,GR-00004799,PO-00004029,2024-10-04,75,WH-001,1,
GR-00004800,GR-00004800,PO-00004032,2024-07-09,10,WH-002,1,
GR-00004801,GR-00004801,PO-00004033,2024-08-07,200,WH-003,1,
GR-00004802,GR-00004802,PO-00004034,2024-01-03,100,WH-003,1,
GR-00004803,GR-00004803,PO-00004035,2023-10-07,25,WH-003,1,
GR-00004804,GR-00004804,PO-00004036,2024-04-03,50,WH-002,0,
GR-00004805,GR-00004805,PO-00004037,2024-06-02,5,WH-002,1,
GR-00004806,GR-00004806,PO-00004037,2024-06-02,7,WH-002,1,
GR-00004807,GR-00004807,PO-00004037,2024-06-04,8,WH-001,1,
GR-00004808,GR-00004808,PO-00004038,2024-08-28,150,WH-003,1,
GR-00004809,GR-00004809,PO-00004039,2025-04-07,200,WH-001,1,
GR-00004810,GR-00004810,PO-00004040,2025-06-30,10,WH-003,1,
GR-00004811,GR-00004811,PO-00004041,2024-06-21,150,WH-003,1,
GR-00004812,GR-00004812,PO-00004042,2025-02-21,75,WH-001,1,
GR-00004813,GR-00004813,PO-00004043,2023-11-23,50,WH-002,1,
GR-00004814,GR-00004814,PO-00004044,2023-12-13,65,WH-002,1,
GR-00004815,GR-00004815,PO-00004044,2023-12-16,85,WH-001,1,
GR-00004816,GR-00004816,PO-00004045,2025-04-09,50,WH-001,1,
GR-00004817,GR-00004817,PO-00004046,2023-08-02,8,WH-002,1,
GR-00004818,GR-00004818,PO-00004046,2023-08-08,17,WH-002,1,
GR-00004819,GR-00004819,PO-00004047,2025-04-14,25,WH-001,1,
GR-00004820,GR-00004820,PO-00004048,2024-02-03,50,WH-001,1,
GR-00004821,GR-00004821,PO-00004049,2023-07-30,20,WH-003,0,
GR-00004822,GR-00004822,PO-00004050,2023-12-02,10,WH-003,1,
GR-00004823,GR-00004823,PO-00004051,2024-01-27,10,WH-003,1,
GR-00004824,GR-00004824,PO-00004052,2024-11-05,20,WH-001,1,
GR-00004825,GR-00004825,PO-00004053,2023-07-29,10,WH-003,1,
GR-00004826,GR-00004826,PO-00004056,2024-06-07,100,WH-002,1,
GR-00004827,GR-00004827,PO-00004058,2024-11-20,30,WH-003,1,
GR-00004828,GR-00004828,PO-00004058,2024-11-17,170,WH-002,1,
GR-00004829,GR-00004829,PO-00004059,2025-04-09,5,WH-003,1,
GR-00004830,GR-00004830,PO-00004059,2025-04-05,5,WH-001,1,
GR-00004831,GR-00004831,PO-00004059,2025-04-07,65,WH-003,1,
GR-00004832,GR-00004832,PO-00004060,2025-02-28,26,WH-003,1,
GR-00004833,GR-00004833,PO-00004060,2025-02-27,49,WH-001,1,
GR-00004834,GR-00004834,PO-00004061,2023-07-20,150,WH-002,1,
GR-00004835,GR-00004835,PO-00004062,2023-12-27,1,WH-001,1,
GR-00004836,GR-00004836,PO-00004062,2023-12-25,19,WH-003,1,
GR-00004837,GR-00004837,PO-00004064,2023-11-05,20,WH-003,1,
GR-00004838,GR-00004838,PO-00004066,2023-10-10,1,WH-001,1,
GR-00004839,GR-00004839,PO-00004066,2023-10-11,9,WH-001,1,
GR-00004840,GR-00004840,PO-00004067,2025-01-14,200,WH-002,1,
GR-00004841,GR-00004841,PO-00004069,2023-07-30,25,WH-002,1,
GR-00004842,GR-00004842,PO-00004069,2023-08-01,23,WH-003,1,
GR-00004843,GR-00004843,PO-00004069,2023-08-04,102,WH-001,1,
GR-00004844,GR-00004844,PO-00004071,2024-12-25,50,WH-002,1,
GR-00004845,GR-00004845,PO-00004072,2024-06-05,1,WH-003,0,
GR-00004846,GR-00004846,PO-00004072,2024-06-02,1,WH-002,0,
GR-00004847,GR-00004847,PO-00004072,2024-06-04,8,WH-001,1,
GR-00004848,GR-00004848,PO-00004073,2024-10-16,150,WH-002,1,
GR-00004849,GR-00004849,PO-00004074,2024-11-25,150,WH-003,1,
GR-00004850,GR-00004850,PO-00004075,2024-05-05,29,WH-002,1,
GR-00004851,GR-00004851,PO-00004075,2024-05-04,21,WH-003,0,
GR-00004852,GR-00004852,PO-00004075,2024-05-09,100,WH-001,1,
GR-00004853,GR-00004853,PO-00004076,2024-01-11,10,WH-003,1,
GR-00004854,GR-00004854,PO-00004077,2023-12-02,25,WH-002,1,
GR-00004855,GR-00004855,PO-00004078,2023-12-19,100,WH-003,1,
GR-00004856,GR-00004856,PO-00004079,2025-01-03,50,WH-003,1,
GR-00004857,GR-00004857,PO-00004080,2024-09-11,25,WH-003,1,
GR-00004858,GR-00004858,PO-00004081,2023-10-30,96,WH-001,1,
GR-00004859,GR-00004859,PO-00004081,2023-10-30,104,WH-003,1,
GR-00004860,GR-00004860,PO-00004082,2025-01-01,200,WH-003,1,
GR-00004861,GR-00004861,PO-00004083,2024-03-22,9,WH-003,1,
GR-00004862,GR-00004862,PO-00004083,2024-03-20,11,WH-001,1,
GR-00004863,GR-00004863,PO-00004084,2023-10-05,75,WH-002,1,
GR-00004864,GR-00004864,PO-00004085,2024-05-05,20,WH-002,1,
GR-00004865,GR-00004865,PO-00004087,2023-10-31,150,WH-002,1,
GR-00004866,GR-00004866,PO-00004089,2023-12-27,10,WH-001,1,
GR-00004867,GR-00004867,PO-00004090,2024-12-07,1,WH-003,1,
GR-00004868,GR-00004868,PO-00004090,2024-12-12,7,WH-002,1,
GR-00004869,GR-00004869,PO-00004090,2024-12-07,42,WH-003,1,
GR-00004870,GR-00004870,PO-00004091,2024-07-21,25,WH-001,1,
GR-00004871,GR-00004871,PO-00004092,2024-07-31,56,WH-003,1,
GR-00004872,GR-00004872,PO-00004092,2024-08-02,144,WH-003,1,
GR-00004873,GR-00004873,PO-00004093,2024-07-06,50,WH-001,1,
GR-00004874,GR-00004874,PO-00004094,2025-04-12,10,WH-001,1,
GR-00004875,GR-00004875,PO-00004095,2025-01-12,50,WH-003,1,
GR-00004876,GR-00004876,PO-00004096,2024-10-23,75,WH-002,1,
GR-00004877,GR-00004877,PO-00004097,2024-06-30,150,WH-003,0,
GR-00004878,GR-00004878,PO-00004098,2024-08-30,150,WH-003,1,
GR-00004879,GR-00004879,PO-00004100,2023-09-05,31,WH-001,1,
GR-00004880,GR-00004880,PO-00004100,2023-09-10,43,WH-003,1,
GR-00004881,GR-00004881,PO-00004100,2023-09-09,76,WH-001,1,
GR-00004882,GR-00004882,PO-00004101,2023-11-21,10,WH-002,1,
GR-00004883,GR-00004883,PO-00004102,2024-09-21,20,WH-003,1,
GR-00004884,GR-00004884,PO-00004102,2024-09-18,27,WH-002,1,
GR-00004885,GR-00004885,PO-00004102,2024-09-18,53,WH-002,1,
GR-00004886,GR-00004886,PO-00004103,2023-08-27,50,WH-002,1,
GR-00004887,GR-00004887,PO-00004104,2024-04-29,19,WH-002,1,
GR-00004888,GR-00004888,PO-00004104,2024-04-29,56,WH-002,1,
GR-00004889,GR-00004889,PO-00004106,2023-10-25,25,WH-002,1,
GR-00004890,GR-00004890,PO-00004106,2023-10-22,50,WH-001,1,
GR-00004891,GR-00004891,PO-00004108,2024-09-05,20,WH-003,1,
GR-00004892,GR-00004892,PO-00004110,2024-02-21,29,WH-001,1,
GR-00004893,GR-00004893,PO-00004110,2024-02-22,2,WH-003,1,
GR-00004894,GR-00004894,PO-00004110,2024-02-21,44,WH-003,1,
GR-00004895,GR-00004895,PO-00004111,2023-07-12,100,WH-003,1,
GR-00004896,GR-00004896,PO-00004112,2024-02-23,20,WH-001,1,
GR-00004897,GR-00004897,PO-00004113,2024-11-14,10,WH-003,1,
GR-00004898,GR-00004898,PO-00004114,2024-12-14,20,WH-003,1,
GR-00004899,GR-00004899,PO-00004117,2025-03-08,3,WH-001,1,
GR-00004900,GR-00004900,PO-00004117,2025-03-08,7,WH-001,0,
GR-00004901,GR-00004901,PO-00004118,2024-06-08,50,WH-002,1,
GR-00004902,GR-00004902,PO-00004119,2025-04-07,200,WH-003,1,
GR-00004903,GR-00004903,PO-00004120,2024-07-16,26,WH-001,1,
GR-00004904,GR-00004904,PO-00004120,2024-07-19,11,WH-003,1,
GR-00004905,GR-00004905,PO-00004120,2024-07-19,38,WH-002,0,
GR-00004906,GR-00004906,PO-00004121,2024-01-15,100,WH-003,1,
GR-00004907,GR-00004907,PO-00004122,2024-11-27,10,WH-003,1,
GR-00004908,GR-00004908,PO-00004123,2023-12-26,25,WH-003,1,
GR-00004909,GR-00004909,PO-00004124,2024-11-15,25,WH-002,1,
GR-00004910,GR-00004910,PO-00004125,2024-03-30,75,WH-001,1,
GR-00004911,GR-00004911,PO-00004125,2024-03-29,125,WH-003,1,
GR-00004912,GR-00004912,PO-00004126,2024-04-08,10,WH-001,1,
GR-00004913,GR-00004913,PO-00004126,2024-04-09,65,WH-002,1,
GR-00004914,GR-00004914,PO-00004127,2024-01-12,50,WH-003,1,
GR-00004915,GR-00004915,PO-00004128,2024-01-20,100,WH-002,1,
GR-00004916,GR-00004916,PO-00004129,2024-06-29,75,WH-002,1,
GR-00004917,GR-00004917,PO-00004130,2023-08-25,25,WH-002,1,
GR-00004918,GR-00004918,PO-00004131,2024-09-20,50,WH-003,1,
GR-00004919,GR-00004919,PO-00004132,2025-06-08,50,WH-003,1,
GR-00004920,GR-00004920,PO-00004134,2025-02-15,25,WH-001,1,
GR-00004921,GR-00004921,PO-00004135,2024-09-26,10,WH-001,1,
GR-00004922,GR-00004922,PO-00004136,2024-06-07,3,WH-002,1,
GR-00004923,GR-00004923,PO-00004136,2024-06-07,7,WH-002,1,
GR-00004924,GR-00004924,PO-00004137,2024-01-15,16,WH-002,1,
GR-00004925,GR-00004925,PO-00004137,2024-01-15,59,WH-003,1,
GR-00004926,GR-00004926,PO-00004138,2023-11-29,20,WH-001,1,
GR-00004927,GR-00004927,PO-00004139,2024-07-31,50,WH-001,1,
GR-00004928,GR-00004928,PO-00004140,2025-03-24,200,WH-003,1,
GR-00004929,GR-00004929,PO-00004142,2023-12-24,100,WH-001,1,
GR-00004930,GR-00004930,PO-00004143,2025-04-05,75,WH-001,1,
GR-00004931,GR-00004931,PO-00004144,2024-11-29,25,WH-002,1,
GR-00004932,GR-00004932,PO-00004145,2024-01-05,50,WH-001,1,
GR-00004933,GR-00004933,PO-00004145,2024-01-04,2,WH-001,1,
GR-00004934,GR-00004934,PO-00004145,2024-01-03,98,WH-002,1,
GR-00004935,GR-00004935,PO-00004146,2024-03-20,2,WH-002,1,
GR-00004936,GR-00004936,PO-00004146,2024-03-19,8,WH-001,1,
GR-00004937,GR-00004937,PO-00004147,2024-03-30,10,WH-001,1,
GR-00004938,GR-00004938,PO-00004148,2025-03-01,25,WH-003,0,
GR-00004939,GR-00004939,PO-00004148,2025-03-06,50,WH-001,1,
GR-00004940,GR-00004940,PO-00004150,2024-06-29,150,WH-003,1,
GR-00004941,GR-00004941,PO-00004151,2024-01-04,25,WH-003,1,
GR-00004942,GR-00004942,PO-00004153,2024-02-03,200,WH-001,1,
GR-00004943,GR-00004943,PO-00004154,2024-01-31,100,WH-003,1,
GR-00004944,GR-00004944,PO-00004156,2024-08-09,2,WH-003,1,
GR-00004945,GR-00004945,PO-00004156,2024-08-07,8,WH-003,1,
GR-00004946,GR-00004946,PO-00004157,2024-01-31,150,WH-003,0,
GR-00004947,GR-00004947,PO-00004158,2025-01-11,200,WH-003,1,
GR-00004948,GR-00004948,PO-00004160,2024-09-24,200,WH-003,1,
GR-00004949,GR-00004949,PO-00004162,2024-03-27,20,WH-002,1,
GR-00004950,GR-00004950,PO-00004163,2024-02-19,25,WH-002,1,
GR-00004951,GR-00004951,PO-00004164,2024-03-19,25,WH-001,1,
GR-00004952,GR-00004952,PO-00004165,2025-05-18,20,WH-003,1,
GR-00004953,GR-00004953,PO-00004166,2023-08-16,1,WH-003,1,
GR-00004954,GR-00004954,PO-00004166,2023-08-17,5,WH-002,1,
GR-00004955,GR-00004955,PO-00004166,2023-08-17,19,WH-001,1,
GR-00004956,GR-00004956,PO-00004167,2023-11-04,200,WH-003,1,
GR-00004957,GR-00004957,PO-00004168,2024-11-29,11,WH-002,0,
GR-00004958,GR-00004958,PO-00004168,2024-11-25,64,WH-002,1,
GR-00004959,GR-00004959,PO-00004169,2024-04-24,50,WH-003,1,
GR-00004960,GR-00004960,PO-00004170,2023-09-22,25,WH-003,1,
GR-00004961,GR-00004961,PO-00004171,2023-08-20,16,WH-003,1,
GR-00004962,GR-00004962,PO-00004171,2023-08-24,84,WH-001,1,
GR-00004963,GR-00004963,PO-00004172,2023-11-07,200,WH-003,1,
GR-00004964,GR-00004964,PO-00004173,2025-03-14,20,WH-003,1,
GR-00004965,GR-00004965,PO-00004174,2024-07-03,150,WH-001,1,
GR-00004966,GR-00004966,PO-00004175,2024-09-29,27,WH-003,1,
GR-00004967,GR-00004967,PO-00004175,2024-09-26,48,WH-003,1,
GR-00004968,GR-00004968,PO-00004176,2024-07-27,2,WH-002,1,
GR-00004969,GR-00004969,PO-00004176,2024-07-27,2,WH-001,1,
GR-00004970,GR-00004970,PO-00004176,2024-07-22,6,WH-001,1,
GR-00004971,GR-00004971,PO-00004177,2024-07-22,150,WH-003,1,
GR-00004972,GR-00004972,PO-00004178,2025-03-29,65,WH-003,1,
GR-00004973,GR-00004973,PO-00004178,2025-03-27,135,WH-001,1,
GR-00004974,GR-00004974,PO-00004181,2024-06-17,10,WH-001,1,
GR-00004975,GR-00004975,PO-00004182,2024-09-09,200,WH-003,1,
GR-00004976,GR-00004976,PO-00004183,2023-08-14,50,WH-002,1,
GR-00004977,GR-00004977,PO-00004184,2024-07-12,150,WH-003,1,
GR-00004978,GR-00004978,PO-00004186,2024-09-11,25,WH-003,1,
GR-00004979,GR-00004979,PO-00004187,2024-09-23,100,WH-001,1,
GR-00004980,GR-00004980,PO-00004188,2024-06-22,200,WH-003,1,
GR-00004981,GR-00004981,PO-00004190,2024-03-13,54,WH-003,1,
GR-00004982,GR-00004982,PO-00004190,2024-03-16,24,WH-003,1,
GR-00004983,GR-00004983,PO-00004190,2024-03-14,72,WH-003,1,
GR-00004984,GR-00004984,PO-00004192,2024-09-16,16,WH-003,1,
GR-00004985,GR-00004985,PO-00004192,2024-09-11,34,WH-002,1,
GR-00004986,GR-00004986,PO-00004193,2024-07-30,20,WH-001,1,
GR-00004987,GR-00004987,PO-00004194,2025-05-24,20,WH-001,1,
GR-00004988,GR-00004988,PO-00004195,2025-02-11,150,WH-003,1,
GR-00004989,GR-00004989,PO-00004196,2024-03-04,20,WH-002,1,
GR-00004990,GR-00004990,PO-00004198,2023-10-13,100,WH-003,1,
GR-00004991,GR-00004991,PO-00004200,2024-01-30,1,WH-003,1,
GR-00004992,GR-00004992,PO-00004200,2024-02-01,19,WH-002,1,
GR-00004993,GR-00004993,PO-00004201,2025-07-04,150,WH-001,1,
