quotation_id,quotation_number,lead_id,customer_id,salesperson_id,amount,quotation_date,valid_until_date,status,notes
QUO-00001518,QUO-00001518,,CUST-00000954,SP-00000018,3976.15,2024-06-06,2024-07-06,SENT,
QUO-00001519,QUO-00001519,,CUST-00000422,SP-00000017,1395.14,2025-06-07,2025-07-07,ACCEPTED,
QUO-00001520,QUO-00001520,LEAD-00001006,CUST-00000482,SP-00000001,2352.14,2024-05-01,2024-05-31,SENT,
QUO-00001521,QUO-00001521,LEAD-00002467,CUST-00000370,SP-00000017,1362.85,2023-11-02,2023-12-02,ACCEPTED,
QUO-00001522,QUO-00001522,LEAD-00002632,CUST-00000123,SP-00000009,822.0,2023-08-07,2023-09-06,REJECTED,
QUO-00001523,QUO-00001523,LEAD-00002778,CUST-00000620,SP-00000007,5787.49,2023-11-18,2023-12-18,ACCEPTED,
QUO-00001524,QUO-00001524,LEAD-00001603,CUST-00000611,SP-00000006,2494.02,2023-11-16,2023-12-16,SENT,
QUO-00001525,QUO-00001525,LEAD-00000462,CUST-00000393,SP-00000003,810.66,2024-02-26,2024-03-27,SENT,
QUO-00001526,QUO-00001526,LEAD-00000908,CUST-00000594,SP-00000001,1881.6,2025-04-13,2025-05-13,SENT,
QUO-00001527,QUO-00001527,LEAD-00002543,CUST-00000273,SP-00000001,3488.92,2024-03-22,2024-04-21,SENT,
QUO-00001528,QUO-00001528,LEAD-00000767,CUST-00000435,SP-00000020,2187.68,2024-12-05,2025-01-04,SENT,
QUO-00001529,QUO-00001529,LEAD-00000448,CUST-00000388,SP-00000007,2462.62,2024-10-08,2024-11-07,DRAFT,
QUO-00001530,QUO-00001530,LEAD-00001351,CUST-00000005,SP-00000013,1177.19,2023-09-15,2023-10-15,ACCEPTED,
QUO-00001531,QUO-00001531,,CUST-00000528,SP-00000013,406.53,2025-04-06,2025-05-06,EXPIRED,
QUO-00001532,QUO-00001532,LEAD-00001144,CUST-00000884,SP-00000013,6965.9,2024-07-21,2024-08-20,ACCEPTED,
QUO-00001533,QUO-00001533,LEAD-00001401,CUST-00000367,SP-00000014,2281.34,2025-02-22,2025-03-24,ACCEPTED,
QUO-00001534,QUO-00001534,LEAD-00001182,CUST-00000712,SP-00000005,905.57,2023-09-11,2023-10-11,SENT,
QUO-00001535,QUO-00001535,,CUST-00000183,SP-00000012,185.67,2024-12-28,2025-01-27,SENT,
QUO-00001536,QUO-00001536,,CUST-00000029,SP-00000005,1419.58,2024-03-02,2024-04-01,DRAFT,
QUO-00001537,QUO-00001537,,CUST-00000964,SP-00000005,196.2,2024-12-12,2025-01-11,ACCEPTED,
QUO-00001538,QUO-00001538,LEAD-00001613,CUST-00000255,SP-00000002,898.0,2024-01-11,2024-02-10,ACCEPTED,
QUO-00001539,QUO-00001539,LEAD-00002039,CUST-00000426,SP-00000016,763.6,2024-12-28,2025-01-27,ACCEPTED,
QUO-00001540,QUO-00001540,LEAD-00002889,CUST-00000739,SP-00000005,105.28,2023-10-28,2023-11-27,ACCEPTED,
QUO-00001541,QUO-00001541,,CUST-00000052,SP-00000019,3191.75,2024-01-28,2024-02-27,SENT,
QUO-00001542,QUO-00001542,LEAD-00000775,CUST-00000948,SP-00000004,4290.71,2024-05-22,2024-06-21,ACCEPTED,
QUO-00001543,QUO-00001543,LEAD-00000296,CUST-00000794,SP-00000006,4478.27,2023-08-02,2023-09-01,ACCEPTED,
QUO-00001544,QUO-00001544,,CUST-00000947,SP-00000004,1386.09,2024-12-18,2025-01-17,ACCEPTED,
QUO-00001545,QUO-00001545,LEAD-00000002,CUST-00000257,SP-00000013,2797.95,2025-01-19,2025-02-18,EXPIRED,
QUO-00001546,QUO-00001546,LEAD-00000079,CUST-00000209,SP-00000010,711.8,2024-05-31,2024-06-30,SENT,
QUO-00001547,QUO-00001547,LEAD-00001296,CUST-00000655,SP-00000020,7966.61,2024-07-29,2024-08-28,ACCEPTED,
QUO-00001548,QUO-00001548,,CUST-00000137,SP-00000018,1183.59,2024-07-12,2024-08-11,SENT,
QUO-00001549,QUO-00001549,,CUST-00000952,SP-00000013,581.07,2024-03-05,2024-04-04,EXPIRED,
QUO-00001550,QUO-00001550,LEAD-00000721,CUST-00000836,SP-00000004,216.32,2024-09-08,2024-10-08,SENT,
QUO-00001551,QUO-00001551,LEAD-00001451,CUST-00000057,SP-00000012,760.26,2024-07-26,2024-08-25,DRAFT,
QUO-00001552,QUO-00001552,,CUST-00000444,SP-00000002,3.31,2025-04-05,2025-05-05,SENT,
QUO-00001553,QUO-00001553,,CUST-00000742,SP-00000007,4085.37,2024-08-05,2024-09-04,REJECTED,
QUO-00001554,QUO-00001554,LEAD-00001757,CUST-00000405,SP-00000003,395.85,2023-10-30,2023-11-29,REJECTED,
QUO-00001555,QUO-00001555,LEAD-00001714,CUST-00000800,SP-00000009,2462.61,2024-10-19,2024-11-18,SENT,
QUO-00001556,QUO-00001556,LEAD-00000396,CUST-00000840,SP-00000008,3094.65,2025-06-12,2025-07-12,SENT,
QUO-00001557,QUO-00001557,,CUST-00000720,SP-00000012,1270.66,2025-01-05,2025-02-04,DRAFT,
QUO-00001558,QUO-00001558,LEAD-00002197,CUST-00000195,SP-00000012,2777.66,2025-04-03,2025-05-03,REJECTED,
QUO-00001559,QUO-00001559,LEAD-00002467,CUST-00000370,SP-00000017,886.02,2025-02-20,2025-03-22,ACCEPTED,
QUO-00001560,QUO-00001560,LEAD-00002486,CUST-00000383,SP-00000019,513.3,2024-05-31,2024-06-30,ACCEPTED,
QUO-00001561,QUO-00001561,LEAD-00002225,CUST-00000352,SP-00000020,1407.52,2024-01-06,2024-02-05,ACCEPTED,
QUO-00001562,QUO-00001562,LEAD-00001440,CUST-00000738,SP-00000003,897.47,2025-01-10,2025-02-09,ACCEPTED,
QUO-00001563,QUO-00001563,LEAD-00002379,CUST-00000406,SP-00000010,584.19,2024-12-07,2025-01-06,DRAFT,
QUO-00001564,QUO-00001564,LEAD-00001581,CUST-00000637,SP-00000015,226.38,2024-04-15,2024-05-15,SENT,
QUO-00001565,QUO-00001565,,CUST-00000531,SP-00000001,3927.15,2025-02-08,2025-03-10,DRAFT,
QUO-00001566,QUO-00001566,LEAD-00001593,CUST-00000153,SP-00000015,578.65,2023-09-27,2023-10-27,SENT,
QUO-00001567,QUO-00001567,,CUST-00000322,SP-00000003,317.76,2023-07-18,2023-08-17,ACCEPTED,
QUO-00001568,QUO-00001568,,CUST-00000061,SP-00000002,574.11,2025-04-07,2025-05-07,SENT,
QUO-00001569,QUO-00001569,,CUST-00000580,SP-00000007,313.69,2024-02-27,2024-03-28,ACCEPTED,
QUO-00001570,QUO-00001570,,CUST-00000904,SP-00000009,560.32,2023-07-20,2023-08-19,EXPIRED,
QUO-00001571,QUO-00001571,LEAD-00001429,CUST-00000195,SP-00000020,2594.59,2024-02-26,2024-03-27,SENT,
QUO-00001572,QUO-00001572,LEAD-00002566,CUST-00000043,SP-00000002,668.29,2023-09-14,2023-10-14,SENT,
QUO-00001573,QUO-00001573,LEAD-00001049,CUST-00000990,SP-00000004,1375.76,2023-11-30,2023-12-30,ACCEPTED,
QUO-00001574,QUO-00001574,LEAD-00000383,CUST-00000934,SP-00000014,3349.71,2024-06-28,2024-07-28,ACCEPTED,
QUO-00001575,QUO-00001575,LEAD-00001807,CUST-00000271,SP-00000005,116.06,2023-11-28,2023-12-28,ACCEPTED,
QUO-00001576,QUO-00001576,LEAD-00000647,CUST-00000157,SP-00000018,65.6,2024-08-25,2024-09-24,SENT,
QUO-00001577,QUO-00001577,LEAD-00000427,CUST-00000745,SP-00000017,82.96,2024-05-20,2024-06-19,SENT,
QUO-00001578,QUO-00001578,LEAD-00002968,CUST-00000983,SP-00000007,2383.34,2023-10-29,2023-11-28,SENT,
QUO-00001579,QUO-00001579,,CUST-00000585,SP-00000016,2385.39,2024-07-11,2024-08-10,ACCEPTED,
QUO-00001580,QUO-00001580,LEAD-00000542,CUST-00000647,SP-00000007,1821.55,2025-05-14,2025-06-13,ACCEPTED,
QUO-00001581,QUO-00001581,,CUST-00000763,SP-00000002,1206.19,2024-11-04,2024-12-04,ACCEPTED,
QUO-00001582,QUO-00001582,LEAD-00000936,CUST-00000938,SP-00000003,571.78,2024-02-21,2024-03-22,SENT,
QUO-00001583,QUO-00001583,,CUST-00000037,SP-00000019,818.69,2023-11-15,2023-12-15,ACCEPTED,
QUO-00001584,QUO-00001584,LEAD-00001385,CUST-00000905,SP-00000015,3122.05,2025-06-24,2025-07-24,SENT,
QUO-00001585,QUO-00001585,,CUST-00000737,SP-00000005,2700.34,2024-11-06,2024-12-06,DRAFT,
QUO-00001586,QUO-00001586,LEAD-00000700,CUST-00000014,SP-00000008,1920.3,2024-09-22,2024-10-22,ACCEPTED,
QUO-00001587,QUO-00001587,,CUST-00000747,SP-00000014,1996.8,2024-06-16,2024-07-16,REJECTED,
QUO-00001588,QUO-00001588,LEAD-00002288,CUST-00000408,SP-00000018,3448.79,2025-06-04,2025-07-04,SENT,
QUO-00001589,QUO-00001589,LEAD-00002977,CUST-00000063,SP-00000003,3051.29,2023-08-24,2023-09-23,SENT,
QUO-00001590,QUO-00001590,LEAD-00001548,CUST-00000172,SP-00000019,194.1,2024-09-13,2024-10-13,REJECTED,
QUO-00001591,QUO-00001591,LEAD-00002933,CUST-00000235,SP-00000017,1518.13,2025-02-19,2025-03-21,SENT,
QUO-00001592,QUO-00001592,,CUST-00000558,SP-00000020,4281.72,2023-07-23,2023-08-22,ACCEPTED,
QUO-00001593,QUO-00001593,LEAD-00002938,CUST-00000788,SP-00000007,790.02,2025-01-04,2025-02-03,SENT,
QUO-00001594,QUO-00001594,LEAD-00000568,CUST-00000857,SP-00000019,1228.18,2024-02-15,2024-03-16,DRAFT,
QUO-00001595,QUO-00001595,,CUST-00000659,SP-00000014,3730.24,2023-12-24,2024-01-23,ACCEPTED,
QUO-00001596,QUO-00001596,LEAD-00001652,CUST-00000706,SP-00000016,2422.89,2023-12-20,2024-01-19,EXPIRED,
QUO-00001597,QUO-00001597,LEAD-00001989,CUST-00000525,SP-00000002,1085.9,2024-09-16,2024-10-16,SENT,
QUO-00001598,QUO-00001598,LEAD-00001362,CUST-00000669,SP-00000018,1228.96,2025-01-26,2025-02-25,EXPIRED,
QUO-00001599,QUO-00001599,,CUST-00000485,SP-00000011,355.08,2024-04-16,2024-05-16,REJECTED,
QUO-00001600,QUO-00001600,,CUST-00000638,SP-00000019,3100.31,2024-07-13,2024-08-12,SENT,
QUO-00001601,QUO-00001601,LEAD-00000490,CUST-00000807,SP-00000018,175.38,2025-06-25,2025-07-25,SENT,
QUO-00001602,QUO-00001602,LEAD-00002343,CUST-00000626,SP-00000003,1163.44,2023-11-18,2023-12-18,SENT,
QUO-00001603,QUO-00001603,,CUST-00000552,SP-00000012,1335.99,2023-10-20,2023-11-19,ACCEPTED,
QUO-00001604,QUO-00001604,LEAD-00002496,CUST-00000594,SP-00000003,2568.44,2024-10-22,2024-11-21,REJECTED,
QUO-00001605,QUO-00001605,,CUST-00000746,SP-00000006,745.82,2023-11-09,2023-12-09,SENT,
QUO-00001606,QUO-00001606,LEAD-00000032,CUST-00000820,SP-00000018,990.97,2025-01-09,2025-02-08,REJECTED,
QUO-00001607,QUO-00001607,LEAD-00000190,CUST-00000367,SP-00000003,1512.01,2024-11-17,2024-12-17,REJECTED,
QUO-00001608,QUO-00001608,,CUST-00000880,SP-00000016,3421.41,2023-12-07,2024-01-06,SENT,
QUO-00001609,QUO-00001609,,CUST-00000532,SP-00000007,1313.2,2023-08-05,2023-09-04,ACCEPTED,
QUO-00001610,QUO-00001610,,CUST-00000453,SP-00000004,443.02,2024-01-19,2024-02-18,ACCEPTED,
QUO-00001611,QUO-00001611,LEAD-00002865,CUST-00000753,SP-00000006,764.75,2023-11-21,2023-12-21,SENT,
QUO-00001612,QUO-00001612,LEAD-00002410,CUST-00000166,SP-00000018,2139.28,2024-02-07,2024-03-08,ACCEPTED,
QUO-00001613,QUO-00001613,LEAD-00001788,CUST-00000032,SP-00000017,512.67,2025-01-08,2025-02-07,SENT,
QUO-00001614,QUO-00001614,LEAD-00002083,CUST-00000659,SP-00000020,2333.38,2025-03-27,2025-04-26,SENT,
QUO-00001615,QUO-00001615,LEAD-00001247,CUST-00000613,SP-00000004,1019.19,2023-09-12,2023-10-12,ACCEPTED,
QUO-00001616,QUO-00001616,LEAD-00002273,CUST-00000725,SP-00000014,1910.5,2023-11-23,2023-12-23,ACCEPTED,
QUO-00001617,QUO-00001617,,CUST-00000619,SP-00000001,258.79,2024-04-26,2024-05-26,ACCEPTED,
QUO-00001618,QUO-00001618,LEAD-00002014,CUST-00000635,SP-00000017,1385.31,2024-05-04,2024-06-03,DRAFT,
QUO-00001619,QUO-00001619,LEAD-00002161,CUST-00000380,SP-00000003,754.26,2025-03-09,2025-04-08,ACCEPTED,
QUO-00001620,QUO-00001620,,CUST-00000905,SP-00000003,47.5,2025-03-14,2025-04-13,ACCEPTED,
QUO-00001621,QUO-00001621,LEAD-00001601,CUST-00000473,SP-00000017,311.58,2023-10-06,2023-11-05,DRAFT,
QUO-00001622,QUO-00001622,,CUST-00000385,SP-00000016,499.77,2023-07-19,2023-08-18,SENT,
QUO-00001623,QUO-00001623,,CUST-00000259,SP-00000014,1075.93,2024-09-25,2024-10-25,ACCEPTED,
QUO-00001624,QUO-00001624,,CUST-00000750,SP-00000015,1870.61,2025-02-27,2025-03-29,ACCEPTED,
QUO-00001625,QUO-00001625,,CUST-00000195,SP-00000006,3796.0,2023-12-11,2024-01-10,ACCEPTED,
QUO-00001626,QUO-00001626,,CUST-00000532,SP-00000008,4717.36,2025-03-21,2025-04-20,ACCEPTED,
QUO-00001627,QUO-00001627,LEAD-00001188,CUST-00000410,SP-00000005,180.72,2024-06-02,2024-07-02,ACCEPTED,
QUO-00001628,QUO-00001628,LEAD-00000590,CUST-00000963,SP-00000001,1728.1,2023-11-01,2023-12-01,ACCEPTED,
QUO-00001629,QUO-00001629,,CUST-00000179,SP-00000005,506.84,2024-12-08,2025-01-07,EXPIRED,
QUO-00001630,QUO-00001630,,CUST-00000791,SP-00000017,395.75,2024-01-30,2024-02-29,ACCEPTED,
QUO-00001631,QUO-00001631,LEAD-00001271,CUST-00000228,SP-00000012,966.81,2025-04-13,2025-05-13,DRAFT,
QUO-00001632,QUO-00001632,,CUST-00000162,SP-00000003,554.23,2024-03-12,2024-04-11,SENT,
QUO-00001633,QUO-00001633,,CUST-00000979,SP-00000005,5019.94,2024-01-05,2024-02-04,ACCEPTED,
QUO-00001634,QUO-00001634,,CUST-00000263,SP-00000008,1436.41,2023-09-18,2023-10-18,SENT,
QUO-00001635,QUO-00001635,LEAD-00001814,CUST-00000405,SP-00000016,1806.3,2023-08-07,2023-09-06,SENT,
QUO-00001636,QUO-00001636,,CUST-00000787,SP-00000001,2088.97,2024-04-13,2024-05-13,DRAFT,
QUO-00001637,QUO-00001637,,CUST-00000751,SP-00000018,1695.06,2024-04-29,2024-05-29,DRAFT,
QUO-00001638,QUO-00001638,LEAD-00001900,CUST-00000179,SP-00000002,1310.59,2024-08-23,2024-09-22,SENT,
QUO-00001639,QUO-00001639,LEAD-00000255,CUST-00000142,SP-00000017,1432.04,2024-03-11,2024-04-10,SENT,
QUO-00001640,QUO-00001640,LEAD-00000040,CUST-00000244,SP-00000008,3143.89,2024-07-05,2024-08-04,SENT,
QUO-00001641,QUO-00001641,,CUST-00000454,SP-00000013,3440.31,2024-02-19,2024-03-20,EXPIRED,
QUO-00001642,QUO-00001642,,CUST-00000008,SP-00000016,3316.06,2023-11-03,2023-12-03,DRAFT,
QUO-00001643,QUO-00001643,LEAD-00000014,CUST-00000974,SP-00000012,947.72,2024-08-09,2024-09-08,SENT,
QUO-00001644,QUO-00001644,LEAD-00002270,CUST-00000164,SP-00000015,72.2,2025-01-16,2025-02-15,ACCEPTED,
QUO-00001645,QUO-00001645,,CUST-00000663,SP-00000002,441.88,2025-06-08,2025-07-08,SENT,
QUO-00001646,QUO-00001646,LEAD-00000049,CUST-00000135,SP-00000005,577.88,2024-05-16,2024-06-15,ACCEPTED,
QUO-00001647,QUO-00001647,,CUST-00000278,SP-00000004,549.84,2024-05-22,2024-06-21,DRAFT,
QUO-00001648,QUO-00001648,LEAD-00002507,CUST-00000124,SP-00000009,522.39,2024-10-20,2024-11-19,ACCEPTED,
QUO-00001649,QUO-00001649,,CUST-00000086,SP-00000004,822.85,2024-01-01,2024-01-31,SENT,
QUO-00001650,QUO-00001650,LEAD-00000665,CUST-00000436,SP-00000008,134.24,2025-02-11,2025-03-13,SENT,
QUO-00001651,QUO-00001651,,CUST-00000458,SP-00000008,2705.8,2023-10-25,2023-11-24,SENT,
QUO-00001652,QUO-00001652,LEAD-00000180,CUST-00000070,SP-00000018,1206.05,2024-12-07,2025-01-06,ACCEPTED,
QUO-00001653,QUO-00001653,,CUST-00000702,SP-00000012,6860.57,2024-03-23,2024-04-22,SENT,
QUO-00001654,QUO-00001654,,CUST-00000889,SP-00000006,1255.81,2023-10-08,2023-11-07,ACCEPTED,
QUO-00001655,QUO-00001655,,CUST-00000122,SP-00000013,1385.13,2025-04-18,2025-05-18,REJECTED,
QUO-00001656,QUO-00001656,LEAD-00001451,CUST-00000057,SP-00000012,1838.33,2024-01-04,2024-02-03,ACCEPTED,
QUO-00001657,QUO-00001657,LEAD-00000403,CUST-00000223,SP-00000007,1483.69,2025-03-29,2025-04-28,DRAFT,
QUO-00001658,QUO-00001658,,CUST-00000370,SP-00000018,1261.86,2025-05-28,2025-06-27,ACCEPTED,
QUO-00001659,QUO-00001659,LEAD-00001806,CUST-00000912,SP-00000019,1871.43,2024-03-02,2024-04-01,SENT,
QUO-00001660,QUO-00001660,,CUST-00000566,SP-00000001,414.43,2024-10-22,2024-11-21,SENT,
QUO-00001661,QUO-00001661,,CUST-00000460,SP-00000014,1009.56,2023-07-24,2023-08-23,ACCEPTED,
QUO-00001662,QUO-00001662,LEAD-00001655,CUST-00000745,SP-00000019,32.94,2025-01-10,2025-02-09,EXPIRED,
QUO-00001663,QUO-00001663,LEAD-00002582,CUST-00000225,SP-00000001,310.5,2024-04-19,2024-05-19,SENT,
QUO-00001664,QUO-00001664,LEAD-00002090,CUST-00000597,SP-00000017,3299.0,2023-10-16,2023-11-15,SENT,
QUO-00001665,QUO-00001665,,CUST-00000847,SP-00000020,3001.08,2024-01-28,2024-02-27,ACCEPTED,
QUO-00001666,QUO-00001666,,CUST-00000420,SP-00000009,1586.02,2024-12-20,2025-01-19,SENT,
QUO-00001667,QUO-00001667,LEAD-00002814,CUST-00000637,SP-00000016,269.76,2024-06-24,2024-07-24,REJECTED,
QUO-00001668,QUO-00001668,,CUST-00000085,SP-00000007,1784.67,2024-10-30,2024-11-29,SENT,
QUO-00001669,QUO-00001669,LEAD-00000224,CUST-00000759,SP-00000020,1203.81,2025-05-24,2025-06-23,DRAFT,
QUO-00001670,QUO-00001670,LEAD-00000956,CUST-00000564,SP-00000005,323.97,2024-09-14,2024-10-14,SENT,
QUO-00001671,QUO-00001671,,CUST-00000194,SP-00000013,266.89,2024-05-21,2024-06-20,SENT,
QUO-00001672,QUO-00001672,LEAD-00000053,CUST-00000937,SP-00000012,391.5,2024-02-27,2024-03-28,ACCEPTED,
QUO-00001673,QUO-00001673,LEAD-00000712,CUST-00000110,SP-00000007,3759.18,2025-02-16,2025-03-18,ACCEPTED,
QUO-00001674,QUO-00001674,,CUST-00000955,SP-00000001,827.65,2025-03-17,2025-04-16,SENT,
QUO-00001675,QUO-00001675,LEAD-00000846,CUST-00000120,SP-00000009,2762.25,2023-09-22,2023-10-22,SENT,
QUO-00001676,QUO-00001676,LEAD-00000992,CUST-00000100,SP-00000008,3486.08,2024-10-12,2024-11-11,EXPIRED,
QUO-00001677,QUO-00001677,LEAD-00001738,CUST-00000691,SP-00000019,836.6,2023-10-06,2023-11-05,EXPIRED,
QUO-00001678,QUO-00001678,LEAD-00000148,CUST-00000777,SP-00000017,1466.5,2024-02-01,2024-03-02,ACCEPTED,
QUO-00001679,QUO-00001679,,CUST-00000384,SP-00000012,1027.96,2024-09-17,2024-10-17,EXPIRED,
QUO-00001680,QUO-00001680,,CUST-00000335,SP-00000001,327.0,2024-04-10,2024-05-10,SENT,
QUO-00001681,QUO-00001681,LEAD-00000772,CUST-00000422,SP-00000012,374.13,2025-02-16,2025-03-18,EXPIRED,
QUO-00001682,QUO-00001682,,CUST-00000350,SP-00000015,1538.05,2023-09-26,2023-10-26,ACCEPTED,
QUO-00001683,QUO-00001683,LEAD-00001564,CUST-00000710,SP-00000014,2293.2,2024-11-01,2024-12-01,SENT,
QUO-00001684,QUO-00001684,LEAD-00000671,CUST-00000557,SP-00000002,3195.36,2023-11-26,2023-12-26,EXPIRED,
QUO-00001685,QUO-00001685,LEAD-00002897,CUST-00000362,SP-00000001,1227.96,2024-12-10,2025-01-09,ACCEPTED,
QUO-00001686,QUO-00001686,,CUST-00000979,SP-00000014,962.07,2025-02-17,2025-03-19,ACCEPTED,
QUO-00001687,QUO-00001687,,CUST-00000891,SP-00000020,3804.45,2024-02-24,2024-03-25,DRAFT,
QUO-00001688,QUO-00001688,LEAD-00000788,CUST-00000694,SP-00000003,99.4,2024-11-29,2024-12-29,SENT,
QUO-00001689,QUO-00001689,LEAD-00001103,CUST-00000137,SP-00000003,51.11,2024-09-19,2024-10-19,ACCEPTED,
QUO-00001690,QUO-00001690,,CUST-00000048,SP-00000012,1538.06,2024-03-05,2024-04-04,DRAFT,
QUO-00001691,QUO-00001691,LEAD-00000759,CUST-00000467,SP-00000002,1639.23,2025-03-24,2025-04-23,EXPIRED,
QUO-00001692,QUO-00001692,,CUST-00000575,SP-00000008,9509.17,2025-01-07,2025-02-06,ACCEPTED,
QUO-00001693,QUO-00001693,,CUST-00000078,SP-00000004,1998.33,2025-05-04,2025-06-03,SENT,
QUO-00001694,QUO-00001694,LEAD-00000936,CUST-00000938,SP-00000003,51.24,2023-12-11,2024-01-10,ACCEPTED,
QUO-00001695,QUO-00001695,,CUST-00000132,SP-00000013,255.04,2023-12-21,2024-01-20,ACCEPTED,
QUO-00001696,QUO-00001696,,CUST-00000031,SP-00000005,4996.4,2023-11-21,2023-12-21,SENT,
QUO-00001697,QUO-00001697,LEAD-00002580,CUST-00000772,SP-00000019,1958.4,2024-07-05,2024-08-04,SENT,
QUO-00001698,QUO-00001698,LEAD-00001105,CUST-00000193,SP-00000008,649.6,2024-02-23,2024-03-24,ACCEPTED,
QUO-00001699,QUO-00001699,LEAD-00001849,CUST-00000738,SP-00000019,69.58,2024-10-13,2024-11-12,ACCEPTED,
QUO-00001700,QUO-00001700,,CUST-00000196,SP-00000011,1248.39,2024-11-20,2024-12-20,SENT,
QUO-00001701,QUO-00001701,,CUST-00000731,SP-00000001,1113.91,2024-11-15,2024-12-15,SENT,
QUO-00001702,QUO-00001702,,CUST-00000973,SP-00000002,2380.1,2024-07-09,2024-08-08,EXPIRED,
QUO-00001703,QUO-00001703,LEAD-00000912,CUST-00000217,SP-00000001,205.53,2023-10-07,2023-11-06,SENT,
QUO-00001704,QUO-00001704,LEAD-00001571,CUST-00000862,SP-00000005,418.25,2024-03-31,2024-04-30,ACCEPTED,
QUO-00001705,QUO-00001705,,CUST-00000708,SP-00000007,523.6,2023-09-10,2023-10-10,DRAFT,
QUO-00001706,QUO-00001706,,CUST-00000755,SP-00000019,643.77,2023-10-11,2023-11-10,ACCEPTED,
QUO-00001707,QUO-00001707,,CUST-00000434,SP-00000003,772.21,2025-05-05,2025-06-04,REJECTED,
QUO-00001708,QUO-00001708,,CUST-00000832,SP-00000001,393.66,2024-09-27,2024-10-27,SENT,
QUO-00001709,QUO-00001709,,CUST-00000199,SP-00000003,373.66,2024-10-23,2024-11-22,ACCEPTED,
QUO-00001710,QUO-00001710,LEAD-00002051,CUST-00000137,SP-00000001,1827.75,2024-10-02,2024-11-01,EXPIRED,
QUO-00001711,QUO-00001711,,CUST-00000560,SP-00000006,1091.71,2023-12-15,2024-01-14,ACCEPTED,
QUO-00001712,QUO-00001712,LEAD-00001446,CUST-00000617,SP-00000019,2067.35,2024-04-27,2024-05-27,ACCEPTED,
QUO-00001713,QUO-00001713,LEAD-00002600,CUST-00000059,SP-00000011,2094.8,2025-04-27,2025-05-27,ACCEPTED,
QUO-00001714,QUO-00001714,,CUST-00000397,SP-00000013,1175.74,2024-03-30,2024-04-29,SENT,
QUO-00001715,QUO-00001715,LEAD-00002307,CUST-00000954,SP-00000016,25.02,2024-01-08,2024-02-07,EXPIRED,
QUO-00001716,QUO-00001716,,CUST-00000072,SP-00000013,243.92,2024-07-29,2024-08-28,ACCEPTED,
QUO-00001717,QUO-00001717,,CUST-00000107,SP-00000007,5098.46,2024-07-27,2024-08-26,SENT,
QUO-00001718,QUO-00001718,LEAD-00000086,CUST-00000107,SP-00000006,559.9,2024-02-20,2024-03-21,SENT,
QUO-00001719,QUO-00001719,LEAD-00000536,CUST-00000801,SP-00000003,1294.3,2023-07-05,2023-08-04,EXPIRED,
QUO-00001720,QUO-00001720,,CUST-00000246,SP-00000010,1906.61,2025-02-17,2025-03-19,ACCEPTED,
QUO-00001721,QUO-00001721,,CUST-00000842,SP-00000014,2264.41,2024-11-20,2024-12-20,REJECTED,
QUO-00001722,QUO-00001722,LEAD-00000180,CUST-00000070,SP-00000018,2209.73,2024-01-19,2024-02-18,ACCEPTED,
QUO-00001723,QUO-00001723,LEAD-00001717,CUST-00000567,SP-00000001,1778.61,2023-10-16,2023-11-15,SENT,
QUO-00001724,QUO-00001724,LEAD-00000924,CUST-00000615,SP-00000003,2088.64,2024-01-07,2024-02-06,EXPIRED,
QUO-00001725,QUO-00001725,LEAD-00001861,CUST-00000815,SP-00000003,939.1,2025-06-21,2025-07-21,ACCEPTED,
QUO-00001726,QUO-00001726,LEAD-00000475,CUST-00000155,SP-00000004,727.54,2024-12-19,2025-01-18,ACCEPTED,
QUO-00001727,QUO-00001727,LEAD-00000475,CUST-00000155,SP-00000004,1072.6,2025-01-05,2025-02-04,ACCEPTED,
QUO-00001728,QUO-00001728,,CUST-00000785,SP-00000014,226.86,2023-07-07,2023-08-06,REJECTED,
QUO-00001729,QUO-00001729,LEAD-00002331,CUST-00000326,SP-00000004,1685.53,2024-07-11,2024-08-10,ACCEPTED,
QUO-00001730,QUO-00001730,LEAD-00000065,CUST-00000113,SP-00000013,2928.06,2023-08-07,2023-09-06,SENT,
QUO-00001731,QUO-00001731,LEAD-00001790,CUST-00000110,SP-00000013,3122.62,2024-03-05,2024-04-04,DRAFT,
QUO-00001732,QUO-00001732,LEAD-00000053,CUST-00000937,SP-00000012,2340.05,2023-12-09,2024-01-08,SENT,
QUO-00001733,QUO-00001733,LEAD-00002629,CUST-00000669,SP-00000009,217.2,2025-01-10,2025-02-09,ACCEPTED,
QUO-00001734,QUO-00001734,,CUST-00000548,SP-00000004,2368.8,2024-02-26,2024-03-27,DRAFT,
QUO-00001735,QUO-00001735,LEAD-00002334,CUST-00000169,SP-00000014,2947.79,2024-07-03,2024-08-02,DRAFT,
QUO-00001736,QUO-00001736,LEAD-00000898,CUST-00000403,SP-00000006,4507.69,2025-02-26,2025-03-28,SENT,
QUO-00001737,QUO-00001737,LEAD-00000285,CUST-00000904,SP-00000001,2290.99,2025-05-08,2025-06-07,SENT,
QUO-00001738,QUO-00001738,,CUST-00000822,SP-00000018,3174.62,2024-03-13,2024-04-12,ACCEPTED,
QUO-00001739,QUO-00001739,LEAD-00002611,CUST-00000648,SP-00000015,1419.84,2025-01-28,2025-02-27,SENT,
QUO-00001740,QUO-00001740,LEAD-00001991,CUST-00000903,SP-00000018,786.41,2025-02-14,2025-03-16,REJECTED,
