po_id,po_number,supplier_id,product_id,quantity,unit_cost,total_cost,order_date,expected_receipt_date,actual_receipt_date,status,created_by
PO-00004301,PO-00004301,SUP-00000084,PRD-00000131,50,5.49,274.5,2025-05-27,2025-06-04,2025-06-02,COMPLETED,
PO-00004302,PO-00004302,SUP-00000084,PRD-00000032,150,49.8,7470.0,2024-07-19,2024-08-08,2024-08-07,COMPLETED,
PO-00004303,PO-00004303,SUP-00000051,PRD-00000269,100,105.13,10513.0,2024-05-09,2024-05-18,2024-05-13,COMPLETED,
PO-00004304,PO-00004304,SUP-00000017,PRD-00000274,200,23.51,4702.0,2024-07-22,2024-08-02,2024-08-08,COMPLETED,
PO-00004305,PO-00004305,SUP-00000058,PRD-00000039,10,16.68,166.8,2024-12-21,2025-01-10,2025-01-17,COMPLETED,
PO-00004306,PO-00004306,SUP-00000092,PRD-00000375,10,15.89,158.9,2023-08-31,2023-09-12,,PENDING,
PO-00004307,PO-00004307,SUP-00000091,PRD-00000457,75,2.41,180.75,2023-07-19,2023-08-15,2023-08-18,COMPLETED,
PO-00004308,PO-00004308,SUP-00000085,PRD-00000314,50,20.04,1002.0,2025-04-10,2025-05-06,2025-05-13,COMPLETED,
PO-00004309,PO-00004309,SUP-00000091,PRD-00000457,75,2.29,171.75,2023-07-25,2023-08-14,2023-08-24,COMPLETED,
PO-00004310,PO-00004310,SUP-00000083,PRD-00000280,75,5.5,412.5,2024-10-24,2024-11-07,2024-11-06,COMPLETED,
PO-00004311,PO-00004311,SUP-00000010,PRD-00000466,150,27.3,4095.0,2023-12-29,2024-01-26,2024-01-27,COMPLETED,
PO-00004312,PO-00004312,SUP-00000003,PRD-00000397,100,18.93,1893.0,2024-03-17,2024-03-24,2024-03-21,COMPLETED,
PO-00004313,PO-00004313,SUP-00000032,PRD-00000329,200,18.66,3732.0,2025-03-23,2025-04-15,2025-04-15,COMPLETED,
PO-00004314,PO-00004314,SUP-00000071,PRD-00000125,100,56.28,5628.0,2023-08-01,2023-08-21,2023-08-19,COMPLETED,
PO-00004315,PO-00004315,SUP-00000082,PRD-00000130,50,28.88,1444.0,2025-05-03,2025-05-16,2025-05-26,COMPLETED,
PO-00004316,PO-00004316,SUP-00000023,PRD-00000392,75,46.02,3451.5000000000005,2024-05-20,2024-06-07,2024-06-04,COMPLETED,
PO-00004317,PO-00004317,SUP-00000094,PRD-00000088,25,12.43,310.75,2025-02-12,2025-02-24,2025-02-24,COMPLETED,
PO-00004318,PO-00004318,SUP-00000023,PRD-00000260,100,5.55,555.0,2024-01-02,2024-01-10,2024-01-16,COMPLETED,
PO-00004319,PO-00004319,SUP-00000031,PRD-00000072,200,56.88,11376.0,2025-01-11,2025-01-18,2025-01-18,COMPLETED,
PO-00004320,PO-00004320,SUP-00000037,PRD-00000214,25,7.75,193.75,2023-08-16,2023-09-02,2023-09-12,COMPLETED,
PO-00004321,PO-00004321,SUP-00000054,PRD-00000378,25,10.9,272.5,2025-03-06,2025-03-15,2025-03-19,COMPLETED,
PO-00004322,PO-00004322,SUP-00000026,PRD-00000123,50,14.93,746.5,2023-12-20,2024-01-07,2024-01-07,COMPLETED,
PO-00004323,PO-00004323,SUP-00000085,PRD-00000250,150,28.83,4324.5,2024-03-02,2024-03-26,2024-03-30,COMPLETED,
PO-00004324,PO-00004324,SUP-00000097,PRD-00000152,50,44.63,2231.5,2024-08-06,2024-08-24,2024-08-27,COMPLETED,
PO-00004325,PO-00004325,SUP-00000069,PRD-00000080,10,5.38,53.8,2023-07-27,2023-08-19,2023-08-22,COMPLETED,
PO-00004326,PO-00004326,SUP-00000018,PRD-00000421,75,60.3,4522.5,2025-05-02,2025-05-16,2025-05-12,COMPLETED,
PO-00004327,PO-00004327,SUP-00000063,PRD-00000264,10,194.46,1944.6000000000001,2023-08-28,2023-09-12,,PENDING,
PO-00004328,PO-00004328,SUP-00000063,PRD-00000262,20,40.13,802.6,2023-07-29,2023-08-15,2023-08-14,COMPLETED,
PO-00004329,PO-00004329,SUP-00000087,PRD-00000467,200,50.54,10108.0,2023-10-16,2023-10-24,2023-11-03,COMPLETED,
PO-00004330,PO-00004330,SUP-00000082,PRD-00000130,75,25.01,1875.7500000000002,2024-02-23,2024-03-19,2024-03-16,COMPLETED,
PO-00004331,PO-00004331,SUP-00000081,PRD-00000242,200,6.8,1360.0,2023-07-11,2023-07-18,2023-07-21,COMPLETED,
PO-00004332,PO-00004332,SUP-00000026,PRD-00000183,75,98.95,7421.25,2024-12-24,2025-01-12,2025-01-22,COMPLETED,
PO-00004333,PO-00004333,SUP-00000032,PRD-00000387,200,46.5,9300.0,2024-04-10,2024-05-06,2024-05-13,COMPLETED,
PO-00004334,PO-00004334,SUP-00000021,PRD-00000485,200,47.34,9468.0,2024-08-07,2024-08-26,2024-08-30,COMPLETED,
PO-00004335,PO-00004335,SUP-00000065,PRD-00000436,75,18.32,1374.0,2023-07-07,2023-07-31,2023-07-26,COMPLETED,
PO-00004336,PO-00004336,SUP-00000003,PRD-00000099,50,26.08,1304.0,2023-12-05,2023-12-23,2023-12-22,COMPLETED,
PO-00004337,PO-00004337,SUP-00000002,PRD-00000405,10,50.02,500.20000000000005,2025-02-14,2025-02-28,2025-02-26,COMPLETED,
PO-00004338,PO-00004338,SUP-00000024,PRD-00000206,25,19.44,486.00000000000006,2024-06-01,2024-06-23,,CANCELLED,
PO-00004339,PO-00004339,SUP-00000004,PRD-00000192,150,42.81,6421.5,2024-04-22,2024-05-16,,PENDING,
PO-00004340,PO-00004340,SUP-00000095,PRD-00000112,150,42.71,6406.5,2024-10-24,2024-11-16,2024-11-21,COMPLETED,
PO-00004341,PO-00004341,SUP-00000005,PRD-00000077,20,18.73,374.6,2024-03-06,2024-03-28,2024-03-31,COMPLETED,
PO-00004342,PO-00004342,SUP-00000016,PRD-00000081,50,7.19,359.5,2025-03-31,2025-04-18,2025-04-24,COMPLETED,
PO-00004343,PO-00004343,SUP-00000023,PRD-00000070,150,6.37,955.5,2025-04-30,2025-05-24,,CANCELLED,
PO-00004344,PO-00004344,SUP-00000025,PRD-00000097,200,2.65,530.0,2024-04-23,2024-05-22,,PENDING,
PO-00004345,PO-00004345,SUP-00000090,PRD-00000048,75,13.23,992.25,2025-03-08,2025-03-30,2025-04-03,COMPLETED,
PO-00004346,PO-00004346,SUP-00000064,PRD-00000234,75,24.47,1835.25,2024-01-23,2024-02-20,,PENDING,
PO-00004347,PO-00004347,SUP-00000044,PRD-00000231,10,83.12,831.2,2025-02-22,2025-03-20,2025-03-28,COMPLETED,
PO-00004348,PO-00004348,SUP-00000098,PRD-00000235,75,25.86,1939.5,2024-08-02,2024-08-19,2024-08-28,COMPLETED,
PO-00004349,PO-00004349,SUP-00000035,PRD-00000120,20,5.8,116.0,2023-08-02,2023-08-30,2023-09-02,COMPLETED,
PO-00004350,PO-00004350,SUP-00000096,PRD-00000011,200,3.96,792.0,2024-08-15,2024-09-08,,PENDING,
PO-00004351,PO-00004351,SUP-00000061,PRD-00000374,10,8.07,80.7,2023-07-21,2023-08-06,2023-08-16,COMPLETED,
PO-00004352,PO-00004352,SUP-00000077,PRD-00000495,150,16.81,2521.5,2024-04-10,2024-04-23,2024-04-23,COMPLETED,
PO-00004353,PO-00004353,SUP-00000037,PRD-00000413,200,3.16,632.0,2023-09-08,2023-10-06,2023-10-04,COMPLETED,
PO-00004354,PO-00004354,SUP-00000092,PRD-00000199,200,12.11,2422.0,2024-08-24,2024-09-07,2024-09-04,COMPLETED,
PO-00004355,PO-00004355,SUP-00000090,PRD-00000061,75,50.52,3789.0000000000005,2024-06-04,2024-06-25,,CANCELLED,
PO-00004356,PO-00004356,SUP-00000014,PRD-00000470,200,7.87,1574.0,2023-10-22,2023-11-02,2023-11-12,COMPLETED,
PO-00004357,PO-00004357,SUP-00000070,PRD-00000356,20,22.94,458.8,2023-11-25,2023-12-20,2023-12-20,COMPLETED,
PO-00004358,PO-00004358,SUP-00000034,PRD-00000435,100,37.89,3789.0,2023-12-16,2023-12-31,2023-12-28,COMPLETED,
PO-00004359,PO-00004359,SUP-00000096,PRD-00000320,10,4.94,49.400000000000006,2024-04-25,2024-05-05,2024-05-11,COMPLETED,
PO-00004360,PO-00004360,SUP-00000099,PRD-00000347,100,38.1,3810.0,2024-02-18,2024-02-26,2024-02-29,COMPLETED,
PO-00004361,PO-00004361,SUP-00000012,PRD-00000110,150,6.17,925.5,2024-12-24,2025-01-10,2025-01-17,COMPLETED,
PO-00004362,PO-00004362,SUP-00000056,PRD-00000498,10,10.49,104.9,2023-11-04,2023-11-24,2023-11-27,COMPLETED,
PO-00004363,PO-00004363,SUP-00000084,PRD-00000131,20,4.53,90.60000000000001,2024-05-08,2024-05-15,2024-05-18,COMPLETED,
PO-00004364,PO-00004364,SUP-00000097,PRD-00000019,100,31.8,3180.0,2023-11-30,2023-12-14,2023-12-12,COMPLETED,
PO-00004365,PO-00004365,SUP-00000047,PRD-00000027,75,48.72,3654.0,2023-08-11,2023-09-01,2023-09-11,COMPLETED,
PO-00004366,PO-00004366,SUP-00000099,PRD-00000082,25,4.31,107.74999999999999,2025-01-26,2025-02-18,2025-02-23,COMPLETED,
PO-00004367,PO-00004367,SUP-00000081,PRD-00000384,25,204.9,5122.5,2024-01-28,2024-02-27,2024-03-08,COMPLETED,
PO-00004368,PO-00004368,SUP-00000047,PRD-00000295,100,11.51,1151.0,2025-04-18,2025-05-14,2025-05-15,COMPLETED,
PO-00004369,PO-00004369,SUP-00000004,PRD-00000416,150,1.85,277.5,2024-05-25,2024-06-09,2024-06-15,COMPLETED,
PO-00004370,PO-00004370,SUP-00000100,PRD-00000261,50,68.77,3438.5,2024-11-07,2024-11-16,,PENDING,
PO-00004371,PO-00004371,SUP-00000033,PRD-00000430,50,7.79,389.5,2023-11-24,2023-12-12,2023-12-08,COMPLETED,
PO-00004372,PO-00004372,SUP-00000029,PRD-00000408,200,12.01,2402.0,2025-01-22,2025-02-08,2025-02-15,COMPLETED,
PO-00004373,PO-00004373,SUP-00000068,PRD-00000002,200,4.3,860.0,2024-02-15,2024-03-15,2024-03-11,COMPLETED,
PO-00004374,PO-00004374,SUP-00000050,PRD-00000494,100,8.51,851.0,2023-08-30,2023-09-07,2023-09-08,COMPLETED,
PO-00004375,PO-00004375,SUP-00000012,PRD-00000461,150,56.58,8487.0,2024-11-18,2024-12-09,2024-12-19,COMPLETED,
PO-00004376,PO-00004376,SUP-00000083,PRD-00000398,200,11.58,2316.0,2023-12-07,2023-12-28,2024-01-06,COMPLETED,
PO-00004377,PO-00004377,SUP-00000061,PRD-00000053,150,2.86,429.0,2024-05-29,2024-06-05,2024-06-09,COMPLETED,
PO-00004378,PO-00004378,SUP-00000040,PRD-00000092,200,3.61,722.0,2025-03-14,2025-03-21,2025-03-22,COMPLETED,
PO-00004379,PO-00004379,SUP-00000040,PRD-00000263,200,88.3,17660.0,2024-08-20,2024-09-10,2024-09-10,COMPLETED,
PO-00004380,PO-00004380,SUP-00000034,PRD-00000435,10,29.36,293.6,2024-06-21,2024-07-07,2024-07-04,COMPLETED,
PO-00004381,PO-00004381,SUP-00000065,PRD-00000203,20,13.6,272.0,2024-05-12,2024-06-01,2024-06-11,COMPLETED,
PO-00004382,PO-00004382,SUP-00000099,PRD-00000065,150,102.45,15367.5,2024-04-15,2024-05-04,2024-05-04,COMPLETED,
PO-00004383,PO-00004383,SUP-00000036,PRD-00000335,50,16.79,839.5,2023-07-22,2023-08-10,2023-08-08,COMPLETED,
PO-00004384,PO-00004384,SUP-00000097,PRD-00000164,100,28.4,2840.0,2024-01-06,2024-01-25,,PENDING,
PO-00004385,PO-00004385,SUP-00000073,PRD-00000122,10,6.56,65.6,2024-10-25,2024-11-08,2024-11-07,COMPLETED,
PO-00004386,PO-00004386,SUP-00000069,PRD-00000080,150,5.76,864.0,2024-09-18,2024-10-07,,CANCELLED,
PO-00004387,PO-00004387,SUP-00000038,PRD-00000147,10,38.54,385.4,2025-04-11,2025-04-23,2025-04-21,COMPLETED,
PO-00004388,PO-00004388,SUP-00000015,PRD-00000355,75,26.8,2010.0,2024-02-15,2024-03-15,2024-03-23,COMPLETED,
PO-00004389,PO-00004389,SUP-00000004,PRD-00000468,200,60.58,12116.0,2023-07-13,2023-07-31,2023-07-28,COMPLETED,
PO-00004390,PO-00004390,SUP-00000026,PRD-00000123,100,13.28,1328.0,2024-01-08,2024-01-18,2024-01-27,COMPLETED,
PO-00004391,PO-00004391,SUP-00000068,PRD-00000439,75,12.46,934.5000000000001,2024-07-16,2024-07-27,2024-08-01,COMPLETED,
PO-00004392,PO-00004392,SUP-00000059,PRD-00000062,200,37.76,7552.0,2024-06-21,2024-07-19,2024-07-29,COMPLETED,
PO-00004393,PO-00004393,SUP-00000072,PRD-00000005,25,53.5,1337.5,2024-07-17,2024-07-25,2024-08-04,COMPLETED,
PO-00004394,PO-00004394,SUP-00000057,PRD-00000456,75,1.39,104.24999999999999,2024-01-12,2024-01-29,,PENDING,
PO-00004395,PO-00004395,SUP-00000075,PRD-00000301,150,48.49,7273.5,2024-05-21,2024-06-14,2024-06-13,COMPLETED,
PO-00004396,PO-00004396,SUP-00000098,PRD-00000448,50,11.02,551.0,2023-07-26,2023-08-03,2023-08-03,COMPLETED,
PO-00004397,PO-00004397,SUP-00000096,PRD-00000172,20,3.0,60.0,2024-11-06,2024-12-01,,PENDING,
PO-00004398,PO-00004398,SUP-00000095,PRD-00000229,20,119.55,2391.0,2024-01-22,2024-02-13,,PENDING,
PO-00004399,PO-00004399,SUP-00000020,PRD-00000129,50,13.8,690.0,2023-12-24,2024-01-14,2024-01-17,COMPLETED,
PO-00004400,PO-00004400,SUP-00000088,PRD-00000392,100,47.19,4719.0,2023-07-21,2023-08-18,2023-08-28,COMPLETED,
PO-00004401,PO-00004401,SUP-00000037,PRD-00000217,20,2.03,40.599999999999994,2024-04-01,2024-04-21,2024-04-28,COMPLETED,
PO-00004402,PO-00004402,SUP-00000021,PRD-00000142,150,40.78,6117.0,2023-11-30,2023-12-29,2024-01-06,COMPLETED,
PO-00004403,PO-00004403,SUP-00000051,PRD-00000395,50,26.15,1307.5,2023-11-22,2023-12-03,2023-12-06,COMPLETED,
PO-00004404,PO-00004404,SUP-00000035,PRD-00000463,10,94.42,944.2,2024-12-04,2024-12-14,,CANCELLED,
PO-00004405,PO-00004405,SUP-00000068,PRD-00000002,75,4.67,350.25,2023-10-19,2023-10-31,2023-11-09,COMPLETED,
PO-00004406,PO-00004406,SUP-00000048,PRD-00000038,10,13.56,135.6,2025-01-19,2025-02-14,,PENDING,
PO-00004407,PO-00004407,SUP-00000041,PRD-00000338,50,12.52,626.0,2024-05-05,2024-05-29,2024-05-27,COMPLETED,
PO-00004408,PO-00004408,SUP-00000053,PRD-00000415,150,17.24,2585.9999999999995,2024-11-11,2024-12-07,2024-12-02,COMPLETED,
PO-00004409,PO-00004409,SUP-00000070,PRD-00000267,100,54.31,5431.0,2025-02-26,2025-03-24,,PENDING,
PO-00004410,PO-00004410,SUP-00000057,PRD-00000169,10,16.42,164.20000000000002,2024-03-31,2024-04-07,2024-04-11,COMPLETED,
PO-00004411,PO-00004411,SUP-00000047,PRD-00000365,100,52.4,5240.0,2025-01-17,2025-02-16,2025-02-12,COMPLETED,
PO-00004412,PO-00004412,SUP-00000089,PRD-00000174,50,7.56,378.0,2025-04-17,2025-05-10,2025-05-18,COMPLETED,
PO-00004413,PO-00004413,SUP-00000053,PRD-00000415,25,19.79,494.75,2024-02-27,2024-03-07,2024-03-15,COMPLETED,
PO-00004414,PO-00004414,SUP-00000044,PRD-00000292,150,3.09,463.5,2023-11-18,2023-12-15,2023-12-19,COMPLETED,
PO-00004415,PO-00004415,SUP-00000028,PRD-00000464,200,203.26,40652.0,2024-03-21,2024-04-01,2024-03-31,COMPLETED,
PO-00004416,PO-00004416,SUP-00000089,PRD-00000362,50,4.8,240.0,2023-12-10,2023-12-18,2023-12-21,COMPLETED,
PO-00004417,PO-00004417,SUP-00000031,PRD-00000319,100,15.75,1575.0,2023-12-24,2024-01-12,2024-01-11,COMPLETED,
PO-00004418,PO-00004418,SUP-00000099,PRD-00000001,50,6.98,349.0,2024-03-22,2024-04-21,2024-04-29,COMPLETED,
PO-00004419,PO-00004419,SUP-00000097,PRD-00000496,200,2.13,426.0,2023-10-31,2023-11-20,2023-11-30,COMPLETED,
PO-00004420,PO-00004420,SUP-00000065,PRD-00000436,50,17.75,887.5,2025-02-08,2025-03-06,2025-03-02,COMPLETED,
PO-00004421,PO-00004421,SUP-00000075,PRD-00000156,150,25.21,3781.5,2023-10-11,2023-10-30,2023-10-26,COMPLETED,
PO-00004422,PO-00004422,SUP-00000046,PRD-00000271,25,91.59,2289.75,2025-01-28,2025-02-14,2025-02-13,COMPLETED,
PO-00004423,PO-00004423,SUP-00000054,PRD-00000394,50,19.32,966.0,2023-11-29,2023-12-14,,PENDING,
PO-00004424,PO-00004424,SUP-00000003,PRD-00000283,150,14.27,2140.5,2024-01-07,2024-01-27,2024-01-28,COMPLETED,
PO-00004425,PO-00004425,SUP-00000016,PRD-00000343,100,88.09,8809.0,2024-07-06,2024-07-28,2024-08-04,COMPLETED,
PO-00004426,PO-00004426,SUP-00000071,PRD-00000061,10,53.01,530.1,2024-11-28,2024-12-11,2024-12-15,COMPLETED,
PO-00004427,PO-00004427,SUP-00000061,PRD-00000453,50,2.69,134.5,2025-04-09,2025-04-24,2025-05-04,COMPLETED,
PO-00004428,PO-00004428,SUP-00000098,PRD-00000264,100,210.38,21038.0,2024-12-04,2024-12-14,2024-12-09,COMPLETED,
PO-00004429,PO-00004429,SUP-00000048,PRD-00000222,100,42.25,4225.0,2024-01-17,2024-01-29,2024-02-06,COMPLETED,
PO-00004430,PO-00004430,SUP-00000053,PRD-00000415,200,16.79,3358.0,2023-12-15,2023-12-26,2023-12-28,COMPLETED,
PO-00004431,PO-00004431,SUP-00000089,PRD-00000043,200,15.71,3142.0,2024-03-17,2024-03-27,2024-04-02,COMPLETED,
PO-00004432,PO-00004432,SUP-00000077,PRD-00000495,200,17.94,3588.0000000000005,2023-08-03,2023-08-15,,PENDING,
PO-00004433,PO-00004433,SUP-00000055,PRD-00000402,10,4.83,48.3,2024-10-08,2024-10-30,2024-10-25,COMPLETED,
PO-00004434,PO-00004434,SUP-00000064,PRD-00000216,75,1.67,125.25,2023-07-19,2023-07-30,2023-08-03,COMPLETED,
PO-00004435,PO-00004435,SUP-00000047,PRD-00000137,50,2.69,134.5,2025-05-13,2025-05-26,2025-05-30,COMPLETED,
PO-00004436,PO-00004436,SUP-00000088,PRD-00000357,20,14.29,285.79999999999995,2024-02-08,2024-02-20,,PENDING,
PO-00004437,PO-00004437,SUP-00000009,PRD-00000377,20,3.01,60.199999999999996,2024-09-14,2024-10-12,2024-10-21,COMPLETED,
PO-00004438,PO-00004438,SUP-00000091,PRD-00000439,150,12.74,1911.0,2024-11-10,2024-12-10,2024-12-20,COMPLETED,
PO-00004439,PO-00004439,SUP-00000083,PRD-00000331,25,4.77,119.24999999999999,2023-10-08,2023-10-17,2023-10-13,COMPLETED,
PO-00004440,PO-00004440,SUP-00000097,PRD-00000152,50,45.04,2252.0,2024-03-09,2024-04-08,2024-04-08,COMPLETED,
PO-00004441,PO-00004441,SUP-00000001,PRD-00000202,20,5.54,110.8,2024-09-30,2024-10-22,2024-10-28,COMPLETED,
PO-00004442,PO-00004442,SUP-00000060,PRD-00000330,50,28.84,1442.0,2024-04-15,2024-04-26,2024-04-27,COMPLETED,
PO-00004443,PO-00004443,SUP-00000035,PRD-00000303,25,67.11,1677.75,2023-11-09,2023-11-27,,PENDING,
PO-00004444,PO-00004444,SUP-00000063,PRD-00000253,200,3.47,694.0,2024-10-09,2024-10-30,2024-11-08,COMPLETED,
PO-00004445,PO-00004445,SUP-00000077,PRD-00000346,10,22.69,226.9,2023-10-18,2023-11-15,2023-11-21,COMPLETED,
PO-00004446,PO-00004446,SUP-00000078,PRD-00000096,20,2.36,47.199999999999996,2024-04-14,2024-05-07,2024-05-03,COMPLETED,
PO-00004447,PO-00004447,SUP-00000068,PRD-00000117,50,18.38,919.0,2025-02-16,2025-03-07,2025-03-17,COMPLETED,
PO-00004448,PO-00004448,SUP-00000046,PRD-00000278,25,15.23,380.75,2023-07-17,2023-08-16,2023-08-20,COMPLETED,
PO-00004449,PO-00004449,SUP-00000046,PRD-00000237,50,19.36,968.0,2024-11-27,2024-12-23,2025-01-02,COMPLETED,
PO-00004450,PO-00004450,SUP-00000009,PRD-00000029,50,126.5,6325.0,2023-12-29,2024-01-21,2024-01-20,COMPLETED,
PO-00004451,PO-00004451,SUP-00000083,PRD-00000331,10,3.89,38.9,2024-05-20,2024-06-05,2024-06-13,COMPLETED,
PO-00004452,PO-00004452,SUP-00000016,PRD-00000365,200,46.37,9274.0,2024-04-22,2024-05-12,2024-05-21,COMPLETED,
PO-00004453,PO-00004453,SUP-00000055,PRD-00000331,20,4.43,88.6,2025-02-03,2025-02-26,2025-02-27,COMPLETED,
PO-00004454,PO-00004454,SUP-00000012,PRD-00000368,20,11.75,235.0,2025-02-07,2025-02-24,2025-02-28,COMPLETED,
PO-00004455,PO-00004455,SUP-00000034,PRD-00000400,25,5.61,140.25,2023-09-05,2023-09-15,2023-09-20,COMPLETED,
PO-00004456,PO-00004456,SUP-00000081,PRD-00000384,25,189.38,4734.5,2025-04-08,2025-04-25,,PENDING,
PO-00004457,PO-00004457,SUP-00000047,PRD-00000027,75,41.58,3118.5,2024-11-18,2024-12-10,2024-12-09,COMPLETED,
PO-00004458,PO-00004458,SUP-00000024,PRD-00000206,150,22.71,3406.5,2024-06-26,2024-07-12,2024-07-22,COMPLETED,
PO-00004459,PO-00004459,SUP-00000075,PRD-00000348,20,56.02,1120.4,2025-01-18,2025-02-14,2025-02-13,COMPLETED,
PO-00004460,PO-00004460,SUP-00000074,PRD-00000011,20,3.69,73.8,2023-07-31,2023-08-10,2023-08-10,COMPLETED,
PO-00004461,PO-00004461,SUP-00000005,PRD-00000259,150,30.74,4611.0,2024-08-08,2024-08-20,2024-08-25,COMPLETED,
PO-00004462,PO-00004462,SUP-00000064,PRD-00000251,100,3.71,371.0,2025-02-16,2025-02-24,2025-03-03,COMPLETED,
PO-00004463,PO-00004463,SUP-00000089,PRD-00000228,10,65.21,652.0999999999999,2023-07-09,2023-07-16,2023-07-22,COMPLETED,
PO-00004464,PO-00004464,SUP-00000098,PRD-00000264,200,233.42,46684.0,2024-04-05,2024-04-17,2024-04-27,COMPLETED,
PO-00004465,PO-00004465,SUP-00000034,PRD-00000440,150,5.0,750.0,2025-05-06,2025-05-17,2025-05-18,COMPLETED,
PO-00004466,PO-00004466,SUP-00000044,PRD-00000437,100,13.4,1340.0,2023-11-05,2023-11-30,2023-12-05,COMPLETED,
PO-00004467,PO-00004467,SUP-00000095,PRD-00000033,50,10.19,509.5,2024-03-19,2024-04-01,2024-04-03,COMPLETED,
PO-00004468,PO-00004468,SUP-00000045,PRD-00000168,150,12.33,1849.5,2025-05-22,2025-06-12,2025-06-22,COMPLETED,
PO-00004469,PO-00004469,SUP-00000089,PRD-00000228,75,70.14,5260.5,2023-11-11,2023-11-30,2023-12-05,COMPLETED,
PO-00004470,PO-00004470,SUP-00000076,PRD-00000273,100,7.54,754.0,2025-05-12,2025-05-21,2025-05-30,COMPLETED,
PO-00004471,PO-00004471,SUP-00000065,PRD-00000307,75,41.4,3105.0,2024-10-31,2024-11-09,2024-11-09,COMPLETED,
PO-00004472,PO-00004472,SUP-00000079,PRD-00000445,150,42.82,6423.0,2025-05-07,2025-06-01,2025-06-11,COMPLETED,
PO-00004473,PO-00004473,SUP-00000048,PRD-00000432,150,44.7,6705.0,2024-08-26,2024-09-21,2024-09-24,COMPLETED,
PO-00004474,PO-00004474,SUP-00000004,PRD-00000243,20,16.56,331.2,2023-12-22,2024-01-07,2024-01-13,COMPLETED,
PO-00004475,PO-00004475,SUP-00000037,PRD-00000200,50,5.08,254.0,2023-08-21,2023-09-03,2023-09-04,COMPLETED,
PO-00004476,PO-00004476,SUP-00000092,PRD-00000199,25,15.28,382.0,2024-05-29,2024-06-22,2024-06-29,COMPLETED,
PO-00004477,PO-00004477,SUP-00000099,PRD-00000251,100,4.6,459.99999999999994,2024-10-28,2024-11-21,2024-11-17,COMPLETED,
PO-00004478,PO-00004478,SUP-00000009,PRD-00000339,25,28.18,704.5,2024-02-15,2024-03-13,2024-03-22,COMPLETED,
PO-00004479,PO-00004479,SUP-00000049,PRD-00000431,75,109.78,8233.5,2024-08-29,2024-09-28,2024-09-25,COMPLETED,
PO-00004480,PO-00004480,SUP-00000046,PRD-00000094,150,7.66,1149.0,2025-03-16,2025-04-14,2025-04-15,COMPLETED,
PO-00004481,PO-00004481,SUP-00000003,PRD-00000337,50,1.88,94.0,2025-02-06,2025-02-25,2025-03-06,COMPLETED,
PO-00004482,PO-00004482,SUP-00000091,PRD-00000171,75,4.49,336.75,2025-02-14,2025-02-22,2025-02-19,COMPLETED,
PO-00004483,PO-00004483,SUP-00000035,PRD-00000323,100,14.23,1423.0,2024-08-14,2024-08-27,,CANCELLED,
PO-00004484,PO-00004484,SUP-00000084,PRD-00000032,50,49.42,2471.0,2023-10-29,2023-11-06,2023-11-03,COMPLETED,
PO-00004485,PO-00004485,SUP-00000037,PRD-00000200,10,4.56,45.599999999999994,2024-10-16,2024-11-15,,PENDING,
PO-00004486,PO-00004486,SUP-00000053,PRD-00000415,75,19.09,1431.75,2024-11-25,2024-12-05,2024-12-11,COMPLETED,
PO-00004487,PO-00004487,SUP-00000023,PRD-00000392,200,50.59,10118.0,2025-05-17,2025-06-13,2025-06-21,COMPLETED,
PO-00004488,PO-00004488,SUP-00000009,PRD-00000187,200,50.91,10182.0,2023-12-15,2024-01-10,2024-01-17,COMPLETED,
PO-00004489,PO-00004489,SUP-00000011,PRD-00000226,200,32.11,6422.0,2024-06-07,2024-06-25,2024-06-21,COMPLETED,
PO-00004490,PO-00004490,SUP-00000004,PRD-00000243,25,17.86,446.5,2025-03-11,2025-03-30,2025-03-28,COMPLETED,
PO-00004491,PO-00004491,SUP-00000003,PRD-00000167,25,53.21,1330.25,2024-11-01,2024-11-08,2024-11-07,COMPLETED,
PO-00004492,PO-00004492,SUP-00000079,PRD-00000294,50,7.43,371.5,2023-10-16,2023-10-29,,CANCELLED,
PO-00004493,PO-00004493,SUP-00000097,PRD-00000201,200,8.22,1644.0000000000002,2024-09-03,2024-09-10,2024-09-12,COMPLETED,
PO-00004494,PO-00004494,SUP-00000002,PRD-00000223,20,74.69,1493.8,2024-11-05,2024-11-14,2024-11-11,COMPLETED,
PO-00004495,PO-00004495,SUP-00000049,PRD-00000270,25,7.41,185.25,2025-04-22,2025-05-10,2025-05-16,COMPLETED,
PO-00004496,PO-00004496,SUP-00000029,PRD-00000408,20,12.06,241.20000000000002,2025-05-13,2025-05-31,2025-05-31,COMPLETED,
PO-00004497,PO-00004497,SUP-00000069,PRD-00000080,100,5.72,572.0,2023-11-10,2023-12-09,2023-12-19,COMPLETED,
PO-00004498,PO-00004498,SUP-00000095,PRD-00000343,150,71.62,10743.0,2025-05-13,2025-05-24,2025-05-24,COMPLETED,
PO-00004499,PO-00004499,SUP-00000024,PRD-00000312,50,42.19,2109.5,2023-11-25,2023-12-19,,PENDING,
PO-00004500,PO-00004500,SUP-00000049,PRD-00000270,20,6.65,133.0,2024-01-15,2024-02-02,2024-02-10,COMPLETED,
PO-00004501,PO-00004501,SUP-00000088,PRD-00000154,25,21.05,526.25,2025-05-11,2025-05-27,,PENDING,
PO-00004502,PO-00004502,SUP-00000056,PRD-00000256,150,1.44,216.0,2024-07-03,2024-07-20,2024-07-19,COMPLETED,
