movement_id,product_id,warehouse_id,movement_date,movement_type,reference_type,reference_id,quantity_in,quantity_out,unit_cost,running_balance
15535,PRD-00000418,WH-003,2025-03-16,DELIVERY,DELIVERY_ORDER,DO-00008988,0,10,,-13
15536,PRD-00000357,WH-003,2023-08-29,DELIVERY,DELIVERY_ORDER,DO-00008989,0,5,,-5
15537,PRD-00000246,WH-001,2024-12-03,DELIVERY,DELIVERY_ORDER,DO-00008990,0,1,,293
15538,PRD-00000112,WH-003,2024-07-07,DELIVERY,DELIVERY_ORDER,DO-00008991,0,15,,132
15539,PRD-00000185,WH-002,2024-04-28,DELIVERY,DELIVERY_ORDER,DO-00008992,0,15,,-37
15540,PRD-00000430,WH-002,2024-07-18,DELIVERY,DELIVERY_ORDER,DO-00008993,0,2,,-8
15541,PRD-00000012,WH-003,2023-12-03,DELIVERY,DELIVERY_ORDER,DO-00008994,0,1,,-41
15542,PRD-00000304,WH-003,2024-01-31,DELIVERY,DELIVERY_ORDER,DO-00008995,0,1,,-73
15543,PRD-00000304,WH-003,2024-01-30,DELIVERY,DELIVERY_ORDER,DO-00008996,0,4,,-72
15544,PRD-00000350,WH-001,2024-05-14,DELIVERY,DELIVERY_ORDER,DO-00008997,0,1,,39
15545,PRD-00000284,WH-002,2024-01-08,DELIVERY,DELIVERY_ORDER,DO-00008998,0,50,,-28
15546,PRD-00000208,WH-001,2025-06-14,DELIVERY,DELIVERY_ORDER,DO-00008999,0,5,,-175
15547,PRD-00000080,WH-002,2024-02-07,DELIVERY,DELIVERY_ORDER,DO-00009000,0,25,,-42
15548,PRD-00000409,WH-002,2023-07-19,DELIVERY,DELIVERY_ORDER,DO-00009001,0,5,,-5
15549,PRD-00000091,WH-003,2023-09-13,DELIVERY,DELIVERY_ORDER,DO-00009002,0,20,,-10
15550,PRD-00000102,WH-003,2025-03-22,DELIVERY,DELIVERY_ORDER,DO-00009003,0,25,,-50
15551,PRD-00000066,WH-001,2024-01-03,DELIVERY,DELIVERY_ORDER,DO-00009004,0,1,,16
15552,PRD-00000160,WH-002,2023-10-31,DELIVERY,DELIVERY_ORDER,DO-00009005,0,25,,-27
15553,PRD-00000305,WH-001,2024-11-04,DELIVERY,DELIVERY_ORDER,DO-00009006,0,25,,171
15554,PRD-00000202,WH-003,2024-04-15,DELIVERY,DELIVERY_ORDER,DO-00009007,0,15,,-31
15555,PRD-00000145,WH-003,2023-12-20,DELIVERY,DELIVERY_ORDER,DO-00009008,0,2,,30
15556,PRD-00000446,WH-002,2025-01-11,DELIVERY,DELIVERY_ORDER,DO-00009009,0,6,,124
15557,PRD-00000446,WH-002,2025-01-09,DELIVERY,DELIVERY_ORDER,DO-00009010,0,9,,130
15558,PRD-00000376,WH-001,2024-04-07,DELIVERY,DELIVERY_ORDER,DO-00009011,0,1,,-23
15559,PRD-00000308,WH-002,2024-01-10,DELIVERY,DELIVERY_ORDER,DO-00009012,0,50,,-40
15560,PRD-00000095,WH-001,2023-12-26,DELIVERY,DELIVERY_ORDER,DO-00009013,0,1,,-86
15561,PRD-00000193,WH-003,2025-02-22,DELIVERY,DELIVERY_ORDER,DO-00009014,0,4,,-46
15562,PRD-00000193,WH-003,2025-02-20,DELIVERY,DELIVERY_ORDER,DO-00009015,0,11,,-42
15563,PRD-00000204,WH-003,2024-12-16,DELIVERY,DELIVERY_ORDER,DO-00009016,0,2,,-56
15564,PRD-00000496,WH-001,2025-03-28,DELIVERY,DELIVERY_ORDER,DO-00009017,0,2,,310
15565,PRD-00000075,WH-002,2025-02-19,DELIVERY,DELIVERY_ORDER,DO-00009018,0,15,,-85
15566,PRD-00000436,WH-001,2024-01-19,DELIVERY,DELIVERY_ORDER,DO-00009019,0,1,,35
15567,PRD-00000397,WH-002,2025-05-04,DELIVERY,DELIVERY_ORDER,DO-00009020,0,2,,92
15568,PRD-00000326,WH-001,2024-08-07,DELIVERY,DELIVERY_ORDER,DO-00009021,0,5,,-105
15569,PRD-00000326,WH-001,2024-08-08,DELIVERY,DELIVERY_ORDER,DO-00009022,0,10,,-115
15570,PRD-00000353,WH-002,2024-07-11,DELIVERY,DELIVERY_ORDER,DO-00009023,0,25,,178
15571,PRD-00000336,WH-002,2024-02-15,DELIVERY,DELIVERY_ORDER,DO-00009024,0,2,,-55
15572,PRD-00000019,WH-002,2024-07-05,DELIVERY,DELIVERY_ORDER,DO-00009025,0,1,,-5
15573,PRD-00000428,WH-001,2025-03-18,DELIVERY,DELIVERY_ORDER,DO-00009026,0,5,,-62
15574,PRD-00000428,WH-001,2025-03-18,DELIVERY,DELIVERY_ORDER,DO-00009027,0,20,,-82
15575,PRD-00000274,WH-003,2024-10-15,DELIVERY,DELIVERY_ORDER,DO-00009028,0,5,,-3
15576,PRD-00000014,WH-001,2023-08-14,DELIVERY,DELIVERY_ORDER,DO-00009029,0,21,,-50
15577,PRD-00000014,WH-001,2023-08-12,DELIVERY,DELIVERY_ORDER,DO-00009030,0,29,,-29
15578,PRD-00000394,WH-001,2025-03-07,DELIVERY,DELIVERY_ORDER,DO-00009031,0,25,,161
15579,PRD-00000490,WH-001,2024-03-25,DELIVERY,DELIVERY_ORDER,DO-00009032,0,25,,-20
15580,PRD-00000420,WH-001,2024-12-04,DELIVERY,DELIVERY_ORDER,DO-00009033,0,1,,208
15581,PRD-00000420,WH-001,2024-12-02,DELIVERY,DELIVERY_ORDER,DO-00009034,0,1,,209
15582,PRD-00000408,WH-002,2024-08-16,DELIVERY,DELIVERY_ORDER,DO-00009035,0,10,,218
15583,PRD-00000408,WH-002,2024-08-19,DELIVERY,DELIVERY_ORDER,DO-00009036,0,15,,203
15584,PRD-00000131,WH-003,2023-11-08,DELIVERY,DELIVERY_ORDER,DO-00009037,0,1,,87
15585,PRD-00000312,WH-003,2025-06-16,DELIVERY,DELIVERY_ORDER,DO-00009038,0,1,,-13
15586,PRD-00000110,WH-001,2024-08-17,DELIVERY,DELIVERY_ORDER,DO-00009039,0,15,,-24
15587,PRD-00000399,WH-002,2025-02-24,DELIVERY,DELIVERY_ORDER,DO-00009040,0,15,,63
15588,PRD-00000417,WH-003,2024-03-31,DELIVERY,DELIVERY_ORDER,DO-00009041,0,5,,44
15589,PRD-00000127,WH-002,2024-03-11,DELIVERY,DELIVERY_ORDER,DO-00009042,0,15,,61
15590,PRD-00000125,WH-001,2024-02-25,DELIVERY,DELIVERY_ORDER,DO-00009043,0,15,,-9
15591,PRD-00000341,WH-003,2024-01-10,DELIVERY,DELIVERY_ORDER,DO-00009044,0,10,,220
15592,PRD-00000081,WH-002,2024-05-23,DELIVERY,DELIVERY_ORDER,DO-00009045,0,7,,182
15593,PRD-00000081,WH-002,2024-05-22,DELIVERY,DELIVERY_ORDER,DO-00009046,0,8,,189
15594,PRD-00000201,WH-003,2024-07-24,DELIVERY,DELIVERY_ORDER,DO-00009047,0,20,,1
15595,PRD-00000229,WH-001,2023-12-04,DELIVERY,DELIVERY_ORDER,DO-00009048,0,5,,-25
15596,PRD-00000229,WH-001,2023-12-03,DELIVERY,DELIVERY_ORDER,DO-00009049,0,15,,-20
15597,PRD-00000458,WH-001,2024-08-28,DELIVERY,DELIVERY_ORDER,DO-00009050,0,1,,204
15598,PRD-00000493,WH-001,2023-10-28,DELIVERY,DELIVERY_ORDER,DO-00009051,0,3,,30
15599,PRD-00000493,WH-001,2023-10-25,DELIVERY,DELIVERY_ORDER,DO-00009052,0,17,,33
15600,PRD-00000227,WH-003,2023-12-25,DELIVERY,DELIVERY_ORDER,DO-00009053,0,25,,-22
15601,PRD-00000300,WH-002,2024-05-13,DELIVERY,DELIVERY_ORDER,DO-00009054,0,10,,-142
15602,PRD-00000480,WH-002,2024-10-02,DELIVERY,DELIVERY_ORDER,DO-00009055,0,50,,-139
15603,PRD-00000366,WH-003,2023-10-12,DELIVERY,DELIVERY_ORDER,DO-00009056,0,1,,-1
15604,PRD-00000406,WH-003,2023-07-20,DELIVERY,DELIVERY_ORDER,DO-00009057,0,1,,-1
15605,PRD-00000157,WH-003,2025-06-13,DELIVERY,DELIVERY_ORDER,DO-00009058,0,1,,-104
15606,PRD-00000204,WH-003,2024-12-09,DELIVERY,DELIVERY_ORDER,DO-00009059,0,9,,-43
15607,PRD-00000204,WH-003,2024-12-11,DELIVERY,DELIVERY_ORDER,DO-00009060,0,11,,-54
15608,PRD-00000422,WH-001,2025-03-22,DELIVERY,DELIVERY_ORDER,DO-00009061,0,1,,95
15609,PRD-00000010,WH-001,2024-02-15,DELIVERY,DELIVERY_ORDER,DO-00009062,0,10,,194
15610,PRD-00000258,WH-001,2024-04-16,DELIVERY,DELIVERY_ORDER,DO-00009063,0,15,,-67
15611,PRD-00000263,WH-002,2023-09-28,DELIVERY,DELIVERY_ORDER,DO-00009064,0,3,,-20
15612,PRD-00000263,WH-002,2023-09-26,DELIVERY,DELIVERY_ORDER,DO-00009065,0,12,,-12
15613,PRD-00000124,WH-003,2024-01-15,DELIVERY,DELIVERY_ORDER,DO-00009066,0,15,,85
15614,PRD-00000280,WH-001,2024-07-14,DELIVERY,DELIVERY_ORDER,DO-00009067,0,15,,-30
15615,PRD-00000305,WH-001,2024-07-20,DELIVERY,DELIVERY_ORDER,DO-00009068,0,50,,216
15616,PRD-00000300,WH-001,2024-08-31,DELIVERY,DELIVERY_ORDER,DO-00009069,0,1,,-67
15617,PRD-00000195,WH-002,2023-09-05,DELIVERY,DELIVERY_ORDER,DO-00009070,0,4,,146
15618,PRD-00000195,WH-002,2023-09-05,DELIVERY,DELIVERY_ORDER,DO-00009071,0,21,,125
15619,PRD-00000401,WH-003,2023-07-13,DELIVERY,DELIVERY_ORDER,DO-00009072,0,2,,-2
15620,PRD-00000401,WH-003,2023-07-13,DELIVERY,DELIVERY_ORDER,DO-00009073,0,3,,-5
15621,PRD-00000482,WH-002,2025-02-03,DELIVERY,DELIVERY_ORDER,DO-00009074,0,25,,164
15622,PRD-00000480,WH-003,2025-01-14,DELIVERY,DELIVERY_ORDER,DO-00009075,0,1,,-12
15623,PRD-00000245,WH-003,2024-09-07,DELIVERY,DELIVERY_ORDER,DO-00009076,0,50,,-30
15624,PRD-00000295,WH-002,2024-08-02,DELIVERY,DELIVERY_ORDER,DO-00009077,0,20,,-73
15625,PRD-00000426,WH-003,2025-06-04,DELIVERY,DELIVERY_ORDER,DO-00009078,0,1,,-66
15626,PRD-00000453,WH-002,2024-10-29,DELIVERY,DELIVERY_ORDER,DO-00009079,0,2,,30
15627,PRD-00000133,WH-003,2024-09-23,DELIVERY,DELIVERY_ORDER,DO-00009080,0,1,,137
15628,PRD-00000133,WH-003,2024-09-23,DELIVERY,DELIVERY_ORDER,DO-00009081,0,4,,133
15629,PRD-00000423,WH-001,2023-12-16,DELIVERY,DELIVERY_ORDER,DO-00009082,0,5,,-16
15630,PRD-00000423,WH-001,2023-12-15,DELIVERY,DELIVERY_ORDER,DO-00009083,0,15,,-11
15631,PRD-00000171,WH-003,2023-10-17,DELIVERY,DELIVERY_ORDER,DO-00009084,0,15,,-15
15632,PRD-00000081,WH-003,2024-01-07,DELIVERY,DELIVERY_ORDER,DO-00009085,0,6,,-100
15633,PRD-00000081,WH-003,2024-01-06,DELIVERY,DELIVERY_ORDER,DO-00009086,0,44,,-94
15634,PRD-00000096,WH-003,2024-01-06,DELIVERY,DELIVERY_ORDER,DO-00009087,0,1,,89
15635,PRD-00000085,WH-001,2025-06-28,DELIVERY,DELIVERY_ORDER,DO-00009088,0,15,,41
15636,PRD-00000027,WH-003,2024-11-08,DELIVERY,DELIVERY_ORDER,DO-00009089,0,5,,3
15637,PRD-00000027,WH-003,2024-11-11,DELIVERY,DELIVERY_ORDER,DO-00009090,0,5,,-2
15638,PRD-00000246,WH-001,2025-06-15,DELIVERY,DELIVERY_ORDER,DO-00009091,0,15,,328
15639,PRD-00000151,WH-003,2025-01-18,DELIVERY,DELIVERY_ORDER,DO-00009092,0,20,,163
15640,PRD-00000494,WH-001,2024-03-11,DELIVERY,DELIVERY_ORDER,DO-00009093,0,1,,159
15641,PRD-00000218,WH-001,2025-03-09,DELIVERY,DELIVERY_ORDER,DO-00009094,0,5,,139
15642,PRD-00000362,WH-001,2024-04-02,DELIVERY,DELIVERY_ORDER,DO-00009095,0,15,,218
15643,PRD-00000423,WH-003,2024-02-21,DELIVERY,DELIVERY_ORDER,DO-00009096,0,5,,125
15644,PRD-00000251,WH-001,2025-04-25,DELIVERY,DELIVERY_ORDER,DO-00009097,0,20,,299
15645,PRD-00000273,WH-001,2024-07-07,DELIVERY,DELIVERY_ORDER,DO-00009098,0,10,,253
15646,PRD-00000435,WH-002,2025-01-23,DELIVERY,DELIVERY_ORDER,DO-00009099,0,16,,-75
15647,PRD-00000435,WH-002,2025-01-23,DELIVERY,DELIVERY_ORDER,DO-00009100,0,34,,-109
15648,PRD-00000338,WH-002,2024-08-26,DELIVERY,DELIVERY_ORDER,DO-00009101,0,50,,96
15649,PRD-00000099,WH-003,2025-02-25,DELIVERY,DELIVERY_ORDER,DO-00009102,0,20,,279
15650,PRD-00000095,WH-003,2025-02-25,DELIVERY,DELIVERY_ORDER,DO-00009103,0,1,,514
15651,PRD-00000095,WH-003,2025-02-22,DELIVERY,DELIVERY_ORDER,DO-00009104,0,1,,515
15652,PRD-00000168,WH-002,2025-01-24,DELIVERY,DELIVERY_ORDER,DO-00009105,0,25,,121
15653,PRD-00000060,WH-001,2024-06-03,DELIVERY,DELIVERY_ORDER,DO-00009106,0,20,,-53
15654,PRD-00000402,WH-003,2024-06-19,DELIVERY,DELIVERY_ORDER,DO-00009107,0,15,,-82
15655,PRD-00000145,WH-002,2023-07-31,DELIVERY,DELIVERY_ORDER,DO-00009108,0,10,,-15
15656,PRD-00000145,WH-002,2023-07-29,DELIVERY,DELIVERY_ORDER,DO-00009109,0,15,,-5
15657,PRD-00000301,WH-002,2024-10-18,DELIVERY,DELIVERY_ORDER,DO-00009110,0,50,,400
15658,PRD-00000419,WH-003,2025-05-27,DELIVERY,DELIVERY_ORDER,DO-00009111,0,9,,69
15659,PRD-00000419,WH-003,2025-05-24,DELIVERY,DELIVERY_ORDER,DO-00009112,0,11,,78
15660,PRD-00000180,WH-002,2024-05-06,DELIVERY,DELIVERY_ORDER,DO-00009113,0,2,,2
15661,PRD-00000412,WH-003,2025-01-17,DELIVERY,DELIVERY_ORDER,DO-00009114,0,2,,25
15662,PRD-00000412,WH-003,2025-01-10,DELIVERY,DELIVERY_ORDER,DO-00009115,0,3,,27
15663,PRD-00000327,WH-003,2025-01-22,DELIVERY,DELIVERY_ORDER,DO-00009116,0,1,,285
15664,PRD-00000037,WH-002,2024-07-23,DELIVERY,DELIVERY_ORDER,DO-00009117,0,1,,29
15665,PRD-00000037,WH-002,2024-07-23,DELIVERY,DELIVERY_ORDER,DO-00009118,0,14,,15
15666,PRD-00000427,WH-001,2024-01-25,DELIVERY,DELIVERY_ORDER,DO-00009119,0,5,,43
15667,PRD-00000390,WH-002,2023-09-10,DELIVERY,DELIVERY_ORDER,DO-00009120,0,10,,-50
15668,PRD-00000063,WH-002,2024-07-08,DELIVERY,DELIVERY_ORDER,DO-00009121,0,1,,137
15669,PRD-00000497,WH-002,2024-05-27,DELIVERY,DELIVERY_ORDER,DO-00009122,0,15,,37
15670,PRD-00000014,WH-003,2025-03-25,DELIVERY,DELIVERY_ORDER,DO-00009123,0,5,,39
15671,PRD-00000486,WH-002,2025-01-25,DELIVERY,DELIVERY_ORDER,DO-00009124,0,25,,7
15672,PRD-00000220,WH-001,2024-06-12,DELIVERY,DELIVERY_ORDER,DO-00009125,0,2,,111
15673,PRD-00000043,WH-003,2023-11-23,DELIVERY,DELIVERY_ORDER,DO-00009126,0,10,,331
15674,PRD-00000161,WH-002,2023-12-09,DELIVERY,DELIVERY_ORDER,DO-00009127,0,50,,-50
15675,PRD-00000259,WH-003,2023-12-20,DELIVERY,DELIVERY_ORDER,DO-00009128,0,50,,-39
15676,PRD-00000131,WH-003,2023-09-15,DELIVERY,DELIVERY_ORDER,DO-00009129,0,2,,98
15677,PRD-00000185,WH-001,2024-04-08,DELIVERY,DELIVERY_ORDER,DO-00009130,0,5,,73
15678,PRD-00000085,WH-001,2023-10-04,DELIVERY,DELIVERY_ORDER,DO-00009131,0,1,,-61
15679,PRD-00000233,WH-003,2023-11-30,DELIVERY,DELIVERY_ORDER,DO-00009132,0,50,,150
15680,PRD-00000458,WH-002,2025-05-02,DELIVERY,DELIVERY_ORDER,DO-00009133,0,1,,488
15681,PRD-00000049,WH-001,2023-10-23,DELIVERY,DELIVERY_ORDER,DO-00009134,0,1,,-1
15682,PRD-00000058,WH-001,2024-09-10,DELIVERY,DELIVERY_ORDER,DO-00009135,0,1,,-1
15683,PRD-00000125,WH-003,2025-02-13,DELIVERY,DELIVERY_ORDER,DO-00009136,0,5,,-87
15684,PRD-00000125,WH-003,2025-02-14,DELIVERY,DELIVERY_ORDER,DO-00009137,0,15,,-102
15685,PRD-00000044,WH-001,2023-07-14,DELIVERY,DELIVERY_ORDER,DO-00009138,0,10,,-10
15686,PRD-00000016,WH-002,2023-12-21,DELIVERY,DELIVERY_ORDER,DO-00009139,0,25,,14
15687,PRD-00000255,WH-001,2025-01-31,DELIVERY,DELIVERY_ORDER,DO-00009140,0,1,,135
15688,PRD-00000247,WH-003,2023-11-03,DELIVERY,DELIVERY_ORDER,DO-00009141,0,25,,37
15689,PRD-00000185,WH-003,2024-12-17,DELIVERY,DELIVERY_ORDER,DO-00009142,0,2,,-122
15690,PRD-00000145,WH-003,2024-07-27,DELIVERY,DELIVERY_ORDER,DO-00009143,0,50,,-60
15691,PRD-00000361,WH-002,2025-02-16,DELIVERY,DELIVERY_ORDER,DO-00009144,0,1,,-47
15692,PRD-00000347,WH-003,2023-12-22,DELIVERY,DELIVERY_ORDER,DO-00009145,0,1,,-1
15693,PRD-00000180,WH-002,2024-03-20,DELIVERY,DELIVERY_ORDER,DO-00009146,0,2,,4
15694,PRD-00000180,WH-002,2024-03-17,DELIVERY,DELIVERY_ORDER,DO-00009147,0,3,,6
15695,PRD-00000153,WH-003,2024-04-15,DELIVERY,DELIVERY_ORDER,DO-00009148,0,2,,-32
15696,PRD-00000377,WH-003,2024-05-26,DELIVERY,DELIVERY_ORDER,DO-00009149,0,1,,42
15697,PRD-00000464,WH-001,2024-07-15,DELIVERY,DELIVERY_ORDER,DO-00009150,0,1,,70
15698,PRD-00000464,WH-001,2024-07-14,DELIVERY,DELIVERY_ORDER,DO-00009151,0,1,,71
15699,PRD-00000445,WH-003,2024-04-04,DELIVERY,DELIVERY_ORDER,DO-00009152,0,25,,-51
15700,PRD-00000238,WH-001,2025-04-25,DELIVERY,DELIVERY_ORDER,DO-00009153,0,20,,117
15701,PRD-00000040,WH-001,2023-07-21,DELIVERY,DELIVERY_ORDER,DO-00009154,0,15,,-15
15702,PRD-00000254,WH-002,2024-04-09,DELIVERY,DELIVERY_ORDER,DO-00009155,0,20,,201
15703,PRD-00000327,WH-003,2025-02-01,DELIVERY,DELIVERY_ORDER,DO-00009156,0,2,,282
15704,PRD-00000327,WH-003,2025-02-01,DELIVERY,DELIVERY_ORDER,DO-00009157,0,23,,259
15705,PRD-00000033,WH-002,2025-03-14,DELIVERY,DELIVERY_ORDER,DO-00009158,0,20,,165
15706,PRD-00000157,WH-003,2025-02-27,DELIVERY,DELIVERY_ORDER,DO-00009159,0,2,,-103
15707,PRD-00000078,WH-002,2024-12-21,DELIVERY,DELIVERY_ORDER,DO-00009160,0,25,,-167
15708,PRD-00000324,WH-003,2024-08-28,DELIVERY,DELIVERY_ORDER,DO-00009161,0,20,,53
15709,PRD-00000047,WH-003,2024-08-14,DELIVERY,DELIVERY_ORDER,DO-00009162,0,50,,30
15710,PRD-00000045,WH-002,2024-06-24,DELIVERY,DELIVERY_ORDER,DO-00009163,0,1,,79
15711,PRD-00000306,WH-001,2023-07-06,DELIVERY,DELIVERY_ORDER,DO-00009164,0,2,,-10
15712,PRD-00000306,WH-001,2023-07-03,DELIVERY,DELIVERY_ORDER,DO-00009165,0,8,,-8
15713,PRD-00000310,WH-002,2024-12-11,DELIVERY,DELIVERY_ORDER,DO-00009166,0,15,,-192
15714,PRD-00000433,WH-001,2023-07-27,DELIVERY,DELIVERY_ORDER,DO-00009167,0,10,,-10
15715,PRD-00000222,WH-002,2024-11-19,DELIVERY,DELIVERY_ORDER,DO-00009168,0,2,,-129
15716,PRD-00000120,WH-002,2024-01-16,DELIVERY,DELIVERY_ORDER,DO-00009169,0,20,,16
15717,PRD-00000388,WH-001,2023-07-13,DELIVERY,DELIVERY_ORDER,DO-00009170,0,2,,-2
15718,PRD-00000003,WH-001,2025-07-05,DELIVERY,DELIVERY_ORDER,DO-00009171,0,50,,254
15719,PRD-00000478,WH-002,2024-11-14,DELIVERY,DELIVERY_ORDER,DO-00009172,0,1,,-118
15720,PRD-00000478,WH-002,2024-11-12,DELIVERY,DELIVERY_ORDER,DO-00009173,0,1,,-117
15721,PRD-00000358,WH-003,2024-12-13,DELIVERY,DELIVERY_ORDER,DO-00009174,0,2,,428
15722,PRD-00000331,WH-003,2024-07-07,DELIVERY,DELIVERY_ORDER,DO-00009175,0,15,,-2
15723,PRD-00000315,WH-001,2024-08-19,DELIVERY,DELIVERY_ORDER,DO-00009176,0,50,,-90
15724,PRD-00000076,WH-002,2023-09-06,DELIVERY,DELIVERY_ORDER,DO-00009177,0,8,,40
15725,PRD-00000076,WH-002,2023-09-08,DELIVERY,DELIVERY_ORDER,DO-00009178,0,17,,23
15726,PRD-00000469,WH-002,2023-10-02,DELIVERY,DELIVERY_ORDER,DO-00009179,0,20,,-38
15727,PRD-00000085,WH-001,2024-09-20,DELIVERY,DELIVERY_ORDER,DO-00009180,0,50,,-63
15728,PRD-00000073,WH-003,2023-10-05,DELIVERY,DELIVERY_ORDER,DO-00009181,0,25,,-45
15729,PRD-00000352,WH-001,2024-07-21,DELIVERY,DELIVERY_ORDER,DO-00009182,0,1,,149
15730,PRD-00000432,WH-002,2024-05-31,DELIVERY,DELIVERY_ORDER,DO-00009183,0,9,,79
15731,PRD-00000432,WH-002,2024-05-27,DELIVERY,DELIVERY_ORDER,DO-00009184,0,41,,88
15732,PRD-00000438,WH-001,2024-01-18,DELIVERY,DELIVERY_ORDER,DO-00009185,0,15,,179
15733,PRD-00000085,WH-001,2025-05-02,DELIVERY,DELIVERY_ORDER,DO-00009186,0,10,,67
15734,PRD-00000085,WH-001,2025-05-02,DELIVERY,DELIVERY_ORDER,DO-00009187,0,10,,57
15735,PRD-00000247,WH-002,2023-12-21,DELIVERY,DELIVERY_ORDER,DO-00009188,0,2,,13
15736,PRD-00000417,WH-001,2023-10-07,DELIVERY,DELIVERY_ORDER,DO-00009189,0,25,,-100
15737,PRD-00000191,WH-003,2023-12-31,DELIVERY,DELIVERY_ORDER,DO-00009190,0,20,,125
15738,PRD-00000226,WH-001,2024-08-04,DELIVERY,DELIVERY_ORDER,DO-00009191,0,5,,-44
15739,PRD-00000436,WH-002,2024-12-01,DELIVERY,DELIVERY_ORDER,DO-00009192,0,1,,-8
15740,PRD-00000021,WH-001,2025-01-13,DELIVERY,DELIVERY_ORDER,DO-00009193,0,1,,186
15741,PRD-00000021,WH-001,2025-01-12,DELIVERY,DELIVERY_ORDER,DO-00009194,0,14,,187
15742,PRD-00000122,WH-003,2024-04-16,DELIVERY,DELIVERY_ORDER,DO-00009195,0,2,,-17
15743,PRD-00000122,WH-003,2024-04-24,DELIVERY,DELIVERY_ORDER,DO-00009196,0,3,,-20
15744,PRD-00000348,WH-001,2024-11-04,DELIVERY,DELIVERY_ORDER,DO-00009197,0,2,,-41
15745,PRD-00000303,WH-001,2024-06-10,DELIVERY,DELIVERY_ORDER,DO-00009198,0,10,,40
15746,PRD-00000364,WH-001,2024-12-04,DELIVERY,DELIVERY_ORDER,DO-00009199,0,50,,18
15747,PRD-00000162,WH-003,2024-08-28,DELIVERY,DELIVERY_ORDER,DO-00009200,0,50,,68
15748,PRD-00000399,WH-001,2024-08-31,DELIVERY,DELIVERY_ORDER,DO-00009201,0,10,,125
15749,PRD-00000399,WH-001,2024-08-31,DELIVERY,DELIVERY_ORDER,DO-00009202,0,10,,115
15750,PRD-00000040,WH-001,2025-07-06,DELIVERY,DELIVERY_ORDER,DO-00009203,0,20,,147
15751,PRD-00000395,WH-002,2025-05-08,DELIVERY,DELIVERY_ORDER,DO-00009204,0,5,,251
15752,PRD-00000270,WH-002,2025-04-13,DELIVERY,DELIVERY_ORDER,DO-00009205,0,10,,52
15753,PRD-00000095,WH-003,2024-06-03,DELIVERY,DELIVERY_ORDER,DO-00009206,0,1,,437
15754,PRD-00000122,WH-002,2024-08-06,DELIVERY,DELIVERY_ORDER,DO-00009207,0,50,,7
15755,PRD-00000095,WH-001,2023-09-22,DELIVERY,DELIVERY_ORDER,DO-00009208,0,15,,-15
15756,PRD-00000149,WH-003,2024-01-22,DELIVERY,DELIVERY_ORDER,DO-00009209,0,10,,15
15757,PRD-00000070,WH-003,2025-03-10,DELIVERY,DELIVERY_ORDER,DO-00009210,0,10,,77
15758,PRD-00000456,WH-003,2023-10-15,DELIVERY,DELIVERY_ORDER,DO-00009211,0,5,,179
15759,PRD-00000213,WH-001,2025-04-27,DELIVERY,DELIVERY_ORDER,DO-00009212,0,50,,483
15760,PRD-00000106,WH-002,2025-01-04,DELIVERY,DELIVERY_ORDER,DO-00009213,0,50,,-56
15761,PRD-00000486,WH-002,2024-10-11,DELIVERY,DELIVERY_ORDER,DO-00009214,0,4,,22
15762,PRD-00000486,WH-002,2024-10-10,DELIVERY,DELIVERY_ORDER,DO-00009215,0,16,,26
15763,PRD-00000178,WH-001,2024-03-11,DELIVERY,DELIVERY_ORDER,DO-00009216,0,50,,119
15764,PRD-00000237,WH-001,2023-09-05,DELIVERY,DELIVERY_ORDER,DO-00009217,0,4,,119
15765,PRD-00000237,WH-001,2023-09-11,DELIVERY,DELIVERY_ORDER,DO-00009218,0,6,,113
15766,PRD-00000275,WH-003,2024-01-27,DELIVERY,DELIVERY_ORDER,DO-00009219,0,20,,23
15767,PRD-00000155,WH-001,2024-07-26,DELIVERY,DELIVERY_ORDER,DO-00009220,0,10,,102
15768,PRD-00000251,WH-002,2024-04-23,DELIVERY,DELIVERY_ORDER,DO-00009221,0,50,,-88
15769,PRD-00000462,WH-001,2024-07-09,DELIVERY,DELIVERY_ORDER,DO-00009222,0,2,,74
15770,PRD-00000289,WH-003,2024-09-22,DELIVERY,DELIVERY_ORDER,DO-00009223,0,10,,274
15771,PRD-00000244,WH-002,2024-04-07,DELIVERY,DELIVERY_ORDER,DO-00009224,0,15,,-65
15772,PRD-00000367,WH-002,2024-01-25,DELIVERY,DELIVERY_ORDER,DO-00009225,0,25,,-80
15773,PRD-00000375,WH-002,2025-04-04,DELIVERY,DELIVERY_ORDER,DO-00009226,0,25,,159
15774,PRD-00000449,WH-002,2024-06-15,DELIVERY,DELIVERY_ORDER,DO-00009227,0,1,,380
15775,PRD-00000079,WH-003,2025-02-13,DELIVERY,DELIVERY_ORDER,DO-00009228,0,2,,194
15776,PRD-00000079,WH-003,2025-02-12,DELIVERY,DELIVERY_ORDER,DO-00009229,0,3,,196
15777,PRD-00000307,WH-002,2023-08-22,DELIVERY,DELIVERY_ORDER,DO-00009230,0,20,,-20
15778,PRD-00000062,WH-003,2025-02-12,DELIVERY,DELIVERY_ORDER,DO-00009231,0,5,,203
15779,PRD-00000168,WH-001,2024-06-23,DELIVERY,DELIVERY_ORDER,DO-00009232,0,2,,115
15780,PRD-00000485,WH-002,2025-07-08,DELIVERY,DELIVERY_ORDER,DO-00009233,0,1,,298
