invoice_id,invoice_number,so_id,invoice_date,due_date,total_amount,amount_paid,status,payment_terms_days
INV-00009089,INV-00009089,SO-00009585,2025-06-16,2025-07-31,1429.5,1429.5,PAID,45
INV-00009090,INV-00009090,SO-00009586,2024-09-16,2024-10-16,1056.35,0.0,OPEN,30
INV-00009091,INV-00009091,SO-00009587,2023-12-31,2024-02-29,177.82,177.82,PAID,60
INV-00009092,INV-00009092,SO-00009588,2025-01-19,2025-02-03,1131.39,0.0,OPEN,15
INV-00009093,INV-00009093,SO-00009589,2023-10-14,2023-11-28,64.2,64.2,PAID,45
INV-00009094,INV-00009094,SO-00009590,2024-11-12,2024-12-27,310.76,0.0,OPEN,45
INV-00009095,INV-00009095,SO-00009591,2023-09-18,2023-10-03,1340.5,0.0,OPEN,15
INV-00009096,INV-00009096,SO-00009592,2023-09-08,2023-11-07,774.72,0.0,OPEN,60
INV-00009097,INV-00009097,SO-00009593,2025-01-30,2025-02-14,24.13,0.0,OVERDUE,15
INV-00009098,INV-00009098,SO-00009594,2025-06-07,2025-07-22,4133.67,0.0,OVERDUE,45
INV-00009099,INV-00009099,SO-00009595,2024-11-10,2025-01-09,22.44,0.0,OPEN,60
INV-00009100,INV-00009100,SO-00009596,2024-10-31,2024-11-30,7.72,0.0,OVERDUE,30
INV-00009101,INV-00009101,SO-00009597,2025-01-05,2025-02-04,342.3,235.91,PARTIAL,30
INV-00009102,INV-00009102,SO-00009598,2025-04-23,2025-06-07,11.46,0.0,OPEN,45
INV-00009103,INV-00009103,SO-00009599,2023-12-04,2024-02-02,54.56,0.0,OPEN,60
INV-00009104,INV-00009104,SO-00009600,2023-09-10,2023-10-10,3803.28,0.0,OPEN,30
INV-00009105,INV-00009105,SO-00009601,2025-06-16,2025-07-01,258.06,0.0,OPEN,15
INV-00009106,INV-00009106,SO-00009602,2025-03-31,2025-04-15,694.3,0.0,OPEN,15
INV-00009107,INV-00009107,SO-00009603,2024-01-23,2024-02-07,830.4,830.4,PAID,15
INV-00009108,INV-00009108,SO-00009604,2025-06-15,2025-06-30,6.15,4.1,PARTIAL,15
INV-00009109,INV-00009109,SO-00009605,2024-06-05,2024-06-20,4520.49,2022.02,PARTIAL,15
INV-00009110,INV-00009110,SO-00009606,2023-12-24,2024-02-07,100.9,100.9,PAID,45
INV-00009111,INV-00009111,SO-00009607,2023-07-13,2023-08-12,196.11,0.0,OPEN,30
INV-00009112,INV-00009112,SO-00009609,2024-06-04,2024-06-19,530.0,530.0,PAID,15
INV-00009113,INV-00009113,SO-00009610,2024-03-19,2024-05-03,341.55,0.0,OPEN,45
INV-00009114,INV-00009114,SO-00009611,2024-05-10,2024-07-09,1536.6,0.0,OVERDUE,60
INV-00009115,INV-00009115,SO-00009612,2024-12-13,2025-02-11,140.42,0.0,OPEN,60
INV-00009116,INV-00009116,SO-00009613,2024-04-06,2024-04-21,295.8,0.0,OPEN,15
INV-00009117,INV-00009117,SO-00009614,2024-02-23,2024-04-08,1621.82,1621.82,PAID,45
INV-00009118,INV-00009118,SO-00009615,2025-03-22,2025-05-06,18.66,0.0,OPEN,45
INV-00009119,INV-00009119,SO-00009617,2023-09-12,2023-10-27,1851.0,0.0,OPEN,45
INV-00009120,INV-00009120,SO-00009618,2023-09-02,2023-10-17,362.1,116.93,PARTIAL,45
INV-00009121,INV-00009121,SO-00009619,2024-03-30,2024-04-29,96.35,0.0,OPEN,30
INV-00009122,INV-00009122,SO-00009620,2025-02-08,2025-04-09,368.23,368.23,PAID,60
INV-00009123,INV-00009123,SO-00009621,2024-11-21,2024-12-06,358.3,224.08,PARTIAL,15
INV-00009124,INV-00009124,SO-00009622,2024-11-05,2024-11-20,218.7,0.0,OPEN,15
INV-00009125,INV-00009125,SO-00009623,2024-02-12,2024-02-27,972.5,972.5,PAID,15
INV-00009126,INV-00009126,SO-00009624,2025-04-17,2025-05-02,25.77,0.0,OVERDUE,15
INV-00009127,INV-00009127,SO-00009625,2024-09-15,2024-09-30,79.1,0.0,OPEN,15
INV-00009128,INV-00009128,SO-00009626,2023-07-26,2023-08-10,514.82,0.0,OPEN,15
INV-00009129,INV-00009129,SO-00009627,2024-10-08,2024-12-07,430.81,0.0,OPEN,60
INV-00009130,INV-00009130,SO-00009628,2023-08-25,2023-09-24,486.5,246.73,PARTIAL,30
INV-00009131,INV-00009131,SO-00009629,2025-04-01,2025-05-16,5.9,0.0,OPEN,45
INV-00009132,INV-00009132,SO-00009630,2023-11-07,2024-01-06,188.25,0.0,OPEN,60
INV-00009133,INV-00009133,SO-00009631,2025-05-30,2025-07-29,229.2,0.0,OPEN,60
INV-00009134,INV-00009134,SO-00009632,2023-10-02,2023-12-01,180.2,180.2,PAID,60
INV-00009135,INV-00009135,SO-00009633,2023-10-21,2023-11-05,51.25,51.25,PAID,15
INV-00009136,INV-00009136,SO-00009634,2025-03-15,2025-04-29,27.9,0.0,OPEN,45
INV-00009137,INV-00009137,SO-00009635,2024-04-03,2024-04-18,171.19,0.0,OPEN,15
INV-00009138,INV-00009138,SO-00009636,2023-09-07,2023-10-07,137.16,137.16,PAID,30
INV-00009139,INV-00009139,SO-00009637,2024-09-05,2024-11-04,1051.64,326.5,PARTIAL,60
INV-00009140,INV-00009140,SO-00009638,2024-04-05,2024-06-04,222.0,222.0,PAID,60
INV-00009141,INV-00009141,SO-00009639,2024-03-27,2024-05-11,24.99,0.0,OPEN,45
INV-00009142,INV-00009142,SO-00009640,2023-09-01,2023-10-31,303.2,0.0,OPEN,60
INV-00009143,INV-00009143,SO-00009641,2023-08-24,2023-09-23,312.15,312.15,PAID,30
INV-00009144,INV-00009144,SO-00009642,2023-09-23,2023-10-08,77.77,0.0,OPEN,15
INV-00009145,INV-00009145,SO-00009643,2023-07-09,2023-07-24,425.25,0.0,OPEN,15
INV-00009146,INV-00009146,SO-00009644,2024-10-19,2024-12-03,195.4,0.0,OVERDUE,45
INV-00009147,INV-00009147,SO-00009645,2024-01-10,2024-02-09,389.7,0.0,OPEN,30
INV-00009148,INV-00009148,SO-00009646,2024-02-25,2024-04-25,128.4,0.0,OPEN,60
INV-00009149,INV-00009149,SO-00009647,2024-10-02,2024-11-16,81.41,81.41,PAID,45
INV-00009150,INV-00009150,SO-00009648,2025-05-22,2025-06-06,96.25,96.25,PAID,15
INV-00009151,INV-00009151,SO-00009649,2025-01-20,2025-03-21,1350.9,0.0,OPEN,60
INV-00009152,INV-00009152,SO-00009650,2024-04-05,2024-04-20,17.68,0.0,OVERDUE,15
INV-00009153,INV-00009153,SO-00009651,2025-06-16,2025-07-31,466.5,466.5,PAID,45
INV-00009154,INV-00009154,SO-00009652,2025-04-25,2025-05-25,49.08,16.6,PARTIAL,30
INV-00009155,INV-00009155,SO-00009654,2024-01-01,2024-01-16,3.85,0.0,OPEN,15
INV-00009156,INV-00009156,SO-00009655,2024-11-26,2024-12-26,29.94,29.94,PAID,30
INV-00009157,INV-00009157,SO-00009656,2023-08-15,2023-09-29,870.39,0.0,OPEN,45
INV-00009158,INV-00009158,SO-00009657,2025-03-03,2025-04-17,115.0,0.0,OPEN,45
INV-00009159,INV-00009159,SO-00009658,2025-04-18,2025-06-17,981.5,0.0,OPEN,60
INV-00009160,INV-00009160,SO-00009659,2023-08-07,2023-10-06,48.17,0.0,OPEN,60
INV-00009161,INV-00009161,SO-00009660,2023-08-07,2023-10-06,27.8,19.25,PARTIAL,60
INV-00009162,INV-00009162,SO-00009661,2024-08-18,2024-10-02,1385.0,0.0,OPEN,45
INV-00009163,INV-00009163,SO-00009662,2024-07-05,2024-08-04,744.6,744.6,PAID,30
INV-00009164,INV-00009164,SO-00009663,2024-07-24,2024-09-07,93.5,93.5,PAID,45
INV-00009165,INV-00009165,SO-00009664,2023-11-23,2023-12-08,435.0,239.7,PARTIAL,15
INV-00009166,INV-00009166,SO-00009665,2024-03-18,2024-05-17,64.66,29.95,PARTIAL,60
INV-00009167,INV-00009167,SO-00009667,2024-05-14,2024-05-29,493.25,0.0,OPEN,15
INV-00009168,INV-00009168,SO-00009668,2025-01-12,2025-01-27,292.8,90.77,PARTIAL,15
INV-00009169,INV-00009169,SO-00009669,2024-04-27,2024-05-27,158.1,82.58,PARTIAL,30
INV-00009170,INV-00009170,SO-00009671,2024-08-13,2024-10-12,236.4,236.4,PAID,60
INV-00009171,INV-00009171,SO-00009672,2025-01-23,2025-03-24,141.66,0.0,OPEN,60
INV-00009172,INV-00009172,SO-00009673,2025-04-14,2025-05-14,32.42,0.0,OVERDUE,30
INV-00009173,INV-00009173,SO-00009674,2024-02-27,2024-04-27,274.29,274.29,PAID,60
INV-00009174,INV-00009174,SO-00009675,2025-03-28,2025-05-27,16.68,6.91,PARTIAL,60
INV-00009175,INV-00009175,SO-00009676,2024-06-29,2024-08-13,378.81,211.69,PARTIAL,45
INV-00009176,INV-00009176,SO-00009677,2024-05-22,2024-07-06,116.34,0.0,OPEN,45
INV-00009177,INV-00009177,SO-00009678,2023-08-19,2023-10-18,7161.5,0.0,OPEN,60
INV-00009178,INV-00009178,SO-00009679,2023-10-06,2023-11-05,55.44,0.0,OVERDUE,30
INV-00009179,INV-00009179,SO-00009680,2025-02-01,2025-02-16,1024.64,0.0,OPEN,15
INV-00009180,INV-00009180,SO-00009681,2024-12-22,2025-01-21,1109.0,0.0,OPEN,30
INV-00009181,INV-00009181,SO-00009682,2024-02-14,2024-04-14,1038.0,1038.0,PAID,60
INV-00009182,INV-00009182,SO-00009683,2023-11-12,2024-01-11,43.3,0.0,OPEN,60
INV-00009183,INV-00009183,SO-00009684,2024-01-05,2024-03-05,1079.22,0.0,OVERDUE,60
INV-00009184,INV-00009184,SO-00009685,2025-05-02,2025-06-16,1247.87,1247.87,PAID,45
INV-00009185,INV-00009185,SO-00009686,2025-01-16,2025-02-15,27.28,0.0,OPEN,30
INV-00009186,INV-00009186,SO-00009687,2024-10-05,2024-11-04,165.48,165.48,PAID,30
INV-00009187,INV-00009187,SO-00009688,2025-06-18,2025-08-17,1069.4,431.93,PARTIAL,60
INV-00009188,INV-00009188,SO-00009689,2023-12-02,2024-01-31,972.04,301.18,PARTIAL,60
INV-00009189,INV-00009189,SO-00009690,2025-05-10,2025-06-24,4.68,2.85,PARTIAL,45
INV-00009190,INV-00009190,SO-00009691,2024-04-02,2024-05-17,111.14,0.0,OPEN,45
INV-00009191,INV-00009191,SO-00009692,2024-01-13,2024-01-28,4.34,0.0,OPEN,15
INV-00009192,INV-00009192,SO-00009693,2024-06-08,2024-07-23,164.04,164.04,PAID,45
INV-00009193,INV-00009193,SO-00009694,2025-07-01,2025-08-30,1132.58,0.0,OPEN,60
INV-00009194,INV-00009194,SO-00009695,2025-06-14,2025-07-14,2590.6,1506.74,PARTIAL,30
INV-00009195,INV-00009195,SO-00009696,2024-07-25,2024-09-23,162.59,0.0,OVERDUE,60
INV-00009196,INV-00009196,SO-00009697,2023-11-19,2023-12-19,753.37,753.37,PAID,30
INV-00009197,INV-00009197,SO-00009698,2024-10-24,2024-11-23,446.35,446.35,PAID,30
INV-00009198,INV-00009198,SO-00009699,2023-07-08,2023-08-22,4609.5,0.0,OPEN,45
INV-00009199,INV-00009199,SO-00009700,2024-06-04,2024-08-03,1165.5,0.0,OPEN,60
INV-00009200,INV-00009200,SO-00009701,2024-04-26,2024-06-25,614.6,216.97,PARTIAL,60
INV-00009201,INV-00009201,SO-00009702,2025-04-13,2025-04-28,276.5,0.0,OPEN,15
INV-00009202,INV-00009202,SO-00009704,2025-04-09,2025-04-24,80.3,80.3,PAID,15
INV-00009203,INV-00009203,SO-00009705,2025-05-26,2025-06-25,14.85,0.0,OPEN,30
INV-00009204,INV-00009204,SO-00009706,2025-02-26,2025-04-27,7.98,3.34,PARTIAL,60
INV-00009205,INV-00009205,SO-00009707,2023-08-02,2023-08-17,875.5,0.0,OPEN,15
INV-00009206,INV-00009206,SO-00009708,2024-02-21,2024-04-21,6.13,0.0,OVERDUE,60
INV-00009207,INV-00009207,SO-00009709,2024-11-07,2025-01-06,1034.23,0.0,OVERDUE,60
INV-00009208,INV-00009208,SO-00009710,2024-08-27,2024-09-11,22.68,0.0,OPEN,15
INV-00009209,INV-00009209,SO-00009711,2023-11-02,2023-12-02,760.46,760.46,PAID,30
INV-00009210,INV-00009210,SO-00009712,2024-01-08,2024-02-07,5148.75,5148.75,PAID,30
INV-00009211,INV-00009211,SO-00009714,2023-07-18,2023-08-02,611.29,0.0,OPEN,15
INV-00009212,INV-00009212,SO-00009715,2025-05-01,2025-06-15,253.2,0.0,OPEN,45
INV-00009213,INV-00009213,SO-00009716,2025-04-04,2025-05-04,361.11,211.26,PARTIAL,30
INV-00009214,INV-00009214,SO-00009717,2025-01-28,2025-02-12,125.15,0.0,OPEN,15
INV-00009215,INV-00009215,SO-00009718,2025-05-25,2025-06-24,609.15,609.15,PAID,30
INV-00009216,INV-00009216,SO-00009719,2025-02-20,2025-03-22,33.76,33.76,PAID,30
INV-00009217,INV-00009217,SO-00009720,2024-11-30,2024-12-15,898.2,0.0,OPEN,15
INV-00009218,INV-00009218,SO-00009721,2024-03-16,2024-04-30,1083.5,1083.5,PAID,45
INV-00009219,INV-00009219,SO-00009722,2024-03-06,2024-04-20,6810.74,0.0,OPEN,45
INV-00009220,INV-00009220,SO-00009723,2024-04-17,2024-05-02,341.53,195.58,PARTIAL,15
INV-00009221,INV-00009221,SO-00009724,2024-10-14,2024-11-28,10.12,0.0,OPEN,45
INV-00009222,INV-00009222,SO-00009725,2024-08-07,2024-10-06,677.55,677.55,PAID,60
INV-00009223,INV-00009223,SO-00009726,2024-03-16,2024-05-15,99.07,0.0,OVERDUE,60
INV-00009224,INV-00009224,SO-00009727,2024-07-20,2024-09-03,48.17,0.0,OPEN,45
INV-00009225,INV-00009225,SO-00009728,2023-07-06,2023-07-21,30.41,0.0,OPEN,15
INV-00009226,INV-00009226,SO-00009729,2025-03-13,2025-04-12,98.25,0.0,OPEN,30
INV-00009227,INV-00009227,SO-00009730,2024-11-29,2025-01-28,92.3,92.3,PAID,60
INV-00009228,INV-00009228,SO-00009731,2024-11-10,2024-11-25,18.58,0.0,OPEN,15
INV-00009229,INV-00009229,SO-00009732,2023-09-20,2023-10-20,184.15,0.0,OVERDUE,30
INV-00009230,INV-00009230,SO-00009733,2024-04-04,2024-05-19,2899.8,1141.85,PARTIAL,45
INV-00009231,INV-00009231,SO-00009735,2024-11-09,2025-01-08,1322.25,1322.25,PAID,60
INV-00009232,INV-00009232,SO-00009736,2023-09-16,2023-11-15,175.94,94.37,PARTIAL,60
INV-00009233,INV-00009233,SO-00009737,2024-12-28,2025-01-12,179.3,179.3,PAID,15
INV-00009234,INV-00009234,SO-00009738,2024-06-15,2024-06-30,243.25,243.25,PAID,15
INV-00009235,INV-00009235,SO-00009739,2023-11-09,2024-01-08,716.6,322.92,PARTIAL,60
INV-00009236,INV-00009236,SO-00009740,2025-05-17,2025-06-16,893.27,893.27,PAID,30
INV-00009237,INV-00009237,SO-00009741,2024-10-09,2024-12-08,1655.4,1655.4,PAID,60
INV-00009238,INV-00009238,SO-00009742,2025-03-23,2025-05-22,5.99,0.0,OPEN,60
INV-00009239,INV-00009239,SO-00009743,2024-09-16,2024-10-01,350.2,0.0,OPEN,15
INV-00009240,INV-00009240,SO-00009744,2024-08-11,2024-09-10,643.07,321.07,PARTIAL,30
INV-00009241,INV-00009241,SO-00009745,2024-01-29,2024-02-13,1455.0,1455.0,PAID,15
INV-00009242,INV-00009242,SO-00009746,2023-10-13,2023-11-27,61.5,32.84,PARTIAL,45
INV-00009243,INV-00009243,SO-00009747,2023-07-09,2023-08-08,665.7,665.7,PAID,30
INV-00009244,INV-00009244,SO-00009748,2023-08-16,2023-09-30,8.96,5.33,PARTIAL,45
INV-00009245,INV-00009245,SO-00009749,2024-12-23,2025-01-22,384.45,207.81,PARTIAL,30
INV-00009246,INV-00009246,SO-00009750,2023-10-01,2023-10-16,162.99,0.0,OPEN,15
INV-00009247,INV-00009247,SO-00009751,2023-12-31,2024-02-14,1302.3,0.0,OPEN,45
INV-00009248,INV-00009248,SO-00009752,2023-12-15,2024-02-13,524.1,0.0,OPEN,60
INV-00009249,INV-00009249,SO-00009753,2024-01-01,2024-02-15,78.18,78.18,PAID,45
INV-00009250,INV-00009250,SO-00009754,2024-03-02,2024-04-16,191.4,0.0,OPEN,45
INV-00009251,INV-00009251,SO-00009755,2024-08-28,2024-09-12,143.3,0.0,OPEN,15
INV-00009252,INV-00009252,SO-00009756,2025-06-29,2025-07-14,1404.2,787.56,PARTIAL,15
INV-00009253,INV-00009253,SO-00009757,2025-05-23,2025-06-07,596.5,0.0,OPEN,15
INV-00009254,INV-00009254,SO-00009758,2025-01-28,2025-03-29,316.2,316.2,PAID,60
INV-00009255,INV-00009255,SO-00009759,2023-10-05,2023-12-04,59.63,18.93,PARTIAL,60
INV-00009256,INV-00009256,SO-00009760,2024-07-18,2024-08-17,96.38,0.0,OPEN,30
INV-00009257,INV-00009257,SO-00009761,2023-11-09,2023-12-24,125.3,0.0,OVERDUE,45
INV-00009258,INV-00009258,SO-00009762,2024-04-30,2024-06-14,205.4,0.0,OPEN,45
INV-00009259,INV-00009259,SO-00009763,2025-05-20,2025-06-04,3605.75,0.0,OPEN,15
INV-00009260,INV-00009260,SO-00009764,2024-01-02,2024-03-02,1686.4,527.41,PARTIAL,60
INV-00009261,INV-00009261,SO-00009765,2024-04-08,2024-05-08,2298.25,1430.72,PARTIAL,30
INV-00009262,INV-00009262,SO-00009766,2024-03-24,2024-05-23,887.19,0.0,OPEN,60
INV-00009263,INV-00009263,SO-00009767,2023-07-04,2023-07-19,22.73,13.16,PARTIAL,15
INV-00009264,INV-00009264,SO-00009768,2024-06-23,2024-07-23,72.65,0.0,OVERDUE,30
INV-00009265,INV-00009265,SO-00009770,2023-09-23,2023-10-08,3642.3,3642.3,PAID,15
INV-00009266,INV-00009266,SO-00009771,2024-09-27,2024-10-27,43.17,0.0,OPEN,30
INV-00009267,INV-00009267,SO-00009772,2025-02-14,2025-03-01,91.03,0.0,OPEN,15
INV-00009268,INV-00009268,SO-00009773,2023-10-18,2023-11-02,90.25,90.25,PAID,15
INV-00009269,INV-00009269,SO-00009774,2024-06-20,2024-08-04,516.67,516.67,PAID,45
INV-00009270,INV-00009270,SO-00009775,2024-01-15,2024-01-30,2868.6,0.0,OPEN,15
INV-00009271,INV-00009271,SO-00009776,2023-12-10,2023-12-25,99.92,99.92,PAID,15
INV-00009272,INV-00009272,SO-00009777,2023-12-26,2024-02-24,45.37,0.0,OPEN,60
INV-00009273,INV-00009273,SO-00009778,2024-12-31,2025-01-30,175.95,175.95,PAID,30
INV-00009274,INV-00009274,SO-00009779,2025-05-21,2025-07-05,206.84,206.84,PAID,45
INV-00009275,INV-00009275,SO-00009780,2025-04-28,2025-05-28,1762.65,1762.65,PAID,30
INV-00009276,INV-00009276,SO-00009781,2024-03-04,2024-03-19,7243.0,5016.53,PARTIAL,15
INV-00009277,INV-00009277,SO-00009782,2024-02-20,2024-04-05,440.07,0.0,OVERDUE,45
INV-00009278,INV-00009278,SO-00009783,2024-10-11,2024-12-10,843.0,843.0,PAID,60
INV-00009279,INV-00009279,SO-00009784,2024-11-02,2024-12-02,11371.0,6507.52,PARTIAL,30
INV-00009280,INV-00009280,SO-00009785,2024-06-06,2024-07-06,621.4,621.4,PAID,30
INV-00009281,INV-00009281,SO-00009786,2023-10-25,2023-12-24,138.0,0.0,OPEN,60
INV-00009282,INV-00009282,SO-00009787,2024-08-09,2024-09-23,97.88,0.0,OVERDUE,45
INV-00009283,INV-00009283,SO-00009788,2024-05-04,2024-06-03,42.3,0.0,OPEN,30
INV-00009284,INV-00009284,SO-00009789,2024-07-13,2024-08-12,108.0,0.0,OPEN,30
INV-00009285,INV-00009285,SO-00009790,2023-07-26,2023-09-24,9693.75,9693.75,PAID,60
INV-00009286,INV-00009286,SO-00009791,2023-12-07,2024-01-06,121.48,0.0,OPEN,30
INV-00009287,INV-00009287,SO-00009792,2023-08-02,2023-09-01,122.7,0.0,OPEN,30
INV-00009288,INV-00009288,SO-00009793,2023-07-04,2023-08-18,165.92,0.0,OPEN,45
INV-00009289,INV-00009289,SO-00009794,2025-06-12,2025-08-11,134.3,77.58,PARTIAL,60
INV-00009290,INV-00009290,SO-00009795,2024-10-07,2024-12-06,122.7,0.0,OPEN,60
INV-00009291,INV-00009291,SO-00009796,2025-06-25,2025-07-10,19.63,8.05,PARTIAL,15
INV-00009292,INV-00009292,SO-00009797,2024-10-31,2024-12-15,830.5,0.0,OPEN,45
INV-00009293,INV-00009293,SO-00009798,2024-04-08,2024-06-07,691.8,691.8,PAID,60
INV-00009294,INV-00009294,SO-00009799,2024-06-19,2024-07-04,100.98,0.0,OVERDUE,15
INV-00009295,INV-00009295,SO-00009800,2024-06-30,2024-08-29,42.11,42.11,PAID,60
INV-00009296,INV-00009296,SO-00009801,2024-09-24,2024-10-09,1195.0,373.51,PARTIAL,15
INV-00009297,INV-00009297,SO-00009802,2024-02-04,2024-03-05,2807.5,0.0,OPEN,30
INV-00009298,INV-00009298,SO-00009803,2025-01-23,2025-03-24,1040.5,1040.5,PAID,60
INV-00009299,INV-00009299,SO-00009805,2023-09-08,2023-11-07,171.15,84.69,PARTIAL,60
INV-00009300,INV-00009300,SO-00009806,2024-10-07,2024-10-22,1295.0,0.0,OPEN,15
INV-00009301,INV-00009301,SO-00009807,2024-02-22,2024-04-07,3059.54,0.0,OPEN,45
INV-00009302,INV-00009302,SO-00009808,2023-09-11,2023-11-10,1938.75,0.0,OPEN,60
INV-00009303,INV-00009303,SO-00009809,2023-09-27,2023-11-11,7243.0,5046.74,PARTIAL,45
INV-00009304,INV-00009304,SO-00009810,2025-04-09,2025-05-24,14.04,8.99,PARTIAL,45
INV-00009305,INV-00009305,SO-00009811,2024-09-12,2024-10-12,167.8,71.67,PARTIAL,30
INV-00009306,INV-00009306,SO-00009812,2025-03-05,2025-04-04,133.09,133.09,PAID,30
INV-00009307,INV-00009307,SO-00009813,2023-10-15,2023-11-29,956.0,0.0,OPEN,45
INV-00009308,INV-00009308,SO-00009814,2024-11-07,2024-12-22,569.2,220.63,PARTIAL,45
INV-00009309,INV-00009309,SO-00009815,2024-11-15,2024-12-30,1004.82,0.0,OPEN,45
INV-00009310,INV-00009310,SO-00009816,2025-06-12,2025-06-27,1483.0,0.0,OPEN,15
INV-00009311,INV-00009311,SO-00009817,2023-12-09,2023-12-24,39.0,0.0,OPEN,15
INV-00009312,INV-00009312,SO-00009818,2025-01-12,2025-03-13,131.75,46.86,PARTIAL,60
INV-00009313,INV-00009313,SO-00009819,2024-05-18,2024-06-02,36.77,0.0,OPEN,15
INV-00009314,INV-00009314,SO-00009820,2024-02-15,2024-03-01,382.95,0.0,OPEN,15
INV-00009315,INV-00009315,SO-00009821,2023-09-01,2023-09-16,2176.9,2176.9,PAID,15
INV-00009316,INV-00009316,SO-00009822,2023-08-05,2023-09-19,425.85,425.85,PAID,45
INV-00009317,INV-00009317,SO-00009823,2024-10-02,2024-11-01,3080.72,3080.72,PAID,30
INV-00009318,INV-00009318,SO-00009824,2025-02-15,2025-04-16,3324.0,3324.0,PAID,60
INV-00009319,INV-00009319,SO-00009825,2024-11-29,2025-01-28,1031.5,540.93,PARTIAL,60
INV-00009320,INV-00009320,SO-00009826,2023-08-11,2023-10-10,34.21,10.67,PARTIAL,60
INV-00009321,INV-00009321,SO-00009827,2024-04-03,2024-04-18,158.1,158.1,PAID,15
INV-00009322,INV-00009322,SO-00009828,2023-12-30,2024-02-28,2981.01,0.0,OPEN,60
INV-00009323,INV-00009323,SO-00009829,2023-08-27,2023-09-26,67.25,0.0,OPEN,30
INV-00009324,INV-00009324,SO-00009830,2024-04-25,2024-06-09,1433.85,0.0,OVERDUE,45
INV-00009325,INV-00009325,SO-00009831,2024-02-28,2024-03-29,576.31,0.0,OPEN,30
INV-00009326,INV-00009326,SO-00009832,2024-08-22,2024-10-06,335.5,0.0,OPEN,45
INV-00009327,INV-00009327,SO-00009833,2024-02-16,2024-03-17,318.0,318.0,PAID,30
INV-00009328,INV-00009328,SO-00009834,2023-11-13,2023-12-28,252.74,0.0,OPEN,45
INV-00009329,INV-00009329,SO-00009835,2024-01-03,2024-02-02,1112.5,0.0,OPEN,30
INV-00009330,INV-00009330,SO-00009836,2023-10-05,2023-11-19,247.8,0.0,OVERDUE,45
INV-00009331,INV-00009331,SO-00009837,2024-12-01,2024-12-31,443.6,443.6,PAID,30
INV-00009332,INV-00009332,SO-00009838,2023-08-20,2023-09-19,1028.7,1028.7,PAID,30
INV-00009333,INV-00009333,SO-00009839,2023-07-12,2023-08-11,384.45,0.0,OPEN,30
INV-00009334,INV-00009334,SO-00009840,2024-07-29,2024-09-27,407.65,0.0,OPEN,60
INV-00009335,INV-00009335,SO-00009841,2023-08-18,2023-10-02,741.5,0.0,OPEN,45
INV-00009336,INV-00009336,SO-00009842,2025-06-30,2025-08-29,30.32,30.32,PAID,60
INV-00009337,INV-00009337,SO-00009843,2024-09-01,2024-09-16,528.86,215.71,PARTIAL,15
INV-00009338,INV-00009338,SO-00009844,2023-12-17,2024-01-16,1876.65,782.66,PARTIAL,30
INV-00009339,INV-00009339,SO-00009845,2025-06-23,2025-08-22,141.5,0.0,OVERDUE,60
INV-00009340,INV-00009340,SO-00009846,2024-04-14,2024-06-13,43.89,20.41,PARTIAL,60
INV-00009341,INV-00009341,SO-00009847,2025-01-01,2025-03-02,899.2,0.0,OPEN,60
INV-00009342,INV-00009342,SO-00009848,2025-01-21,2025-02-05,14.79,8.96,PARTIAL,15
INV-00009343,INV-00009343,SO-00009849,2024-06-04,2024-06-19,1382.5,1382.5,PAID,15
INV-00009344,INV-00009344,SO-00009850,2025-03-20,2025-04-19,161.65,0.0,OVERDUE,30
INV-00009345,INV-00009345,SO-00009851,2023-07-28,2023-08-12,945.88,0.0,OPEN,15
INV-00009346,INV-00009346,SO-00009852,2024-10-10,2024-10-25,374.25,0.0,OPEN,15
INV-00009347,INV-00009347,SO-00009853,2025-02-15,2025-04-16,1968.24,1353.31,PARTIAL,60
INV-00009348,INV-00009348,SO-00009854,2025-05-19,2025-07-18,82.75,0.0,OPEN,60
INV-00009349,INV-00009349,SO-00009855,2025-04-27,2025-05-12,112.3,62.52,PARTIAL,15
INV-00009350,INV-00009350,SO-00009856,2024-05-21,2024-06-20,24.77,0.0,OVERDUE,30
INV-00009351,INV-00009351,SO-00009857,2024-05-08,2024-07-07,22.39,22.39,PAID,60
INV-00009352,INV-00009352,SO-00009858,2024-06-15,2024-06-30,89.22,35.15,PARTIAL,15
INV-00009353,INV-00009353,SO-00009859,2024-03-09,2024-05-08,1592.2,0.0,OPEN,60
INV-00009354,INV-00009354,SO-00009860,2025-04-27,2025-06-26,197.28,0.0,OPEN,60
INV-00009355,INV-00009355,SO-00009861,2024-02-26,2024-03-12,316.32,0.0,OPEN,15
INV-00009356,INV-00009356,SO-00009862,2023-08-10,2023-09-09,4011.2,0.0,OPEN,30
INV-00009357,INV-00009357,SO-00009863,2024-07-10,2024-08-24,146.8,0.0,OVERDUE,45
INV-00009358,INV-00009358,SO-00009864,2023-12-27,2024-02-10,670.25,273.98,PARTIAL,45
INV-00009359,INV-00009359,SO-00009865,2024-07-31,2024-09-29,3231.77,1662.93,PARTIAL,60
INV-00009360,INV-00009360,SO-00009866,2024-04-20,2024-05-05,84.07,0.0,OPEN,15
INV-00009361,INV-00009361,SO-00009867,2023-09-30,2023-10-30,1116.6,0.0,OPEN,30
INV-00009362,INV-00009362,SO-00009868,2024-01-31,2024-03-16,5.62,5.62,PAID,45
INV-00009363,INV-00009363,SO-00009870,2025-03-05,2025-03-20,445.98,0.0,OPEN,15
