so_id,so_number,customer_id,product_id,quantity,unit_price,total_amount,order_date,expected_delivery_date,actual_delivery_date,status,salesperson_id,warehouse_id,so_type,notes
SO-00008735,SO-00008735,CUST-00000117,PRD-00000439,25,21.8,545.0,2024-07-02,2024-07-09,,PROCESSING,SP-00000005,WH-001,STANDARD,
SO-00008736,SO-00008736,CUST-00000821,PRD-00000332,5,5.32,26.62,2023-07-16,2023-07-28,,DELIVERED,SP-00000006,WH-002,STANDARD,
SO-00008737,SO-00008737,CUST-00000226,PRD-00000495,20,26.9,538.0,2024-02-17,2024-02-26,,CONFIRMED,SP-00000005,WH-003,STANDARD,
SO-00008738,SO-00008738,CUST-00000481,PRD-00000111,1,123.49,123.49,2024-11-06,2024-11-12,,DELIVERED,SP-00000014,WH-003,STANDARD,
SO-00008739,SO-00008739,CUST-00000690,PRD-00000273,2,14.79,29.58,2024-04-26,2024-05-04,,PROCESSING,SP-00000002,WH-001,STANDARD,
SO-00008740,SO-00008740,CUST-00000414,PRD-00000430,2,11.21,22.42,2023-09-02,2023-09-06,,CONFIRMED,SP-00000013,WH-002,STANDARD,
SO-00008741,SO-00008741,CUST-00000030,PRD-00000246,2,37.78,75.56,2023-10-11,2023-10-17,,CONFIRMED,SP-00000019,WH-003,STANDARD,
SO-00008742,SO-00008742,CUST-00000834,PRD-00000409,25,26.33,658.25,2024-05-08,2024-05-17,,DELIVERED,SP-00000007,WH-002,STANDARD,
SO-00008743,SO-00008743,CUST-00000875,PRD-00000031,25,163.81,4095.25,2024-08-06,2024-08-09,,DELIVERED,SP-00000009,WH-001,STANDARD,
SO-00008744,SO-00008744,CUST-00000551,PRD-00000490,25,49.03,1225.66,2024-06-06,2024-06-09,,DELIVERED,SP-00000016,WH-003,STANDARD,
SO-00008745,SO-00008745,CUST-00000755,PRD-00000144,5,322.55,1612.75,2024-02-09,2024-02-21,,DELIVERED,SP-00000019,WH-003,STANDARD,
SO-00008746,SO-00008746,CUST-00000963,PRD-00000174,10,13.31,133.1,2023-08-14,2023-08-26,,CONFIRMED,SP-00000001,WH-002,STANDARD,
SO-00008747,SO-00008747,CUST-00000299,PRD-00000238,15,19.73,295.95,2024-02-13,2024-02-25,,PROCESSING,SP-00000001,WH-002,STANDARD,
SO-00008748,SO-00008748,CUST-00000938,PRD-00000178,10,21.08,210.8,2025-06-20,2025-06-25,,SHIPPED,SP-00000020,WH-002,STANDARD,
SO-00008749,SO-00008749,CUST-00000451,PRD-00000136,1,3.31,3.31,2023-10-28,2023-11-04,,DELIVERED,SP-00000003,WH-003,STANDARD,
SO-00008750,SO-00008750,CUST-00000195,PRD-00000314,50,33.27,1663.5,2025-02-21,2025-03-02,,DELIVERED,SP-00000005,WH-003,STANDARD,
SO-00008751,SO-00008751,CUST-00000307,PRD-00000419,2,54.08,108.16,2023-11-06,2023-11-11,,PROCESSING,SP-00000014,WH-001,STANDARD,
SO-00008752,SO-00008752,CUST-00000539,PRD-00000026,5,43.74,218.7,2025-03-11,2025-03-22,,DELIVERED,SP-00000004,WH-001,STANDARD,
SO-00008753,SO-00008753,CUST-00000667,PRD-00000022,1,74.15,74.15,2025-04-24,2025-04-29,,SHIPPED,SP-00000017,WH-002,STANDARD,
SO-00008754,SO-00008754,CUST-00000408,PRD-00000260,20,8.45,169.0,2025-03-12,2025-03-22,,CONFIRMED,SP-00000013,WH-001,STANDARD,
SO-00008755,SO-00008755,CUST-00000037,PRD-00000434,2,31.07,62.14,2024-09-09,2024-09-19,,CANCELLED,SP-00000017,WH-002,STANDARD,
SO-00008756,SO-00008756,CUST-00000503,PRD-00000110,50,10.54,526.98,2023-09-03,2023-09-08,,PROCESSING,SP-00000004,WH-002,STANDARD,
SO-00008757,SO-00008757,CUST-00000970,PRD-00000366,25,32.77,819.25,2024-09-25,2024-10-03,,DELIVERED,SP-00000014,WH-001,STANDARD,
SO-00008758,SO-00008758,CUST-00000585,PRD-00000233,1,14.49,14.49,2024-04-29,2024-05-11,,CONFIRMED,SP-00000016,WH-002,STANDARD,
SO-00008759,SO-00008759,CUST-00000767,PRD-00000262,2,60.4,120.81,2024-03-29,2024-04-09,,CONFIRMED,SP-00000011,WH-003,STANDARD,
SO-00008760,SO-00008760,CUST-00000126,PRD-00000417,50,3.85,192.5,2023-07-06,2023-07-17,,PROCESSING,SP-00000008,WH-001,STANDARD,
SO-00008761,SO-00008761,CUST-00000804,PRD-00000384,2,305.52,611.05,2025-05-06,2025-05-12,,SHIPPED,SP-00000005,WH-001,STANDARD,
SO-00008762,SO-00008762,CUST-00000582,PRD-00000111,20,143.43,2868.6,2025-05-28,2025-06-07,,CONFIRMED,SP-00000004,WH-001,STANDARD,
SO-00008763,SO-00008763,CUST-00000765,PRD-00000343,1,132.88,132.88,2024-01-07,2024-01-13,,SHIPPED,SP-00000010,WH-001,STANDARD,
SO-00008764,SO-00008764,CUST-00000407,PRD-00000204,50,46.31,2315.5,2024-08-29,2024-09-01,,SHIPPED,SP-00000012,WH-001,STANDARD,
SO-00008765,SO-00008765,CUST-00000332,PRD-00000405,20,89.13,1782.6,2024-11-20,2024-11-30,,CANCELLED,SP-00000006,WH-001,STANDARD,
SO-00008766,SO-00008766,CUST-00000659,PRD-00000232,20,71.53,1430.6,2023-11-11,2023-11-19,,CONFIRMED,SP-00000003,WH-002,STANDARD,
SO-00008767,SO-00008767,CUST-00000979,PRD-00000221,1,90.22,90.22,2024-06-24,2024-06-28,,CONFIRMED,SP-00000009,WH-001,STANDARD,
SO-00008768,SO-00008768,CUST-00000683,PRD-00000044,25,48.19,1204.75,2023-07-20,2023-08-03,,PROCESSING,SP-00000020,WH-001,STANDARD,
SO-00008769,SO-00008769,CUST-00000275,PRD-00000455,5,25.22,126.1,2023-09-01,2023-09-05,,SHIPPED,SP-00000005,WH-002,STANDARD,
SO-00008770,SO-00008770,CUST-00000398,PRD-00000025,15,197.41,2961.1,2023-08-29,2023-09-06,,PROCESSING,SP-00000012,WH-003,STANDARD,
SO-00008771,SO-00008771,CUST-00000792,PRD-00000348,2,87.31,174.62,2023-08-30,2023-09-08,,SHIPPED,SP-00000006,WH-003,STANDARD,
SO-00008772,SO-00008772,CUST-00000914,PRD-00000161,20,13.84,276.8,2023-12-28,2024-01-05,,SHIPPED,SP-00000007,WH-002,STANDARD,
SO-00008773,SO-00008773,CUST-00000856,PRD-00000494,10,14.79,147.9,2025-03-23,2025-03-31,,CONFIRMED,SP-00000013,WH-002,STANDARD,
SO-00008774,SO-00008774,CUST-00000846,PRD-00000057,10,4.48,44.8,2024-09-08,2024-09-16,,CONFIRMED,SP-00000020,WH-002,STANDARD,
SO-00008775,SO-00008775,CUST-00000400,PRD-00000002,15,7.71,115.65,2024-09-07,2024-09-21,,DELIVERED,SP-00000019,WH-003,STANDARD,
SO-00008776,SO-00008776,CUST-00000272,PRD-00000001,10,11.6,116.02,2023-11-23,2023-11-27,,PROCESSING,SP-00000004,WH-002,STANDARD,
SO-00008777,SO-00008777,CUST-00000960,PRD-00000230,2,13.84,27.68,2024-06-18,2024-06-25,,CONFIRMED,SP-00000006,WH-003,STANDARD,
SO-00008778,SO-00008778,CUST-00000275,PRD-00000192,25,68.33,1708.22,2023-09-01,2023-09-15,,DELIVERED,SP-00000012,WH-002,STANDARD,
SO-00008779,SO-00008779,CUST-00000132,PRD-00000231,1,133.97,133.97,2024-09-13,2024-09-19,,CONFIRMED,SP-00000011,WH-003,STANDARD,
SO-00008780,SO-00008780,CUST-00000281,PRD-00000387,2,83.22,166.44,2025-01-18,2025-01-31,,PROCESSING,SP-00000019,WH-002,STANDARD,
SO-00008781,SO-00008781,CUST-00000718,PRD-00000116,50,36.97,1848.5,2023-11-08,2023-11-16,,CONFIRMED,SP-00000010,WH-003,STANDARD,
SO-00008782,SO-00008782,CUST-00000380,PRD-00000001,25,13.53,338.25,2024-04-06,2024-04-09,,PROCESSING,SP-00000008,WH-001,STANDARD,
SO-00008783,SO-00008783,CUST-00000048,PRD-00000377,10,4.52,45.2,2024-11-20,2024-12-04,,CONFIRMED,SP-00000009,WH-002,STANDARD,
SO-00008784,SO-00008784,CUST-00000346,PRD-00000314,25,30.97,774.29,2023-09-14,2023-09-21,,DELIVERED,SP-00000018,WH-001,STANDARD,
SO-00008785,SO-00008785,CUST-00000691,PRD-00000432,2,77.26,154.52,2023-08-05,2023-08-13,,SHIPPED,SP-00000019,WH-002,STANDARD,
SO-00008786,SO-00008786,CUST-00000801,PRD-00000463,50,145.64,7282.0,2024-12-22,2025-01-01,,CONFIRMED,SP-00000006,WH-001,STANDARD,
SO-00008787,SO-00008787,CUST-00000157,PRD-00000356,25,33.08,826.99,2025-06-21,2025-07-02,,PROCESSING,SP-00000018,WH-003,STANDARD,
SO-00008788,SO-00008788,CUST-00000510,PRD-00000434,1,31.07,31.07,2025-03-08,2025-03-21,,PROCESSING,SP-00000005,WH-003,STANDARD,
SO-00008789,SO-00008789,CUST-00000098,PRD-00000030,50,12.05,602.61,2023-10-29,2023-11-08,,SHIPPED,SP-00000009,WH-003,STANDARD,
SO-00008790,SO-00008790,CUST-00000725,PRD-00000152,50,64.61,3230.48,2024-08-18,2024-08-28,,CANCELLED,SP-00000003,WH-002,STANDARD,
SO-00008791,SO-00008791,CUST-00000095,PRD-00000122,1,10.25,10.25,2023-08-24,2023-08-31,,PROCESSING,SP-00000015,WH-001,STANDARD,
SO-00008792,SO-00008792,CUST-00000899,PRD-00000400,1,8.76,8.76,2023-07-14,2023-07-22,,CONFIRMED,SP-00000008,WH-002,STANDARD,
SO-00008793,SO-00008793,CUST-00000444,PRD-00000149,1,157.55,157.55,2024-10-31,2024-11-03,,PROCESSING,SP-00000019,WH-001,STANDARD,
SO-00008794,SO-00008794,CUST-00000091,PRD-00000430,5,11.21,56.05,2024-06-03,2024-06-11,,PROCESSING,SP-00000007,WH-001,STANDARD,
SO-00008795,SO-00008795,CUST-00000376,PRD-00000207,50,92.0,4599.82,2024-03-16,2024-03-29,,CONFIRMED,SP-00000014,WH-001,STANDARD,
SO-00008796,SO-00008796,CUST-00000780,PRD-00000146,2,45.4,90.8,2023-10-18,2023-10-29,,PROCESSING,SP-00000001,WH-002,STANDARD,
SO-00008797,SO-00008797,CUST-00000968,PRD-00000299,1,48.44,48.44,2024-10-23,2024-10-29,,PROCESSING,SP-00000020,WH-001,STANDARD,
SO-00008798,SO-00008798,CUST-00000500,PRD-00000375,25,24.53,613.25,2025-03-22,2025-03-29,,CONFIRMED,SP-00000015,WH-003,STANDARD,
SO-00008799,SO-00008799,CUST-00000708,PRD-00000273,10,14.79,147.9,2024-09-17,2024-09-29,,CONFIRMED,SP-00000007,WH-001,STANDARD,
SO-00008800,SO-00008800,CUST-00000277,PRD-00000287,20,97.2,1944.0,2024-11-25,2024-12-05,,PROCESSING,SP-00000001,WH-001,STANDARD,
SO-00008801,SO-00008801,CUST-00000080,PRD-00000396,15,37.02,555.3,2024-05-04,2024-05-18,,DELIVERED,SP-00000001,WH-003,STANDARD,
SO-00008802,SO-00008802,CUST-00000859,PRD-00000485,20,79.64,1592.78,2023-09-11,2023-09-19,,SHIPPED,SP-00000011,WH-003,STANDARD,
SO-00008803,SO-00008803,CUST-00000003,PRD-00000320,2,7.45,14.91,2024-10-12,2024-10-19,,SHIPPED,SP-00000010,WH-001,STANDARD,
SO-00008804,SO-00008804,CUST-00000356,PRD-00000260,2,8.45,16.9,2025-04-21,2025-04-29,,CONFIRMED,SP-00000008,WH-002,STANDARD,
SO-00008805,SO-00008805,CUST-00000835,PRD-00000498,50,15.03,751.45,2025-01-18,2025-01-29,,SHIPPED,SP-00000003,WH-003,STANDARD,
SO-00008806,SO-00008806,CUST-00000395,PRD-00000014,25,11.82,295.5,2025-03-24,2025-04-07,,SHIPPED,SP-00000008,WH-003,STANDARD,
SO-00008807,SO-00008807,CUST-00000989,PRD-00000495,15,23.44,351.54,2024-10-01,2024-10-07,,DELIVERED,SP-00000007,WH-003,STANDARD,
SO-00008808,SO-00008808,CUST-00000922,PRD-00000037,1,32.95,32.95,2024-06-07,2024-06-18,,CONFIRMED,SP-00000013,WH-003,STANDARD,
SO-00008809,SO-00008809,CUST-00000925,PRD-00000014,15,11.82,177.3,2023-09-28,2023-10-11,,DELIVERED,SP-00000005,WH-001,STANDARD,
SO-00008810,SO-00008810,CUST-00000161,PRD-00000089,20,26.26,525.2,2023-08-12,2023-08-26,,SHIPPED,SP-00000014,WH-002,STANDARD,
SO-00008811,SO-00008811,CUST-00000516,PRD-00000343,1,132.88,132.88,2023-12-04,2023-12-14,,CONFIRMED,SP-00000017,WH-001,STANDARD,
SO-00008812,SO-00008812,CUST-00000390,PRD-00000498,5,17.53,87.65,2024-09-11,2024-09-25,,CONFIRMED,SP-00000017,WH-001,STANDARD,
SO-00008813,SO-00008813,CUST-00000859,PRD-00000270,20,11.57,231.4,2025-04-14,2025-04-19,,CONFIRMED,SP-00000011,WH-003,STANDARD,
SO-00008814,SO-00008814,CUST-00000304,PRD-00000412,15,5.1,76.54,2024-10-29,2024-11-11,,CONFIRMED,SP-00000014,WH-001,STANDARD,
SO-00008815,SO-00008815,CUST-00000567,PRD-00000237,10,33.75,337.5,2024-01-13,2024-01-17,,PROCESSING,SP-00000001,WH-003,STANDARD,
SO-00008816,SO-00008816,CUST-00000316,PRD-00000485,1,89.82,89.82,2024-08-17,2024-08-29,,PROCESSING,SP-00000014,WH-001,STANDARD,
SO-00008817,SO-00008817,CUST-00000382,PRD-00000203,2,20.75,41.49,2025-05-14,2025-05-20,,CONFIRMED,SP-00000016,WH-001,STANDARD,
SO-00008818,SO-00008818,CUST-00000683,PRD-00000302,1,68.79,68.79,2024-10-26,2024-11-09,,CONFIRMED,SP-00000019,WH-001,STANDARD,
SO-00008819,SO-00008819,CUST-00000788,PRD-00000307,10,82.77,827.7,2023-10-31,2023-11-10,,CANCELLED,SP-00000009,WH-002,STANDARD,
SO-00008820,SO-00008820,CUST-00000777,PRD-00000386,10,48.83,488.34,2024-03-02,2024-03-14,,DELIVERED,SP-00000016,WH-002,STANDARD,
SO-00008821,SO-00008821,CUST-00000618,PRD-00000270,1,11.57,11.57,2024-03-22,2024-03-29,,SHIPPED,SP-00000019,WH-003,STANDARD,
SO-00008822,SO-00008822,CUST-00000522,PRD-00000434,20,31.07,621.4,2025-03-08,2025-03-16,,SHIPPED,SP-00000005,WH-002,STANDARD,
SO-00008823,SO-00008823,CUST-00000358,PRD-00000130,15,42.1,631.5,2024-12-05,2024-12-17,,PROCESSING,SP-00000006,WH-001,STANDARD,
SO-00008824,SO-00008824,CUST-00000991,PRD-00000353,15,14.13,212.02,2024-02-24,2024-03-06,,PROCESSING,SP-00000020,WH-001,STANDARD,
SO-00008825,SO-00008825,CUST-00000767,PRD-00000499,15,37.36,560.33,2023-11-03,2023-11-11,,DELIVERED,SP-00000011,WH-002,STANDARD,
SO-00008826,SO-00008826,CUST-00000755,PRD-00000289,5,32.49,162.45,2025-03-09,2025-03-17,,CONFIRMED,SP-00000010,WH-001,STANDARD,
SO-00008827,SO-00008827,CUST-00000385,PRD-00000432,25,77.26,1931.5,2023-09-19,2023-09-27,,DELIVERED,SP-00000020,WH-002,STANDARD,
SO-00008828,SO-00008828,CUST-00000347,PRD-00000212,2,5.38,10.77,2024-02-06,2024-02-13,,CONFIRMED,SP-00000019,WH-002,STANDARD,
SO-00008829,SO-00008829,CUST-00000508,PRD-00000114,25,30.38,759.5,2024-08-31,2024-09-10,,PROCESSING,SP-00000019,WH-001,STANDARD,
SO-00008830,SO-00008830,CUST-00000642,PRD-00000228,1,103.05,103.05,2025-01-25,2025-01-31,,SHIPPED,SP-00000019,WH-003,STANDARD,
SO-00008831,SO-00008831,CUST-00000151,PRD-00000331,20,6.42,128.3,2024-06-09,2024-06-12,,PROCESSING,SP-00000007,WH-003,STANDARD,
SO-00008832,SO-00008832,CUST-00000838,PRD-00000235,20,45.13,902.6,2024-03-14,2024-03-23,,DELIVERED,SP-00000016,WH-002,STANDARD,
SO-00008833,SO-00008833,CUST-00000604,PRD-00000380,15,9.27,139.05,2024-01-11,2024-01-25,,PROCESSING,SP-00000012,WH-003,STANDARD,
SO-00008834,SO-00008834,CUST-00000619,PRD-00000481,2,13.49,26.98,2024-02-16,2024-02-24,,DELIVERED,SP-00000001,WH-002,STANDARD,
SO-00008835,SO-00008835,CUST-00000270,PRD-00000435,15,55.53,832.95,2025-05-17,2025-05-22,,SHIPPED,SP-00000012,WH-003,STANDARD,
SO-00008836,SO-00008836,CUST-00000056,PRD-00000476,50,40.56,2028.02,2024-12-14,2024-12-21,,DELIVERED,SP-00000006,WH-001,STANDARD,
SO-00008837,SO-00008837,CUST-00000302,PRD-00000199,15,21.42,321.28,2024-10-09,2024-10-18,,PROCESSING,SP-00000019,WH-003,STANDARD,
SO-00008838,SO-00008838,CUST-00000952,PRD-00000429,20,185.41,3708.23,2024-09-16,2024-09-29,,SHIPPED,SP-00000003,WH-001,STANDARD,
SO-00008839,SO-00008839,CUST-00000517,PRD-00000314,10,33.27,332.7,2025-01-14,2025-01-22,,CONFIRMED,SP-00000001,WH-003,STANDARD,
SO-00008840,SO-00008840,CUST-00000749,PRD-00000410,1,45.46,45.46,2025-05-31,2025-06-12,,CANCELLED,SP-00000011,WH-003,STANDARD,
SO-00008841,SO-00008841,CUST-00000694,PRD-00000381,50,78.96,3948.0,2024-09-24,2024-10-07,,CANCELLED,SP-00000019,WH-003,STANDARD,
SO-00008842,SO-00008842,CUST-00000271,PRD-00000256,1,2.29,2.29,2024-06-30,2024-07-04,,PROCESSING,SP-00000005,WH-001,STANDARD,
SO-00008843,SO-00008843,CUST-00000301,PRD-00000468,20,99.31,1986.2,2025-01-20,2025-01-23,,PROCESSING,SP-00000010,WH-003,STANDARD,
SO-00008844,SO-00008844,CUST-00000780,PRD-00000449,50,32.33,1616.5,2024-04-10,2024-04-13,,CONFIRMED,SP-00000009,WH-003,STANDARD,
SO-00008845,SO-00008845,CUST-00000467,PRD-00000126,10,28.79,287.94,2025-01-15,2025-01-18,,CONFIRMED,SP-00000020,WH-002,STANDARD,
SO-00008846,SO-00008846,CUST-00000780,PRD-00000224,5,271.96,1359.8,2023-11-15,2023-11-23,,DELIVERED,SP-00000020,WH-001,STANDARD,
SO-00008847,SO-00008847,CUST-00000838,PRD-00000002,15,7.71,115.65,2025-06-27,2025-07-08,,SHIPPED,SP-00000007,WH-001,STANDARD,
SO-00008848,SO-00008848,CUST-00000589,PRD-00000500,15,8.87,133.05,2024-06-21,2024-06-27,,PROCESSING,SP-00000003,WH-001,STANDARD,
SO-00008849,SO-00008849,CUST-00000489,PRD-00000011,15,7.32,109.8,2025-06-18,2025-06-30,,SHIPPED,SP-00000017,WH-002,STANDARD,
SO-00008850,SO-00008850,CUST-00000456,PRD-00000316,15,39.84,597.6,2024-09-25,2024-10-05,,DELIVERED,SP-00000013,WH-003,STANDARD,
SO-00008851,SO-00008851,CUST-00000214,PRD-00000454,15,11.46,171.94,2025-06-01,2025-06-15,,CONFIRMED,SP-00000020,WH-002,STANDARD,
SO-00008852,SO-00008852,CUST-00000703,PRD-00000040,50,9.2,460.0,2025-02-18,2025-02-25,,CONFIRMED,SP-00000009,WH-001,STANDARD,
SO-00008853,SO-00008853,CUST-00000113,PRD-00000241,2,13.43,26.86,2025-06-06,2025-06-14,,CONFIRMED,SP-00000019,WH-003,STANDARD,
SO-00008854,SO-00008854,CUST-00000661,PRD-00000013,15,4.28,64.2,2024-01-06,2024-01-19,,SHIPPED,SP-00000004,WH-002,STANDARD,
SO-00008855,SO-00008855,CUST-00000935,PRD-00000446,1,36.37,36.37,2023-10-31,2023-11-09,,DELIVERED,SP-00000003,WH-003,STANDARD,
SO-00008856,SO-00008856,CUST-00000647,PRD-00000419,1,46.7,46.7,2025-01-04,2025-01-12,,SHIPPED,SP-00000004,WH-001,STANDARD,
SO-00008857,SO-00008857,CUST-00000841,PRD-00000052,50,5.58,279.0,2024-04-22,2024-04-26,,PROCESSING,SP-00000006,WH-002,STANDARD,
SO-00008858,SO-00008858,CUST-00000228,PRD-00000303,25,127.4,3185.0,2024-08-28,2024-09-09,,CANCELLED,SP-00000013,WH-003,STANDARD,
SO-00008859,SO-00008859,CUST-00000374,PRD-00000289,50,30.28,1514.05,2024-11-20,2024-11-23,,CONFIRMED,SP-00000014,WH-003,STANDARD,
SO-00008860,SO-00008860,CUST-00000261,PRD-00000005,20,85.66,1713.2,2025-05-30,2025-06-03,,DELIVERED,SP-00000002,WH-002,STANDARD,
SO-00008861,SO-00008861,CUST-00000725,PRD-00000091,25,7.1,177.5,2024-07-08,2024-07-14,,CONFIRMED,SP-00000018,WH-002,STANDARD,
SO-00008862,SO-00008862,CUST-00000728,PRD-00000043,25,27.65,691.25,2025-01-14,2025-01-20,,CONFIRMED,SP-00000005,WH-003,STANDARD,
SO-00008863,SO-00008863,CUST-00000781,PRD-00000482,20,8.47,169.4,2024-10-07,2024-10-15,,DELIVERED,SP-00000010,WH-002,STANDARD,
SO-00008864,SO-00008864,CUST-00000894,PRD-00000267,50,90.06,4503.0,2024-12-26,2025-01-06,,CONFIRMED,SP-00000007,WH-001,STANDARD,
SO-00008865,SO-00008865,CUST-00000366,PRD-00000060,1,8.03,8.03,2025-03-07,2025-03-15,,SHIPPED,SP-00000016,WH-001,STANDARD,
SO-00008866,SO-00008866,CUST-00000544,PRD-00000432,25,70.62,1765.46,2025-05-09,2025-05-12,,PROCESSING,SP-00000002,WH-002,STANDARD,
SO-00008867,SO-00008867,CUST-00000126,PRD-00000108,2,83.05,166.1,2024-01-06,2024-01-18,,SHIPPED,SP-00000018,WH-002,STANDARD,
SO-00008868,SO-00008868,CUST-00000991,PRD-00000395,50,49.31,2465.5,2024-10-10,2024-10-23,,SHIPPED,SP-00000020,WH-003,STANDARD,
SO-00008869,SO-00008869,CUST-00000020,PRD-00000261,5,99.53,497.65,2023-07-31,2023-08-14,,CONFIRMED,SP-00000003,WH-001,STANDARD,
SO-00008870,SO-00008870,CUST-00000032,PRD-00000148,50,78.47,3923.5,2024-09-16,2024-09-22,,CONFIRMED,SP-00000004,WH-003,STANDARD,
SO-00008871,SO-00008871,CUST-00000597,PRD-00000194,20,33.47,669.3,2024-05-28,2024-06-10,,CONFIRMED,SP-00000005,WH-003,STANDARD,
SO-00008872,SO-00008872,CUST-00000749,PRD-00000181,50,86.49,4324.42,2025-05-11,2025-05-25,,CONFIRMED,SP-00000019,WH-002,STANDARD,
SO-00008873,SO-00008873,CUST-00000110,PRD-00000428,5,91.93,459.65,2024-07-03,2024-07-12,,DELIVERED,SP-00000007,WH-002,STANDARD,
SO-00008874,SO-00008874,CUST-00000709,PRD-00000141,20,94.24,1884.8,2023-07-26,2023-08-06,,DELIVERED,SP-00000018,WH-003,STANDARD,
SO-00008875,SO-00008875,CUST-00000505,PRD-00000225,1,210.36,210.36,2023-10-07,2023-10-19,,CONFIRMED,SP-00000007,WH-001,STANDARD,
SO-00008876,SO-00008876,CUST-00000980,PRD-00000208,5,20.73,103.65,2025-05-21,2025-05-28,,PROCESSING,SP-00000002,WH-001,STANDARD,
SO-00008877,SO-00008877,CUST-00000619,PRD-00000443,1,28.39,28.39,2023-09-22,2023-09-28,,CONFIRMED,SP-00000009,WH-001,STANDARD,
SO-00008878,SO-00008878,CUST-00000391,PRD-00000228,25,103.05,2576.25,2024-10-29,2024-11-07,,PROCESSING,SP-00000019,WH-003,STANDARD,
SO-00008879,SO-00008879,CUST-00000863,PRD-00000337,20,3.61,72.2,2025-04-06,2025-04-09,,CONFIRMED,SP-00000004,WH-003,STANDARD,
SO-00008880,SO-00008880,CUST-00000668,PRD-00000424,10,328.56,3285.59,2024-01-01,2024-01-06,,DELIVERED,SP-00000009,WH-003,STANDARD,
SO-00008881,SO-00008881,CUST-00000182,PRD-00000440,25,8.55,213.75,2024-03-25,2024-04-08,,CONFIRMED,SP-00000020,WH-002,STANDARD,
SO-00008882,SO-00008882,CUST-00000721,PRD-00000256,50,2.23,111.39,2024-06-02,2024-06-13,,CONFIRMED,SP-00000005,WH-002,STANDARD,
SO-00008883,SO-00008883,CUST-00000045,PRD-00000174,50,13.31,665.5,2024-06-28,2024-07-06,,CONFIRMED,SP-00000017,WH-001,STANDARD,
SO-00008884,SO-00008884,CUST-00000744,PRD-00000333,10,4.53,45.3,2023-07-11,2023-07-22,,DELIVERED,SP-00000003,WH-003,STANDARD,
SO-00008885,SO-00008885,CUST-00000716,PRD-00000422,50,69.83,3491.55,2024-01-30,2024-02-04,,CONFIRMED,SP-00000019,WH-001,STANDARD,
SO-00008886,SO-00008886,CUST-00000658,PRD-00000278,20,22.99,459.8,2024-09-26,2024-09-30,,PROCESSING,SP-00000009,WH-003,STANDARD,
SO-00008887,SO-00008887,CUST-00000139,PRD-00000229,5,177.58,887.9,2025-01-07,2025-01-12,,CONFIRMED,SP-00000003,WH-001,STANDARD,
SO-00008888,SO-00008888,CUST-00000969,PRD-00000427,20,88.86,1777.2,2024-06-13,2024-06-20,,CONFIRMED,SP-00000004,WH-001,STANDARD,
SO-00008889,SO-00008889,CUST-00000509,PRD-00000373,25,3.95,98.68,2023-09-28,2023-10-06,,PROCESSING,SP-00000002,WH-001,STANDARD,
SO-00008890,SO-00008890,CUST-00000108,PRD-00000044,15,48.19,722.85,2024-09-17,2024-09-20,,PROCESSING,SP-00000015,WH-003,STANDARD,
SO-00008891,SO-00008891,CUST-00000496,PRD-00000105,10,200.84,2008.4,2025-03-04,2025-03-17,,SHIPPED,SP-00000011,WH-003,STANDARD,
SO-00008892,SO-00008892,CUST-00000558,PRD-00000171,5,8.14,40.7,2024-01-16,2024-01-27,,SHIPPED,SP-00000015,WH-002,STANDARD,
SO-00008893,SO-00008893,CUST-00000269,PRD-00000375,50,24.53,1226.5,2023-07-12,2023-07-21,,CANCELLED,SP-00000006,WH-001,STANDARD,
SO-00008894,SO-00008894,CUST-00000725,PRD-00000491,20,8.49,169.74,2023-09-15,2023-09-27,,CONFIRMED,SP-00000008,WH-002,STANDARD,
SO-00008895,SO-00008895,CUST-00000625,PRD-00000159,1,26.81,26.81,2025-05-22,2025-06-05,,PROCESSING,SP-00000009,WH-001,STANDARD,
SO-00008896,SO-00008896,CUST-00000111,PRD-00000387,50,71.33,3566.41,2024-12-15,2024-12-24,,SHIPPED,SP-00000001,WH-001,STANDARD,
SO-00008897,SO-00008897,CUST-00000006,PRD-00000447,10,103.42,1034.2,2024-06-27,2024-07-06,,CONFIRMED,SP-00000001,WH-002,STANDARD,
SO-00008898,SO-00008898,CUST-00000108,PRD-00000487,15,81.91,1228.65,2024-07-26,2024-08-04,,CONFIRMED,SP-00000008,WH-001,STANDARD,
SO-00008899,SO-00008899,CUST-00000623,PRD-00000066,20,42.33,846.61,2023-07-06,2023-07-17,,DELIVERED,SP-00000017,WH-002,STANDARD,
SO-00008900,SO-00008900,CUST-00000519,PRD-00000339,2,46.61,93.22,2023-11-02,2023-11-10,,PROCESSING,SP-00000018,WH-003,STANDARD,
SO-00008901,SO-00008901,CUST-00000689,PRD-00000078,5,19.93,99.64,2024-12-08,2024-12-18,,CONFIRMED,SP-00000013,WH-003,STANDARD,
SO-00008902,SO-00008902,CUST-00000932,PRD-00000450,1,45.21,45.21,2023-10-10,2023-10-17,,DELIVERED,SP-00000016,WH-003,STANDARD,
SO-00008903,SO-00008903,CUST-00000435,PRD-00000341,50,93.71,4685.5,2025-03-06,2025-03-12,,CONFIRMED,SP-00000009,WH-001,STANDARD,
SO-00008904,SO-00008904,CUST-00000219,PRD-00000043,1,25.45,25.45,2024-10-12,2024-10-20,,PROCESSING,SP-00000008,WH-003,STANDARD,
