lead_id,lead_number,customer_id,salesperson_id,estimated_value,lead_date,lead_status,source,notes
LEAD-00002351,LEAD-00002351,CUST-00000557,SP-00000009,1000.0,2023-10-12,QUALIFIED,Referral,
LEAD-00002352,LEAD-00002352,CUST-00000525,SP-00000020,10000.0,2024-05-20,CONTACTED,Trade Show,
LEAD-00002353,LEAD-00002353,CUST-00000836,SP-00000009,50000.0,2023-10-13,CONTACTED,Website,
LEAD-00002354,LEAD-00002354,CUST-00000097,SP-00000019,2500.0,2023-12-30,CONTACTED,Cold Call,
LEAD-00002355,LEAD-00002355,CUST-00000936,SP-00000008,5000.0,2024-01-14,CONVERTED,Trade Show,
LEAD-00002356,LEAD-00002356,CUST-00000920,SP-00000004,2500.0,2024-02-29,NEW,Partner,
LEAD-00002357,LEAD-00002357,CUST-00000270,SP-00000008,500.0,2025-01-06,NEW,Trade Show,
LEAD-00002358,LEAD-00002358,CUST-00000227,SP-00000003,500.0,2023-08-07,NEW,Email Campaign,
LEAD-00002359,LEAD-00002359,CUST-00000047,SP-00000010,5000.0,2024-07-15,CONTACTED,Cold Call,
LEAD-00002360,LEAD-00002360,CUST-00000447,SP-00000020,500.0,2024-10-19,NEW,Referral,
LEAD-00002361,LEAD-00002361,CUST-00000354,SP-00000019,2500.0,2023-09-08,QUALIFIED,Email Campaign,
LEAD-00002362,LEAD-00002362,CUST-00000994,SP-00000009,5000.0,2025-02-14,QUALIFIED,Cold Call,
LEAD-00002363,LEAD-00002363,CUST-00000154,SP-00000017,2500.0,2024-10-27,CONVERTED,Referral,
LEAD-00002364,LEAD-00002364,CUST-00000463,SP-00000004,10000.0,2025-03-07,NEW,Referral,
LEAD-00002365,LEAD-00002365,CUST-00000808,SP-00000010,500.0,2025-03-11,CONVERTED,Partner,
LEAD-00002366,LEAD-00002366,CUST-00000499,SP-00000018,50000.0,2024-01-22,CONVERTED,Referral,
LEAD-00002367,LEAD-00002367,CUST-00000217,SP-00000002,5000.0,2024-07-07,CONTACTED,Partner,
LEAD-00002368,LEAD-00002368,CUST-00000636,SP-00000015,50000.0,2024-08-10,NEW,Trade Show,
LEAD-00002369,LEAD-00002369,CUST-00000352,SP-00000005,25000.0,2023-11-20,NEW,Referral,
LEAD-00002370,LEAD-00002370,CUST-00000934,SP-00000005,50000.0,2024-09-27,QUALIFIED,Website,
LEAD-00002371,LEAD-00002371,CUST-00000675,SP-00000016,5000.0,2025-05-13,NEW,Website,
LEAD-00002372,LEAD-00002372,CUST-00000833,SP-00000006,10000.0,2023-08-16,QUALIFIED,Partner,
LEAD-00002373,LEAD-00002373,CUST-00000841,SP-00000011,25000.0,2023-09-08,CONTACTED,Partner,
LEAD-00002374,LEAD-00002374,CUST-00000605,SP-00000009,10000.0,2025-01-11,QUALIFIED,Email Campaign,
LEAD-00002375,LEAD-00002375,CUST-00000254,SP-00000008,25000.0,2025-06-12,NEW,Email Campaign,
LEAD-00002376,LEAD-00002376,CUST-00000523,SP-00000019,5000.0,2025-01-14,CONTACTED,Trade Show,
LEAD-00002377,LEAD-00002377,CUST-00000035,SP-00000012,1000.0,2025-05-24,CONTACTED,Cold Call,
LEAD-00002378,LEAD-00002378,CUST-00000805,SP-00000009,500.0,2024-07-30,NEW,Trade Show,
LEAD-00002379,LEAD-00002379,CUST-00000406,SP-00000010,1000.0,2023-11-18,CONVERTED,Website,
LEAD-00002380,LEAD-00002380,CUST-00000051,SP-00000017,10000.0,2025-03-17,CONTACTED,Website,
LEAD-00002381,LEAD-00002381,CUST-00000823,SP-00000019,500.0,2024-06-07,CONTACTED,Referral,
LEAD-00002382,LEAD-00002382,CUST-00000511,SP-00000011,500.0,2024-09-14,QUALIFIED,Partner,
LEAD-00002383,LEAD-00002383,CUST-00000423,SP-00000006,1000.0,2025-03-09,QUALIFIED,Referral,
LEAD-00002384,LEAD-00002384,CUST-00000887,SP-00000006,2500.0,2023-07-13,CONTACTED,Email Campaign,
LEAD-00002385,LEAD-00002385,CUST-00000401,SP-00000011,50000.0,2024-01-12,NEW,Referral,
LEAD-00002386,LEAD-00002386,CUST-00000324,SP-00000018,2500.0,2024-12-13,QUALIFIED,Referral,
LEAD-00002387,LEAD-00002387,CUST-00000063,SP-00000019,2500.0,2023-10-04,QUALIFIED,Trade Show,
LEAD-00002388,LEAD-00002388,CUST-00000283,SP-00000014,25000.0,2023-12-08,LOST,Website,
LEAD-00002389,LEAD-00002389,CUST-00000275,SP-00000006,2500.0,2024-06-10,LOST,Cold Call,
LEAD-00002390,LEAD-00002390,CUST-00000651,SP-00000019,5000.0,2024-01-08,CONTACTED,Website,
LEAD-00002391,LEAD-00002391,CUST-00000818,SP-00000008,25000.0,2025-03-19,LOST,Partner,
LEAD-00002392,LEAD-00002392,CUST-00000091,SP-00000004,25000.0,2024-12-03,NEW,Partner,
LEAD-00002393,LEAD-00002393,CUST-00000781,SP-00000006,25000.0,2025-02-25,CONTACTED,Email Campaign,
LEAD-00002394,LEAD-00002394,CUST-00000037,SP-00000015,2500.0,2024-02-05,QUALIFIED,Trade Show,
LEAD-00002395,LEAD-00002395,CUST-00000785,SP-00000015,50000.0,2023-12-24,QUALIFIED,Referral,
LEAD-00002396,LEAD-00002396,CUST-00000945,SP-00000005,500.0,2025-05-05,CONTACTED,Website,
LEAD-00002397,LEAD-00002397,CUST-00000970,SP-00000011,2500.0,2024-09-10,QUALIFIED,Cold Call,
LEAD-00002398,LEAD-00002398,CUST-00000243,SP-00000007,5000.0,2024-07-19,NEW,Cold Call,
LEAD-00002399,LEAD-00002399,CUST-00000142,SP-00000015,5000.0,2025-05-05,QUALIFIED,Partner,
LEAD-00002400,LEAD-00002400,CUST-00000719,SP-00000016,25000.0,2024-08-31,QUALIFIED,Partner,
LEAD-00002401,LEAD-00002401,CUST-00000754,SP-00000020,5000.0,2024-02-26,NEW,Cold Call,
LEAD-00002402,LEAD-00002402,CUST-00000028,SP-00000012,25000.0,2024-10-30,CONVERTED,Website,
LEAD-00002403,LEAD-00002403,CUST-00000358,SP-00000001,1000.0,2025-06-09,NEW,Email Campaign,
LEAD-00002404,LEAD-00002404,CUST-00000141,SP-00000011,500.0,2024-07-13,QUALIFIED,Partner,
LEAD-00002405,LEAD-00002405,CUST-00001000,SP-00000007,5000.0,2025-06-29,QUALIFIED,Referral,
LEAD-00002406,LEAD-00002406,CUST-00000338,SP-00000003,5000.0,2023-08-19,QUALIFIED,Trade Show,
LEAD-00002407,LEAD-00002407,CUST-00000941,SP-00000012,25000.0,2024-07-14,QUALIFIED,Referral,
LEAD-00002408,LEAD-00002408,CUST-00000385,SP-00000015,2500.0,2024-09-18,QUALIFIED,Referral,
LEAD-00002409,LEAD-00002409,CUST-00000985,SP-00000010,2500.0,2024-01-11,NEW,Referral,
LEAD-00002410,LEAD-00002410,CUST-00000166,SP-00000018,1000.0,2024-09-29,CONVERTED,Website,
LEAD-00002411,LEAD-00002411,CUST-00000952,SP-00000007,500.0,2024-01-06,QUALIFIED,Referral,
LEAD-00002412,LEAD-00002412,CUST-00000191,SP-00000005,50000.0,2023-08-01,CONTACTED,Email Campaign,
LEAD-00002413,LEAD-00002413,CUST-00000296,SP-00000001,25000.0,2023-07-26,NEW,Trade Show,
LEAD-00002414,LEAD-00002414,CUST-00000222,SP-00000010,2500.0,2024-04-06,CONTACTED,Referral,
LEAD-00002415,LEAD-00002415,CUST-00000841,SP-00000006,5000.0,2025-03-10,CONVERTED,Email Campaign,
LEAD-00002416,LEAD-00002416,CUST-00000074,SP-00000016,1000.0,2024-11-07,NEW,Referral,
LEAD-00002417,LEAD-00002417,CUST-00000203,SP-00000009,5000.0,2024-10-01,NEW,Website,
LEAD-00002418,LEAD-00002418,CUST-00000272,SP-00000018,50000.0,2025-06-21,CONTACTED,Referral,
LEAD-00002419,LEAD-00002419,CUST-00000977,SP-00000016,5000.0,2023-11-27,QUALIFIED,Referral,
LEAD-00002420,LEAD-00002420,CUST-00000345,SP-00000012,10000.0,2025-03-10,CONTACTED,Email Campaign,
LEAD-00002421,LEAD-00002421,CUST-00000296,SP-00000018,1000.0,2024-11-20,CONTACTED,Cold Call,
LEAD-00002422,LEAD-00002422,CUST-00000374,SP-00000012,10000.0,2025-01-15,CONTACTED,Partner,
LEAD-00002423,LEAD-00002423,CUST-00000766,SP-00000019,2500.0,2023-10-17,LOST,Website,
LEAD-00002424,LEAD-00002424,CUST-00000004,SP-00000017,50000.0,2025-05-27,CONVERTED,Cold Call,
LEAD-00002425,LEAD-00002425,CUST-00000096,SP-00000002,5000.0,2023-11-28,CONTACTED,Email Campaign,
LEAD-00002426,LEAD-00002426,CUST-00000664,SP-00000004,5000.0,2025-01-28,CONTACTED,Website,
LEAD-00002427,LEAD-00002427,CUST-00000518,SP-00000006,25000.0,2024-03-27,QUALIFIED,Trade Show,
LEAD-00002428,LEAD-00002428,CUST-00000856,SP-00000013,25000.0,2024-04-20,QUALIFIED,Cold Call,
LEAD-00002429,LEAD-00002429,CUST-00000904,SP-00000013,25000.0,2025-05-10,LOST,Cold Call,
LEAD-00002430,LEAD-00002430,CUST-00000715,SP-00000014,500.0,2024-01-05,QUALIFIED,Cold Call,
LEAD-00002431,LEAD-00002431,CUST-00000437,SP-00000005,2500.0,2024-05-16,NEW,Referral,
LEAD-00002432,LEAD-00002432,CUST-00000748,SP-00000002,10000.0,2024-08-21,NEW,Referral,
LEAD-00002433,LEAD-00002433,CUST-00000472,SP-00000008,2500.0,2025-06-23,QUALIFIED,Trade Show,
LEAD-00002434,LEAD-00002434,CUST-00000845,SP-00000016,50000.0,2025-03-05,CONVERTED,Trade Show,
LEAD-00002435,LEAD-00002435,CUST-00000640,SP-00000010,500.0,2025-01-21,CONTACTED,Trade Show,
LEAD-00002436,LEAD-00002436,CUST-00000170,SP-00000014,2500.0,2025-05-23,CONTACTED,Partner,
LEAD-00002437,LEAD-00002437,CUST-00000328,SP-00000008,5000.0,2023-08-11,CONTACTED,Trade Show,
LEAD-00002438,LEAD-00002438,CUST-00000279,SP-00000020,2500.0,2023-09-23,CONTACTED,Cold Call,
LEAD-00002439,LEAD-00002439,CUST-00000315,SP-00000009,10000.0,2023-11-03,CONTACTED,Website,
LEAD-00002440,LEAD-00002440,CUST-00000178,SP-00000005,1000.0,2025-03-02,CONTACTED,Partner,
LEAD-00002441,LEAD-00002441,CUST-00000558,SP-00000012,25000.0,2025-01-26,QUALIFIED,Cold Call,
LEAD-00002442,LEAD-00002442,CUST-00000528,SP-00000003,500.0,2024-07-24,QUALIFIED,Trade Show,
LEAD-00002443,LEAD-00002443,CUST-00000006,SP-00000017,10000.0,2023-10-24,CONTACTED,Website,
LEAD-00002444,LEAD-00002444,CUST-00000867,SP-00000017,5000.0,2024-09-05,QUALIFIED,Website,
LEAD-00002445,LEAD-00002445,CUST-00000831,SP-00000012,5000.0,2024-04-11,QUALIFIED,Website,
LEAD-00002446,LEAD-00002446,CUST-00000062,SP-00000010,25000.0,2024-11-28,QUALIFIED,Cold Call,
LEAD-00002447,LEAD-00002447,CUST-00000960,SP-00000019,500.0,2024-12-19,QUALIFIED,Partner,
LEAD-00002448,LEAD-00002448,CUST-00000159,SP-00000013,50000.0,2024-11-21,QUALIFIED,Referral,
LEAD-00002449,LEAD-00002449,CUST-00000165,SP-00000009,10000.0,2023-07-16,QUALIFIED,Email Campaign,
LEAD-00002450,LEAD-00002450,CUST-00000797,SP-00000008,2500.0,2023-11-12,CONVERTED,Cold Call,
LEAD-00002451,LEAD-00002451,CUST-00000276,SP-00000020,5000.0,2024-11-28,CONTACTED,Trade Show,
LEAD-00002452,LEAD-00002452,CUST-00000175,SP-00000006,10000.0,2023-09-04,CONTACTED,Website,
LEAD-00002453,LEAD-00002453,CUST-00000324,SP-00000013,1000.0,2025-04-13,CONTACTED,Email Campaign,
LEAD-00002454,LEAD-00002454,CUST-00000240,SP-00000016,1000.0,2025-02-26,QUALIFIED,Partner,
LEAD-00002455,LEAD-00002455,CUST-00000955,SP-00000005,500.0,2024-04-05,CONTACTED,Website,
LEAD-00002456,LEAD-00002456,CUST-00000415,SP-00000002,2500.0,2023-11-20,CONVERTED,Referral,
LEAD-00002457,LEAD-00002457,CUST-00000767,SP-00000016,2500.0,2025-03-31,QUALIFIED,Partner,
LEAD-00002458,LEAD-00002458,CUST-00000492,SP-00000006,10000.0,2024-11-30,CONTACTED,Partner,
LEAD-00002459,LEAD-00002459,CUST-00000532,SP-00000012,10000.0,2024-06-14,CONTACTED,Website,
LEAD-00002460,LEAD-00002460,CUST-00000380,SP-00000001,25000.0,2024-05-25,CONTACTED,Email Campaign,
LEAD-00002461,LEAD-00002461,CUST-00000781,SP-00000019,5000.0,2024-07-04,QUALIFIED,Partner,
LEAD-00002462,LEAD-00002462,CUST-00000635,SP-00000006,50000.0,2025-02-02,QUALIFIED,Website,
LEAD-00002463,LEAD-00002463,CUST-00000546,SP-00000017,50000.0,2025-04-01,LOST,Partner,
LEAD-00002464,LEAD-00002464,CUST-00000110,SP-00000020,2500.0,2023-08-11,CONTACTED,Email Campaign,
LEAD-00002465,LEAD-00002465,CUST-00000862,SP-00000009,5000.0,2024-07-01,LOST,Email Campaign,
LEAD-00002466,LEAD-00002466,CUST-00000949,SP-00000003,25000.0,2024-12-29,QUALIFIED,Referral,
LEAD-00002467,LEAD-00002467,CUST-00000370,SP-00000017,500.0,2024-07-09,QUALIFIED,Referral,
LEAD-00002468,LEAD-00002468,CUST-00000052,SP-00000015,5000.0,2025-01-08,NEW,Website,
LEAD-00002469,LEAD-00002469,CUST-00000926,SP-00000011,2500.0,2023-11-17,CONTACTED,Referral,
LEAD-00002470,LEAD-00002470,CUST-00000770,SP-00000009,2500.0,2023-11-06,QUALIFIED,Website,
LEAD-00002471,LEAD-00002471,CUST-00000496,SP-00000008,50000.0,2024-11-27,CONTACTED,Cold Call,
LEAD-00002472,LEAD-00002472,CUST-00000158,SP-00000015,2500.0,2024-03-12,QUALIFIED,Partner,
LEAD-00002473,LEAD-00002473,CUST-00000422,SP-00000018,50000.0,2024-05-11,QUALIFIED,Website,
LEAD-00002474,LEAD-00002474,CUST-00000454,SP-00000001,500.0,2024-03-02,LOST,Trade Show,
LEAD-00002475,LEAD-00002475,CUST-00000143,SP-00000006,1000.0,2024-05-28,QUALIFIED,Partner,
LEAD-00002476,LEAD-00002476,CUST-00000025,SP-00000009,2500.0,2025-06-13,QUALIFIED,Trade Show,
LEAD-00002477,LEAD-00002477,CUST-00000512,SP-00000004,500.0,2025-05-07,LOST,Referral,
LEAD-00002478,LEAD-00002478,CUST-00000034,SP-00000017,25000.0,2023-08-03,NEW,Website,
LEAD-00002479,LEAD-00002479,CUST-00000666,SP-00000004,500.0,2024-03-19,NEW,Trade Show,
LEAD-00002480,LEAD-00002480,CUST-00000523,SP-00000017,5000.0,2025-06-04,NEW,Email Campaign,
LEAD-00002481,LEAD-00002481,CUST-00000671,SP-00000013,500.0,2023-11-17,QUALIFIED,Trade Show,
LEAD-00002482,LEAD-00002482,CUST-00000046,SP-00000020,1000.0,2025-06-02,NEW,Website,
LEAD-00002483,LEAD-00002483,CUST-00000631,SP-00000018,10000.0,2024-05-28,CONTACTED,Cold Call,
LEAD-00002484,LEAD-00002484,CUST-00000088,SP-00000016,1000.0,2024-12-10,CONVERTED,Referral,
LEAD-00002485,LEAD-00002485,CUST-00000502,SP-00000002,1000.0,2024-07-20,LOST,Referral,
LEAD-00002486,LEAD-00002486,CUST-00000383,SP-00000019,1000.0,2024-09-23,QUALIFIED,Cold Call,
LEAD-00002487,LEAD-00002487,CUST-00000952,SP-00000001,2500.0,2023-08-16,NEW,Website,
LEAD-00002488,LEAD-00002488,CUST-00000546,SP-00000007,50000.0,2023-07-15,CONVERTED,Website,
LEAD-00002489,LEAD-00002489,CUST-00000051,SP-00000017,25000.0,2024-04-04,LOST,Trade Show,
LEAD-00002490,LEAD-00002490,CUST-00000151,SP-00000011,2500.0,2023-08-09,CONVERTED,Partner,
LEAD-00002491,LEAD-00002491,CUST-00000755,SP-00000007,2500.0,2025-05-15,CONVERTED,Website,
LEAD-00002492,LEAD-00002492,CUST-00000790,SP-00000018,10000.0,2025-04-19,CONVERTED,Email Campaign,
LEAD-00002493,LEAD-00002493,CUST-00000218,SP-00000009,25000.0,2024-05-19,CONTACTED,Trade Show,
LEAD-00002494,LEAD-00002494,CUST-00000578,SP-00000010,5000.0,2024-11-29,QUALIFIED,Cold Call,
LEAD-00002495,LEAD-00002495,CUST-00000636,SP-00000005,5000.0,2025-06-16,CONVERTED,Partner,
LEAD-00002496,LEAD-00002496,CUST-00000594,SP-00000003,500.0,2024-08-18,QUALIFIED,Partner,
LEAD-00002497,LEAD-00002497,CUST-00000749,SP-00000003,5000.0,2025-06-10,QUALIFIED,Cold Call,
LEAD-00002498,LEAD-00002498,CUST-00000392,SP-00000013,25000.0,2025-04-03,CONTACTED,Cold Call,
LEAD-00002499,LEAD-00002499,CUST-00000441,SP-00000008,25000.0,2025-06-23,QUALIFIED,Email Campaign,
LEAD-00002500,LEAD-00002500,CUST-00000556,SP-00000005,10000.0,2024-09-23,QUALIFIED,Partner,
LEAD-00002501,LEAD-00002501,CUST-00000882,SP-00000015,5000.0,2025-01-07,QUALIFIED,Referral,
LEAD-00002502,LEAD-00002502,CUST-00000300,SP-00000012,10000.0,2025-04-14,CONTACTED,Trade Show,
LEAD-00002503,LEAD-00002503,CUST-00000089,SP-00000013,5000.0,2024-01-03,LOST,Cold Call,
LEAD-00002504,LEAD-00002504,CUST-00000229,SP-00000011,5000.0,2024-05-27,CONTACTED,Email Campaign,
LEAD-00002505,LEAD-00002505,CUST-00000777,SP-00000010,2500.0,2023-12-25,CONTACTED,Trade Show,
LEAD-00002506,LEAD-00002506,CUST-00000273,SP-00000004,5000.0,2024-12-30,NEW,Referral,
LEAD-00002507,LEAD-00002507,CUST-00000124,SP-00000009,1000.0,2023-10-26,QUALIFIED,Trade Show,
LEAD-00002508,LEAD-00002508,CUST-00000479,SP-00000006,25000.0,2024-02-29,CONVERTED,Website,
LEAD-00002509,LEAD-00002509,CUST-00000887,SP-00000007,1000.0,2024-10-04,NEW,Trade Show,
LEAD-00002510,LEAD-00002510,CUST-00000341,SP-00000010,2500.0,2023-07-09,NEW,Trade Show,
LEAD-00002511,LEAD-00002511,CUST-00000931,SP-00000003,50000.0,2023-12-25,CONTACTED,Referral,
LEAD-00002512,LEAD-00002512,CUST-00000007,SP-00000011,10000.0,2025-02-26,QUALIFIED,Website,
LEAD-00002513,LEAD-00002513,CUST-00000737,SP-00000016,10000.0,2023-07-16,QUALIFIED,Partner,
LEAD-00002514,LEAD-00002514,CUST-00000154,SP-00000013,50000.0,2025-05-23,CONTACTED,Partner,
LEAD-00002515,LEAD-00002515,CUST-00000759,SP-00000008,5000.0,2025-04-25,CONTACTED,Referral,
LEAD-00002516,LEAD-00002516,CUST-00000315,SP-00000017,2500.0,2023-11-13,CONVERTED,Trade Show,
LEAD-00002517,LEAD-00002517,CUST-00000701,SP-00000005,10000.0,2024-05-18,CONVERTED,Website,
LEAD-00002518,LEAD-00002518,CUST-00000213,SP-00000004,1000.0,2023-07-27,NEW,Partner,
LEAD-00002519,LEAD-00002519,CUST-00000934,SP-00000006,25000.0,2024-11-06,QUALIFIED,Cold Call,
LEAD-00002520,LEAD-00002520,CUST-00000525,SP-00000011,2500.0,2025-02-03,CONVERTED,Trade Show,
LEAD-00002521,LEAD-00002521,CUST-00000647,SP-00000006,500.0,2023-09-28,CONTACTED,Cold Call,
LEAD-00002522,LEAD-00002522,CUST-00000895,SP-00000018,50000.0,2023-07-18,NEW,Email Campaign,
LEAD-00002523,LEAD-00002523,CUST-00000116,SP-00000002,2500.0,2025-01-27,LOST,Referral,
LEAD-00002524,LEAD-00002524,CUST-00000620,SP-00000001,50000.0,2024-03-08,NEW,Trade Show,
LEAD-00002525,LEAD-00002525,CUST-00000821,SP-00000004,5000.0,2024-11-23,QUALIFIED,Website,
LEAD-00002526,LEAD-00002526,CUST-00000169,SP-00000003,2500.0,2025-01-30,NEW,Partner,
LEAD-00002527,LEAD-00002527,CUST-00000777,SP-00000020,500.0,2024-10-21,QUALIFIED,Referral,
LEAD-00002528,LEAD-00002528,CUST-00000283,SP-00000001,500.0,2023-07-21,CONTACTED,Partner,
LEAD-00002529,LEAD-00002529,CUST-00000137,SP-00000012,25000.0,2023-07-14,NEW,Website,
LEAD-00002530,LEAD-00002530,CUST-00000600,SP-00000018,2500.0,2025-02-17,CONTACTED,Partner,
LEAD-00002531,LEAD-00002531,CUST-00000441,SP-00000001,50000.0,2024-12-05,CONTACTED,Email Campaign,
LEAD-00002532,LEAD-00002532,CUST-00000651,SP-00000005,50000.0,2025-03-27,NEW,Trade Show,
LEAD-00002533,LEAD-00002533,CUST-00000918,SP-00000007,50000.0,2025-02-25,CONVERTED,Trade Show,
LEAD-00002534,LEAD-00002534,CUST-00000879,SP-00000003,25000.0,2025-04-25,LOST,Email Campaign,
LEAD-00002535,LEAD-00002535,CUST-00000857,SP-00000016,1000.0,2024-10-21,CONTACTED,Email Campaign,
LEAD-00002536,LEAD-00002536,CUST-00000199,SP-00000008,50000.0,2023-09-23,CONTACTED,Cold Call,
LEAD-00002537,LEAD-00002537,CUST-00000835,SP-00000003,1000.0,2024-09-15,LOST,Website,
LEAD-00002538,LEAD-00002538,CUST-00000117,SP-00000012,10000.0,2024-07-24,QUALIFIED,Trade Show,
LEAD-00002539,LEAD-00002539,CUST-00000643,SP-00000012,2500.0,2025-02-28,QUALIFIED,Partner,
LEAD-00002540,LEAD-00002540,CUST-00000953,SP-00000015,10000.0,2023-08-31,LOST,Email Campaign,
LEAD-00002541,LEAD-00002541,CUST-00000351,SP-00000011,5000.0,2024-08-06,CONTACTED,Website,
LEAD-00002542,LEAD-00002542,CUST-00000768,SP-00000014,1000.0,2024-07-17,CONTACTED,Cold Call,
LEAD-00002543,LEAD-00002543,CUST-00000273,SP-00000001,25000.0,2023-12-24,QUALIFIED,Cold Call,
LEAD-00002544,LEAD-00002544,CUST-00000238,SP-00000019,1000.0,2023-08-25,QUALIFIED,Trade Show,
LEAD-00002545,LEAD-00002545,CUST-00000731,SP-00000015,2500.0,2023-10-08,QUALIFIED,Email Campaign,
LEAD-00002546,LEAD-00002546,CUST-00000962,SP-00000018,5000.0,2023-07-22,QUALIFIED,Partner,
LEAD-00002547,LEAD-00002547,CUST-00000255,SP-00000016,5000.0,2025-01-30,CONVERTED,Trade Show,
LEAD-00002548,LEAD-00002548,CUST-00000266,SP-00000005,2500.0,2024-02-10,LOST,Cold Call,
LEAD-00002549,LEAD-00002549,CUST-00000652,SP-00000001,1000.0,2024-11-17,CONTACTED,Cold Call,
LEAD-00002550,LEAD-00002550,CUST-00000177,SP-00000004,50000.0,2025-04-05,CONVERTED,Partner,
LEAD-00002551,LEAD-00002551,CUST-00000469,SP-00000017,10000.0,2025-05-01,LOST,Cold Call,
LEAD-00002552,LEAD-00002552,CUST-00000744,SP-00000005,10000.0,2024-10-07,QUALIFIED,Referral,
LEAD-00002553,LEAD-00002553,CUST-00000786,SP-00000013,2500.0,2023-07-10,NEW,Partner,
LEAD-00002554,LEAD-00002554,CUST-00000210,SP-00000003,25000.0,2023-12-23,LOST,Trade Show,
LEAD-00002555,LEAD-00002555,CUST-00000892,SP-00000010,10000.0,2024-02-22,CONTACTED,Referral,
LEAD-00002556,LEAD-00002556,CUST-00000327,SP-00000008,10000.0,2024-07-20,CONTACTED,Email Campaign,
LEAD-00002557,LEAD-00002557,CUST-00001000,SP-00000007,1000.0,2024-02-06,QUALIFIED,Referral,
LEAD-00002558,LEAD-00002558,CUST-00000006,SP-00000005,500.0,2024-06-14,CONTACTED,Trade Show,
LEAD-00002559,LEAD-00002559,CUST-00000191,SP-00000005,1000.0,2025-02-26,CONVERTED,Referral,
LEAD-00002560,LEAD-00002560,CUST-00000961,SP-00000004,2500.0,2025-03-03,QUALIFIED,Partner,
LEAD-00002561,LEAD-00002561,CUST-00000703,SP-00000003,500.0,2024-06-30,QUALIFIED,Email Campaign,
LEAD-00002562,LEAD-00002562,CUST-00000747,SP-00000011,500.0,2025-05-01,CONTACTED,Email Campaign,
LEAD-00002563,LEAD-00002563,CUST-00000494,SP-00000005,1000.0,2024-12-02,LOST,Website,
LEAD-00002564,LEAD-00002564,CUST-00000751,SP-00000018,10000.0,2023-10-23,QUALIFIED,Email Campaign,
LEAD-00002565,LEAD-00002565,CUST-00000455,SP-00000001,10000.0,2025-03-06,QUALIFIED,Website,
LEAD-00002566,LEAD-00002566,CUST-00000043,SP-00000002,1000.0,2024-12-22,QUALIFIED,Partner,
LEAD-00002567,LEAD-00002567,CUST-00000627,SP-00000004,500.0,2024-02-12,NEW,Website,
LEAD-00002568,LEAD-00002568,CUST-00000238,SP-00000013,500.0,2025-01-27,CONTACTED,Referral,
LEAD-00002569,LEAD-00002569,CUST-00000233,SP-00000016,2500.0,2025-01-27,LOST,Website,
LEAD-00002570,LEAD-00002570,CUST-00000173,SP-00000013,10000.0,2023-07-02,CONTACTED,Partner,
LEAD-00002571,LEAD-00002571,CUST-00000515,SP-00000002,5000.0,2025-03-10,CONTACTED,Trade Show,
LEAD-00002572,LEAD-00002572,CUST-00000858,SP-00000010,50000.0,2024-09-12,QUALIFIED,Email Campaign,
LEAD-00002573,LEAD-00002573,CUST-00000003,SP-00000019,500.0,2023-08-19,NEW,Website,
LEAD-00002574,LEAD-00002574,CUST-00000592,SP-00000008,5000.0,2025-02-15,QUALIFIED,Partner,
LEAD-00002575,LEAD-00002575,CUST-00000767,SP-00000017,50000.0,2023-09-02,CONTACTED,Cold Call,
LEAD-00002576,LEAD-00002576,CUST-00000003,SP-00000001,5000.0,2025-02-08,CONVERTED,Email Campaign,
LEAD-00002577,LEAD-00002577,CUST-00000934,SP-00000009,10000.0,2023-12-22,CONTACTED,Email Campaign,
LEAD-00002578,LEAD-00002578,CUST-00000709,SP-00000006,500.0,2023-12-29,CONTACTED,Referral,
LEAD-00002579,LEAD-00002579,CUST-00000972,SP-00000002,50000.0,2024-05-12,CONVERTED,Email Campaign,
LEAD-00002580,LEAD-00002580,CUST-00000772,SP-00000019,5000.0,2024-12-24,CONVERTED,Trade Show,
LEAD-00002581,LEAD-00002581,CUST-00000331,SP-00000002,500.0,2024-04-30,LOST,Trade Show,
LEAD-00002582,LEAD-00002582,CUST-00000225,SP-00000001,500.0,2023-10-15,CONVERTED,Partner,
LEAD-00002583,LEAD-00002583,CUST-00000899,SP-00000014,5000.0,2023-07-29,CONVERTED,Website,
LEAD-00002584,LEAD-00002584,CUST-00000141,SP-00000003,500.0,2024-10-28,CONTACTED,Trade Show,
LEAD-00002585,LEAD-00002585,CUST-00000203,SP-00000012,50000.0,2025-05-26,LOST,Partner,
LEAD-00002586,LEAD-00002586,CUST-00000903,SP-00000006,25000.0,2024-03-09,CONTACTED,Partner,
LEAD-00002587,LEAD-00002587,CUST-00000216,SP-00000016,2500.0,2024-07-16,QUALIFIED,Email Campaign,
LEAD-00002588,LEAD-00002588,CUST-00000099,SP-00000005,25000.0,2025-01-13,NEW,Trade Show,
LEAD-00002589,LEAD-00002589,CUST-00000188,SP-00000010,10000.0,2023-09-22,CONTACTED,Email Campaign,
LEAD-00002590,LEAD-00002590,CUST-00000343,SP-00000020,5000.0,2023-10-26,QUALIFIED,Trade Show,
LEAD-00002591,LEAD-00002591,CUST-00000852,SP-00000013,2500.0,2025-05-01,CONVERTED,Trade Show,
LEAD-00002592,LEAD-00002592,CUST-00000261,SP-00000015,1000.0,2025-03-25,LOST,Email Campaign,
LEAD-00002593,LEAD-00002593,CUST-00000248,SP-00000001,500.0,2024-09-09,NEW,Referral,
