id,invoice_id,invoice_number,so_number,invoice_date,due_date,customer_id,customer_name,total_amount,amount_paid,amount_outstanding,days_overdue,aging_bucket,status
8931,INV-00008931,INV-00008931,SO-00009413,2025-06-09,2025-06-24,CUST-00000688,Winters PLC Corp,2008.4,2008.4,0.0,0.0,PAID,PAID
8932,INV-00008932,INV-00008932,SO-00009414,2024-04-17,2024-05-17,CUST-00000630,"Rios, Garcia and Harvey Corp",94.15,94.15,0.0,0.0,PAID,PAID
8933,INV-00008933,INV-00008933,SO-00009415,2024-05-12,2024-06-26,CUST-00000073,"Moore, Price and Ward Corp",156.74,156.74,0.0,0.0,PAID,PAID
8934,INV-00008934,INV-00008934,SO-00009416,2025-04-20,2025-05-20,CUST-00000175,Schultz Inc Co,14.1,7.81,6.29,386.27543738437817,OVER 90 DAYS,PARTIAL
8935,INV-00008935,INV-00008935,SO-00009417,2023-10-19,2023-12-03,CUST-00000089,Cook-Oliver Inc,73.2,0.0,73.2,920.2754373843782,OVER 90 DAYS,OPEN
8936,INV-00008936,INV-00008936,SO-00009418,2025-02-24,2025-04-25,CUST-00000553,"Valencia, Joseph and Walls LLC",2076.25,2076.25,0.0,0.0,PAID,PAID
8937,INV-00008937,INV-00008937,SO-00009419,2024-06-01,2024-07-31,CUST-00000168,"Adams, Hodge and Duke LLC",999.2,999.2,0.0,0.0,PAID,PAID
8938,INV-00008938,INV-00008938,SO-00009420,2023-11-08,2023-12-23,CUST-00000083,"James, Taylor and Turner LLC",651.57,0.0,651.57,900.2754373843782,OVER 90 DAYS,OPEN
8939,INV-00008939,INV-00008939,SO-00009421,2024-12-01,2025-01-30,CUST-00000654,Williams-Juarez Ltd,6.86,0.0,6.86,496.27543738437817,OVER 90 DAYS,OPEN
8940,INV-00008940,INV-00008940,SO-00009422,2024-02-16,2024-03-02,CUST-00000643,Hess PLC Ltd,52.99,0.0,52.99,830.2754373843782,OVER 90 DAYS,OPEN
8941,INV-00008941,INV-00008941,SO-00009423,2023-12-07,2023-12-22,CUST-00000671,Mendoza-Garza LLC,1264.37,0.0,1264.37,901.2754373843782,OVER 90 DAYS,OVERDUE
8942,INV-00008942,INV-00008942,SO-00009424,2023-10-20,2023-12-19,CUST-00000886,Sandoval-Ferguson Inc,131.3,0.0,131.3,904.2754373843782,OVER 90 DAYS,OPEN
8943,INV-00008943,INV-00008943,SO-00009425,2023-08-16,2023-09-15,CUST-00000240,Nelson-Brown LLC,139.8,0.0,139.8,999.2754373843782,OVER 90 DAYS,OVERDUE
8944,INV-00008944,INV-00008944,SO-00009426,2023-09-08,2023-11-07,CUST-00000712,Baker LLC LLC,199.8,199.8,0.0,0.0,PAID,PAID
8945,INV-00008945,INV-00008945,SO-00009427,2025-05-05,2025-05-20,CUST-00000366,Davis-Stephens Ltd,876.5,876.5,0.0,0.0,PAID,PAID
8946,INV-00008946,INV-00008946,SO-00009428,2024-10-04,2024-11-03,CUST-00000940,Alvarado-Durham Ltd,1700.75,0.0,1700.75,584.2754373843782,OVER 90 DAYS,OVERDUE
8947,INV-00008947,INV-00008947,SO-00009429,2024-09-16,2024-11-15,CUST-00000906,Kane and Sons Co,90.74,34.06,56.67999999999999,572.2754373843782,OVER 90 DAYS,PARTIAL
8948,INV-00008948,INV-00008948,SO-00009430,2023-10-28,2023-12-12,CUST-00000282,Hernandez-Dawson Corp,120.45,0.0,120.45,911.2754373843782,OVER 90 DAYS,OPEN
8949,INV-00008949,INV-00008949,SO-00009431,2024-10-23,2024-11-07,CUST-00000245,Williams Inc Co,114.1,0.0,114.1,580.2754373843782,OVER 90 DAYS,OVERDUE
8950,INV-00008950,INV-00008950,SO-00009432,2023-12-21,2024-01-05,CUST-00000771,King-Garrison Inc,492.5,492.5,0.0,0.0,PAID,PAID
8951,INV-00008951,INV-00008951,SO-00009433,2025-02-03,2025-03-20,CUST-00000149,"Wagner, Simpson and Cohen Corp",70.28,0.0,70.28,447.27543738437817,OVER 90 DAYS,OPEN
8952,INV-00008952,INV-00008952,SO-00009434,2024-04-07,2024-06-06,CUST-00000654,Williams-Juarez Ltd,165.5,0.0,165.5,734.2754373843782,OVER 90 DAYS,OPEN
8953,INV-00008953,INV-00008953,SO-00009435,2024-03-19,2024-04-03,CUST-00000534,Smith LLC Co,44.52,44.52,0.0,0.0,PAID,PAID
8954,INV-00008954,INV-00008954,SO-00009436,2023-07-02,2023-08-31,CUST-00000997,Wilson Group LLC,32.9,0.0,32.9,1014.2754373843782,OVER 90 DAYS,OPEN
8955,INV-00008955,INV-00008955,SO-00009437,2024-10-17,2024-12-16,CUST-00000053,Jacobson Inc Corp,967.79,967.79,0.0,0.0,PAID,PAID
8956,INV-00008956,INV-00008956,SO-00009438,2024-01-21,2024-03-21,CUST-00000745,Perez and Sons Inc,45.9,45.9,0.0,0.0,PAID,PAID
8957,INV-00008957,INV-00008957,SO-00009440,2023-11-23,2024-01-22,CUST-00000348,"Perez, Hayes and Lloyd Corp",2412.96,0.0,2412.96,870.2754373843782,OVER 90 DAYS,OVERDUE
8958,INV-00008958,INV-00008958,SO-00009442,2024-10-14,2024-12-13,CUST-00000963,Acosta LLC Corp,134.31,134.31,0.0,0.0,PAID,PAID
8959,INV-00008959,INV-00008959,SO-00009443,2024-12-31,2025-02-14,CUST-00000569,"Price, Dixon and Robles Co",738.75,738.75,0.0,0.0,PAID,PAID
8960,INV-00008960,INV-00008960,SO-00009444,2024-02-17,2024-03-03,CUST-00000955,Berry Group LLC,154.85,154.85,0.0,0.0,PAID,PAID
8961,INV-00008961,INV-00008961,SO-00009445,2024-09-13,2024-11-12,CUST-00000440,"Evans, Jackson and Sandoval Co",947.0,947.0,0.0,0.0,PAID,PAID
8962,INV-00008962,INV-00008962,SO-00009446,2024-12-02,2024-12-17,CUST-00000056,Lam-Elliott LLC,1197.75,0.0,1197.75,540.2754373843782,OVER 90 DAYS,OPEN
8963,INV-00008963,INV-00008963,SO-00009447,2024-01-17,2024-03-02,CUST-00000789,Adkins-Meyer LLC,3184.4,0.0,3184.4,830.2754373843782,OVER 90 DAYS,OPEN
8964,INV-00008964,INV-00008964,SO-00009449,2025-02-10,2025-02-25,CUST-00000768,"Hernandez, Shaffer and Thompso Co",517.5,517.5,0.0,0.0,PAID,PAID
8965,INV-00008965,INV-00008965,SO-00009450,2024-04-01,2024-04-16,CUST-00000025,Hudson-Sanchez Corp,198.83,0.0,198.83,785.2754373843782,OVER 90 DAYS,OVERDUE
8966,INV-00008966,INV-00008966,SO-00009451,2024-11-12,2025-01-11,CUST-00000956,Browning-Murphy Co,434.21,0.0,434.21,515.2754373843782,OVER 90 DAYS,OPEN
8967,INV-00008967,INV-00008967,SO-00009452,2024-08-28,2024-09-27,CUST-00000601,Hancock Group Corp,125.3,125.3,0.0,0.0,PAID,PAID
8968,INV-00008968,INV-00008968,SO-00009453,2025-02-25,2025-03-12,CUST-00000409,Wright Group Co,379.35,0.0,379.35,455.27543738437817,OVER 90 DAYS,OPEN
8969,INV-00008969,INV-00008969,SO-00009454,2024-02-28,2024-04-28,CUST-00000886,Sandoval-Ferguson Inc,877.8,0.0,877.8,773.2754373843782,OVER 90 DAYS,OPEN
8970,INV-00008970,INV-00008970,SO-00009455,2025-03-02,2025-04-16,CUST-00000455,Welch-Thompson Corp,83.05,0.0,83.05,420.27543738437817,OVER 90 DAYS,OPEN
8971,INV-00008971,INV-00008971,SO-00009456,2025-03-02,2025-03-17,CUST-00000840,Moore-Chandler Co,618.8,618.8,0.0,0.0,PAID,PAID
8972,INV-00008972,INV-00008972,SO-00009457,2023-10-06,2023-11-20,CUST-00000608,Russell-Hayes Co,175.24,175.24,0.0,0.0,PAID,PAID
8973,INV-00008973,INV-00008973,SO-00009458,2024-09-09,2024-11-08,CUST-00000786,Edwards Ltd Ltd,1468.2,0.0,1468.2,579.2754373843782,OVER 90 DAYS,OPEN
8974,INV-00008974,INV-00008974,SO-00009459,2024-07-16,2024-07-31,CUST-00000004,Metro Services,63.3,63.3,0.0,0.0,PAID,PAID
8975,INV-00008975,INV-00008975,SO-00009460,2024-09-21,2024-10-21,CUST-00000625,Lee-White Ltd,366.9,366.9,0.0,0.0,PAID,PAID
8976,INV-00008976,INV-00008976,SO-00009461,2023-07-14,2023-07-29,CUST-00000686,Valenzuela-Greene Corp,2947.69,1549.88,1397.81,1047.2754373843782,OVER 90 DAYS,PARTIAL
8977,INV-00008977,INV-00008977,SO-00009462,2023-12-20,2024-01-04,CUST-00000680,Hanson PLC Co,131.3,58.6,72.70000000000002,888.2754373843782,OVER 90 DAYS,PARTIAL
8978,INV-00008978,INV-00008978,SO-00009463,2023-07-15,2023-08-29,CUST-00000210,"Cruz, Richmond and Edwards Ltd",339.25,0.0,339.25,1016.2754373843782,OVER 90 DAYS,OPEN
8979,INV-00008979,INV-00008979,SO-00009464,2023-07-13,2023-09-11,CUST-00000338,Rivera Inc Ltd,71.8,0.0,71.8,1003.2754373843782,OVER 90 DAYS,OPEN
8980,INV-00008980,INV-00008980,SO-00009465,2023-09-27,2023-10-12,CUST-00000056,Lam-Elliott LLC,357.0,219.23,137.77,972.2754373843782,OVER 90 DAYS,PARTIAL
8981,INV-00008981,INV-00008981,SO-00009466,2024-12-30,2025-01-29,CUST-00000279,Baker-Wilson Co,265.0,0.0,265.0,497.27543738437817,OVER 90 DAYS,OPEN
8982,INV-00008982,INV-00008982,SO-00009467,2024-01-13,2024-02-27,CUST-00000361,Miller-Colon Inc,392.6,0.0,392.6,834.2754373843782,OVER 90 DAYS,OPEN
8983,INV-00008983,INV-00008983,SO-00009468,2025-06-14,2025-07-14,CUST-00000203,May Ltd LLC,126.6,126.6,0.0,0.0,PAID,PAID
8984,INV-00008984,INV-00008984,SO-00009469,2024-11-27,2025-01-26,CUST-00000855,Washington Group Inc,779.5,0.0,779.5,500.27543738437817,OVER 90 DAYS,OVERDUE
8985,INV-00008985,INV-00008985,SO-00009470,2023-10-14,2023-10-29,CUST-00000766,Brock-Peters Ltd,3749.0,3749.0,0.0,0.0,PAID,PAID
8986,INV-00008986,INV-00008986,SO-00009471,2024-05-23,2024-06-07,CUST-00000198,"Wallace, Smith and Cooper Ltd",1638.2,0.0,1638.2,733.2754373843782,OVER 90 DAYS,OPEN
8987,INV-00008987,INV-00008987,SO-00009472,2024-04-08,2024-05-23,CUST-00000131,Goodwin-Stokes Inc,229.5,0.0,229.5,748.2754373843782,OVER 90 DAYS,OPEN
8988,INV-00008988,INV-00008988,SO-00009474,2024-12-15,2024-12-30,CUST-00000231,Collins Group LLC,13.16,13.16,0.0,0.0,PAID,PAID
8989,INV-00008989,INV-00008989,SO-00009475,2024-06-22,2024-08-21,CUST-00000647,Vance PLC Inc,200.4,200.4,0.0,0.0,PAID,PAID
8990,INV-00008990,INV-00008990,SO-00009476,2024-02-23,2024-03-24,CUST-00000595,"Campbell, Pruitt and Short Inc",13.45,7.12,6.329999999999999,808.2754373843782,OVER 90 DAYS,PARTIAL
8991,INV-00008991,INV-00008991,SO-00009477,2025-04-21,2025-06-20,CUST-00000564,Vega-Thomas Corp,1759.5,1759.5,0.0,0.0,PAID,PAID
8992,INV-00008992,INV-00008992,SO-00009478,2024-03-27,2024-04-26,CUST-00000822,Nelson-Dean Inc,82.01,0.0,82.01,775.2754373843782,OVER 90 DAYS,OPEN
8993,INV-00008993,INV-00008993,SO-00009479,2024-03-29,2024-05-13,CUST-00000368,Lopez-Williams Corp,7.03,0.0,7.03,758.2754373843782,OVER 90 DAYS,OPEN
8994,INV-00008994,INV-00008994,SO-00009480,2024-05-23,2024-06-07,CUST-00000579,"Palmer, Bennett and Patterson Corp",115.61,115.61,0.0,0.0,PAID,PAID
8995,INV-00008995,INV-00008995,SO-00009481,2024-06-08,2024-07-08,CUST-00000188,Harris-Barker Corp,36.34,17.04,19.300000000000004,702.2754373843782,OVER 90 DAYS,PARTIAL
8996,INV-00008996,INV-00008996,SO-00009482,2024-06-13,2024-08-12,CUST-00000899,"Wright, Scott and Evans Inc",134.4,0.0,134.4,667.2754373843782,OVER 90 DAYS,OPEN
8997,INV-00008997,INV-00008997,SO-00009483,2023-08-28,2023-10-12,CUST-00000073,"Moore, Price and Ward Corp",784.95,0.0,784.95,972.2754373843782,OVER 90 DAYS,OPEN
8998,INV-00008998,INV-00008998,SO-00009484,2023-08-10,2023-08-25,CUST-00000648,"Vincent, Anderson and Mason Co",32.06,0.0,32.06,1020.2754373843782,OVER 90 DAYS,OVERDUE
8999,INV-00008999,INV-00008999,SO-00009486,2024-10-15,2024-11-29,CUST-00000104,Ewing-Mendoza LLC,240.85,240.85,0.0,0.0,PAID,PAID
9000,INV-00009000,INV-00009000,SO-00009487,2025-03-02,2025-05-01,CUST-00000558,Aguilar-Bender Ltd,38.81,38.81,0.0,0.0,PAID,PAID
9001,INV-00009001,INV-00009001,SO-00009488,2024-12-08,2024-12-23,CUST-00000870,Duncan Group LLC,7755.0,7755.0,0.0,0.0,PAID,PAID
9002,INV-00009002,INV-00009002,SO-00009489,2023-10-03,2023-12-02,CUST-00000907,"Delgado, Guzman and Smith Inc",3.66,3.66,0.0,0.0,PAID,PAID
9003,INV-00009003,INV-00009003,SO-00009490,2024-07-02,2024-08-16,CUST-00000496,"Edwards, Rodgers and Davis Co",1554.0,762.66,791.34,663.2754373843782,OVER 90 DAYS,PARTIAL
9004,INV-00009004,INV-00009004,SO-00009491,2023-10-14,2023-12-13,CUST-00000856,"Phillips, Terry and Lopez LLC",1087.5,0.0,1087.5,910.2754373843782,OVER 90 DAYS,OPEN
9005,INV-00009005,INV-00009005,SO-00009492,2023-07-29,2023-09-12,CUST-00000039,"Arnold, Smith and Moreno Corp",553.25,0.0,553.25,1002.2754373843782,OVER 90 DAYS,OPEN
9006,INV-00009006,INV-00009006,SO-00009493,2024-09-11,2024-10-26,CUST-00000873,"Jones, Conrad and Clark Inc",989.2,0.0,989.2,592.2754373843782,OVER 90 DAYS,OPEN
9007,INV-00009007,INV-00009007,SO-00009494,2024-05-08,2024-05-23,CUST-00000533,Wilson-Malone LLC,168.94,0.0,168.94,748.2754373843782,OVER 90 DAYS,OPEN
9008,INV-00009008,INV-00009008,SO-00009495,2024-07-07,2024-08-06,CUST-00000376,Miller-Orr Inc,164.3,164.3,0.0,0.0,PAID,PAID
9009,INV-00009009,INV-00009009,SO-00009496,2025-06-16,2025-07-16,CUST-00000557,"Morris, Wilson and Bell Co",5074.0,5074.0,0.0,0.0,PAID,PAID
9010,INV-00009010,INV-00009010,SO-00009498,2024-09-20,2024-10-20,CUST-00000839,Price-Ali Inc,52.66,0.0,52.66,598.2754373843782,OVER 90 DAYS,OPEN
9011,INV-00009011,INV-00009011,SO-00009499,2024-06-01,2024-07-31,CUST-00000020,Omega Enterprises,56.07,56.07,0.0,0.0,PAID,PAID
9012,INV-00009012,INV-00009012,SO-00009500,2024-03-14,2024-03-29,CUST-00000341,"Santiago, Daniel and Rogers Inc",1094.46,0.0,1094.46,803.2754373843782,OVER 90 DAYS,OPEN
9013,INV-00009013,INV-00009013,SO-00009501,2024-06-29,2024-07-14,CUST-00000071,Marquez Inc LLC,37.91,0.0,37.91,696.2754373843782,OVER 90 DAYS,OPEN
9014,INV-00009014,INV-00009014,SO-00009503,2024-02-15,2024-03-01,CUST-00000468,"Morgan, Barron and Cowan Corp",828.0,0.0,828.0,831.2754373843782,OVER 90 DAYS,OPEN
9015,INV-00009015,INV-00009015,SO-00009504,2023-10-05,2023-12-04,CUST-00000255,Murphy-Tran Inc,125.3,0.0,125.3,919.2754373843782,OVER 90 DAYS,OPEN
9016,INV-00009016,INV-00009016,SO-00009505,2024-01-06,2024-02-20,CUST-00000662,"Valdez, Houston and Black Co",8519.5,4933.11,3586.3900000000003,841.2754373843782,OVER 90 DAYS,PARTIAL
9017,INV-00009017,INV-00009017,SO-00009506,2025-02-18,2025-03-20,CUST-00000860,Weaver-Gibson Corp,142.8,142.8,0.0,0.0,PAID,PAID
9018,INV-00009018,INV-00009018,SO-00009507,2025-03-22,2025-04-06,CUST-00000407,"Powell, Deleon and Warren Ltd",2091.25,2091.25,0.0,0.0,PAID,PAID
9019,INV-00009019,INV-00009019,SO-00009508,2024-06-04,2024-06-19,CUST-00000333,Gray Ltd LLC,3516.73,0.0,3516.73,721.2754373843782,OVER 90 DAYS,OVERDUE
9020,INV-00009020,INV-00009020,SO-00009509,2024-06-27,2024-07-27,CUST-00000939,Jones Ltd LLC,28.39,9.19,19.200000000000003,683.2754373843782,OVER 90 DAYS,PARTIAL
9021,INV-00009021,INV-00009021,SO-00009510,2023-09-29,2023-10-29,CUST-00000641,"Gonzalez, Gross and Sims Ltd",293.1,0.0,293.1,955.2754373843782,OVER 90 DAYS,OVERDUE
9022,INV-00009022,INV-00009022,SO-00009511,2024-10-23,2024-11-22,CUST-00000352,"Jones, Mcmahon and Spence Inc",182.2,182.2,0.0,0.0,PAID,PAID
9023,INV-00009023,INV-00009023,SO-00009513,2025-06-30,2025-08-14,CUST-00000031,"Bernard, Warren and Combs Corp",29.58,29.58,0.0,0.0,PAID,PAID
9024,INV-00009024,INV-00009024,SO-00009515,2025-02-11,2025-02-26,CUST-00000914,Duncan-Williams Co,1481.15,1481.15,0.0,0.0,PAID,PAID
9025,INV-00009025,INV-00009025,SO-00009516,2024-06-23,2024-08-07,CUST-00000144,"Ellison, Arias and Thompson LLC",490.75,490.75,0.0,0.0,PAID,PAID
9026,INV-00009026,INV-00009026,SO-00009517,2024-05-19,2024-07-18,CUST-00000614,"Turner, Miller and Hubbard Co",28.08,28.08,0.0,0.0,PAID,PAID
9027,INV-00009027,INV-00009027,SO-00009518,2024-09-23,2024-11-22,CUST-00000518,Christian-Booth Co,8.96,0.0,8.96,565.2754373843782,OVER 90 DAYS,OPEN
9028,INV-00009028,INV-00009028,SO-00009519,2023-11-17,2024-01-01,CUST-00000569,"Price, Dixon and Robles Co",247.35,0.0,247.35,891.2754373843782,OVER 90 DAYS,OPEN
9029,INV-00009029,INV-00009029,SO-00009521,2025-06-21,2025-07-06,CUST-00000275,Taylor PLC LLC,427.57,261.94,165.63,339.27543738437817,OVER 90 DAYS,PARTIAL
9030,INV-00009030,INV-00009030,SO-00009522,2024-11-28,2025-01-12,CUST-00000211,Wright Ltd Corp,113.2,0.0,113.2,514.2754373843782,OVER 90 DAYS,OPEN
9031,INV-00009031,INV-00009031,SO-00009524,2023-12-11,2024-01-10,CUST-00000604,"Parks, Johnson and Love LLC",161.6,58.0,103.6,882.2754373843782,OVER 90 DAYS,PARTIAL
9032,INV-00009032,INV-00009032,SO-00009525,2024-01-06,2024-03-06,CUST-00000481,Bates LLC Inc,349.5,0.0,349.5,826.2754373843782,OVER 90 DAYS,OVERDUE
9033,INV-00009033,INV-00009033,SO-00009526,2024-05-02,2024-05-17,CUST-00000515,Alvarado-Davidson LLC,1209.3,0.0,1209.3,754.2754373843782,OVER 90 DAYS,OPEN
9034,INV-00009034,INV-00009034,SO-00009527,2023-08-08,2023-10-07,CUST-00000794,Brown Group Inc,1417.5,0.0,1417.5,977.2754373843782,OVER 90 DAYS,OPEN
9035,INV-00009035,INV-00009035,SO-00009528,2024-01-25,2024-03-25,CUST-00000168,"Adams, Hodge and Duke LLC",1434.75,0.0,1434.75,807.2754373843782,OVER 90 DAYS,OPEN
9036,INV-00009036,INV-00009036,SO-00009529,2024-03-16,2024-04-15,CUST-00000154,Cunningham-Barton Inc,1475.52,0.0,1475.52,786.2754373843782,OVER 90 DAYS,OVERDUE
9037,INV-00009037,INV-00009037,SO-00009530,2023-07-18,2023-08-17,CUST-00000909,"Cunningham, Murphy and Wolfe LLC",191.4,191.4,0.0,0.0,PAID,PAID
9038,INV-00009038,INV-00009038,SO-00009531,2024-06-11,2024-07-11,CUST-00000298,Gomez and Sons Co,15.42,7.39,8.030000000000001,699.2754373843782,OVER 90 DAYS,PARTIAL
9039,INV-00009039,INV-00009039,SO-00009532,2024-03-07,2024-04-06,CUST-00000988,Murray-Henderson Co,1992.0,0.0,1992.0,795.2754373843782,OVER 90 DAYS,OPEN
9040,INV-00009040,INV-00009040,SO-00009533,2025-02-02,2025-03-19,CUST-00000455,Welch-Thompson Corp,179.75,0.0,179.75,448.27543738437817,OVER 90 DAYS,OPEN
9041,INV-00009041,INV-00009041,SO-00009534,2025-06-04,2025-06-19,CUST-00000468,"Morgan, Barron and Cowan Corp",545.0,545.0,0.0,0.0,PAID,PAID
9042,INV-00009042,INV-00009042,SO-00009535,2025-03-15,2025-04-29,CUST-00000873,"Jones, Conrad and Clark Inc",194.6,0.0,194.6,407.27543738437817,OVER 90 DAYS,OVERDUE
9043,INV-00009043,INV-00009043,SO-00009536,2024-01-20,2024-03-20,CUST-00000894,Smith-Joyce Ltd,685.8,685.8,0.0,0.0,PAID,PAID
9044,INV-00009044,INV-00009044,SO-00009537,2024-01-09,2024-02-08,CUST-00000316,"Bradford, Salinas and Kelly Co",204.22,204.22,0.0,0.0,PAID,PAID
9045,INV-00009045,INV-00009045,SO-00009538,2024-11-15,2024-12-30,CUST-00000153,Medina and Sons Inc,164.3,0.0,164.3,527.2754373843782,OVER 90 DAYS,OPEN
9046,INV-00009046,INV-00009046,SO-00009539,2024-12-15,2025-01-14,CUST-00000812,Evans-Cannon Inc,342.0,0.0,342.0,512.2754373843782,OVER 90 DAYS,OPEN
9047,INV-00009047,INV-00009047,SO-00009540,2023-10-26,2023-12-10,CUST-00000238,Brady LLC LLC,1152.25,0.0,1152.25,913.2754373843782,OVER 90 DAYS,OPEN
9048,INV-00009048,INV-00009048,SO-00009541,2023-11-17,2024-01-01,CUST-00000165,Li Inc LLC,2335.38,0.0,2335.38,891.2754373843782,OVER 90 DAYS,OPEN
9049,INV-00009049,INV-00009049,SO-00009542,2023-11-17,2024-01-16,CUST-00000691,"Moreno, Perez and Lang Co",123.49,0.0,123.49,876.2754373843782,OVER 90 DAYS,OPEN
9050,INV-00009050,INV-00009050,SO-00009543,2024-10-27,2024-11-26,CUST-00000074,Smith LLC Inc,3.43,3.43,0.0,0.0,PAID,PAID
9051,INV-00009051,INV-00009051,SO-00009544,2024-09-25,2024-11-24,CUST-00000954,"Salazar, Garrett and Perez LLC",127.97,0.0,127.97,563.2754373843782,OVER 90 DAYS,OPEN
9052,INV-00009052,INV-00009052,SO-00009545,2024-05-16,2024-06-15,CUST-00000547,"Ochoa, Garcia and Sandoval LLC",148.2,0.0,148.2,725.2754373843782,OVER 90 DAYS,OVERDUE
9053,INV-00009053,INV-00009053,SO-00009546,2023-07-17,2023-08-16,CUST-00000969,Hall Inc Ltd,22.75,22.75,0.0,0.0,PAID,PAID
9054,INV-00009054,INV-00009054,SO-00009547,2024-05-12,2024-07-11,CUST-00000655,Brown LLC Ltd,25.8,0.0,25.8,699.2754373843782,OVER 90 DAYS,OPEN
9055,INV-00009055,INV-00009055,SO-00009548,2024-08-28,2024-09-12,CUST-00000355,"Martin, Preston and Moore LLC",375.75,174.35,201.4,636.2754373843782,OVER 90 DAYS,PARTIAL
9056,INV-00009056,INV-00009056,SO-00009550,2025-02-18,2025-03-05,CUST-00000347,Kramer-Lane LLC,32.96,0.0,32.96,462.27543738437817,OVER 90 DAYS,OPEN
9057,INV-00009057,INV-00009057,SO-00009551,2025-04-15,2025-05-15,CUST-00000383,Flowers LLC LLC,4143.98,0.0,4143.98,391.27543738437817,OVER 90 DAYS,OPEN
9058,INV-00009058,INV-00009058,SO-00009552,2024-01-04,2024-02-03,CUST-00000192,Watson Ltd LLC,743.06,0.0,743.06,858.2754373843782,OVER 90 DAYS,OVERDUE
9059,INV-00009059,INV-00009059,SO-00009553,2023-08-11,2023-10-10,CUST-00000607,Andrews and Sons Corp,2069.5,2069.5,0.0,0.0,PAID,PAID
9060,INV-00009060,INV-00009060,SO-00009554,2023-08-27,2023-09-26,CUST-00000829,Collins-Lloyd Ltd,644.92,226.21,418.7099999999999,988.2754373843782,OVER 90 DAYS,PARTIAL
9061,INV-00009061,INV-00009061,SO-00009555,2024-08-08,2024-09-22,CUST-00000224,Lewis-Livingston LLC,427.5,0.0,427.5,626.2754373843782,OVER 90 DAYS,OPEN
9062,INV-00009062,INV-00009062,SO-00009556,2025-06-21,2025-07-21,CUST-00000751,"Melton, Henry and Joyce LLC",633.0,633.0,0.0,0.0,PAID,PAID
9063,INV-00009063,INV-00009063,SO-00009557,2024-11-09,2025-01-08,CUST-00000255,Murphy-Tran Inc,260.0,0.0,260.0,518.2754373843782,OVER 90 DAYS,OPEN
9064,INV-00009064,INV-00009064,SO-00009558,2024-01-13,2024-03-13,CUST-00000765,Olsen Ltd LLC,2298.45,2298.45,0.0,0.0,PAID,PAID
9065,INV-00009065,INV-00009065,SO-00009559,2024-07-10,2024-07-25,CUST-00000231,Collins Group LLC,13.53,0.0,13.53,685.2754373843782,OVER 90 DAYS,OPEN
9066,INV-00009066,INV-00009066,SO-00009560,2024-02-19,2024-03-05,CUST-00000056,Lam-Elliott LLC,592.99,0.0,592.99,827.2754373843782,OVER 90 DAYS,OPEN
9067,INV-00009067,INV-00009067,SO-00009561,2024-10-30,2024-11-29,CUST-00000364,Anthony-Parker LLC,2061.0,2061.0,0.0,0.0,PAID,PAID
9068,INV-00009068,INV-00009068,SO-00009562,2023-07-19,2023-08-18,CUST-00000318,Drake-Wolfe Inc,98.06,60.35,37.71,1027.2754373843782,OVER 90 DAYS,PARTIAL
9069,INV-00009069,INV-00009069,SO-00009563,2025-06-04,2025-07-19,CUST-00000128,Foster-Mclaughlin Co,5183.25,0.0,5183.25,326.27543738437817,OVER 90 DAYS,OPEN
9070,INV-00009070,INV-00009070,SO-00009564,2024-10-11,2024-11-10,CUST-00000306,Mayo Ltd Inc,5.04,0.0,5.04,577.2754373843782,OVER 90 DAYS,OVERDUE
9071,INV-00009071,INV-00009071,SO-00009565,2025-06-02,2025-08-01,CUST-00000747,Lowe Ltd Inc,641.78,0.0,641.78,313.27543738437817,OVER 90 DAYS,OPEN
9072,INV-00009072,INV-00009072,SO-00009566,2024-05-20,2024-07-04,CUST-00000259,Oconnor PLC Ltd,44.26,0.0,44.26,706.2754373843782,OVER 90 DAYS,OPEN
9073,INV-00009073,INV-00009073,SO-00009567,2025-02-28,2025-04-29,CUST-00000012,Mountain Logistics,32.85,0.0,32.85,407.27543738437817,OVER 90 DAYS,OPEN
9074,INV-00009074,INV-00009074,SO-00009569,2024-10-12,2024-12-11,CUST-00000189,Khan LLC Inc,360.02,0.0,360.02,546.2754373843782,OVER 90 DAYS,OPEN
9075,INV-00009075,INV-00009075,SO-00009570,2023-11-23,2023-12-23,CUST-00000489,"Fitzpatrick, Rivera and Smith Corp",353.65,140.94,212.70999999999998,900.2754373843782,OVER 90 DAYS,PARTIAL
9076,INV-00009076,INV-00009076,SO-00009571,2025-03-21,2025-05-05,CUST-00000367,Watson Group Co,357.48,0.0,357.48,401.27543738437817,OVER 90 DAYS,OPEN
9077,INV-00009077,INV-00009077,SO-00009572,2024-12-02,2024-12-17,CUST-00000768,"Hernandez, Shaffer and Thompso Co",2642.5,0.0,2642.5,540.2754373843782,OVER 90 DAYS,OPEN
9078,INV-00009078,INV-00009078,SO-00009573,2023-10-04,2023-10-19,CUST-00000423,Marquez-Fletcher LLC,276.8,0.0,276.8,965.2754373843782,OVER 90 DAYS,OPEN
9079,INV-00009079,INV-00009079,SO-00009574,2025-01-14,2025-01-29,CUST-00000979,Patterson Inc Inc,58.15,0.0,58.15,497.27543738437817,OVER 90 DAYS,OPEN
9080,INV-00009080,INV-00009080,SO-00009575,2023-07-09,2023-08-23,CUST-00000674,"Thomas, Jackson and Nielsen Inc",395.23,395.23,0.0,0.0,PAID,PAID
