id,po_id,po_number,order_date,year,month,quarter,supplier_id,supplier_name,country,supplier_type,product_id,product_name,category,quantity,unit_cost,total_cost,receipt_date,days_to_deliver,on_time_delivery,status
4472,PO-00004472,PO-00004472,2025-05-07,2025,5,2,SUP-00000079,Valley Industrial #79,Italy,Wholesaler,PRD-00000445,Webcam HD Pro,Electronics,150,42.82,6423.0,2025-06-11,35.0,0.0,COMPLETED
4473,PO-00004473,PO-00004473,2024-08-26,2024,8,3,SUP-00000048,Alliance Trading #48,Mexico,Manufacturer,PRD-00000432,Socket Set 40-Piece Basic,Tools,150,44.7,6705.0,2024-09-24,29.0,0.0,COMPLETED
4474,PO-00004474,PO-00004474,2023-12-22,2023,12,5,SUP-00000004,QualitySource Inc,Canada,Distributor,PRD-00000243,Wireless Mouse Premium,Electronics,20,16.56,331.2,2024-01-13,22.0,0.0,COMPLETED
4475,PO-00004475,PO-00004475,2023-08-21,2023,8,3,SUP-00000037,Atlantic Supply #37,Germany,Distributor,PRD-00000200,Utility Knife Max,Tools,50,5.08,254.0,2023-09-04,14.0,0.0,COMPLETED
4476,PO-00004476,PO-00004476,2024-05-29,2024,5,2,SUP-00000092,Advanced Logistics #92,South Korea,Manufacturer,PRD-00000199,Tape Measure Digital Max,Tools,25,15.28,382.0,2024-06-29,31.0,0.0,COMPLETED
4477,PO-00004477,PO-00004477,2024-10-28,2024,10,4,SUP-00000099,Valley Industrial #99,Mexico,Wholesaler,PRD-00000251,A4 Paper Ream Plus,Office Supplies,100,4.6,459.99999999999994,2024-11-17,20.0,1.0,COMPLETED
4478,PO-00004478,PO-00004478,2024-02-15,2024,2,1,SUP-00000009,Summit Distribution,South Korea,Wholesaler,PRD-00000339,Whiteboard 24x36 XL,Office Supplies,25,28.18,704.5,2024-03-22,36.0,0.0,COMPLETED
4479,PO-00004479,PO-00004479,2024-08-29,2024,8,3,SUP-00000049,Summit Distribution #49,France,Distributor,PRD-00000431,Drill Driver Cordless Premium,Tools,75,109.78,8233.5,2024-09-25,27.0,1.0,COMPLETED
4480,PO-00004480,PO-00004480,2025-03-16,2025,3,2,SUP-00000046,Premier Materials #46,Brazil,Distributor,PRD-00000094,File Folders 100-Pack Basic,Office Supplies,150,7.66,1149.0,2025-04-15,30.0,0.0,COMPLETED
4481,PO-00004481,PO-00004481,2025-02-06,2025,2,1,SUP-00000003,FastParts Direct,Australia,Importer,PRD-00000337,Binder Clips Assorted Lite,Office Supplies,50,1.88,94.0,2025-03-06,28.0,0.0,COMPLETED
4482,PO-00004482,PO-00004482,2025-02-14,2025,2,1,SUP-00000091,Elite Imports #91,Japan,Importer,PRD-00000171,A4 Paper Ream Basic,Office Supplies,75,4.49,336.75,2025-02-19,5.0,1.0,COMPLETED
4483,PO-00004483,PO-00004483,2024-08-14,2024,8,3,SUP-00000035,National Distribution #35,South Korea,Manufacturer,PRD-00000323,Wireless Mouse Premium,Electronics,100,14.23,1423.0,,,,CANCELLED
4484,PO-00004484,PO-00004484,2023-10-29,2023,10,4,SUP-00000084,QualitySource Inc #84,South Korea,Wholesaler,PRD-00000032,Socket Set 40-Piece,Tools,50,49.42,2471.0,2023-11-03,5.0,1.0,COMPLETED
4485,PO-00004485,PO-00004485,2024-10-16,2024,10,4,SUP-00000037,Atlantic Supply #37,Germany,Distributor,PRD-00000200,Utility Knife Max,Tools,10,4.56,45.599999999999994,,,,PENDING
4486,PO-00004486,PO-00004486,2024-11-25,2024,11,4,SUP-00000053,Central Supplies #53,Mexico,Wholesaler,PRD-00000415,Stapler Heavy Duty Premium,Office Supplies,75,19.09,1431.75,2024-12-11,16.0,0.0,COMPLETED
4487,PO-00004487,PO-00004487,2025-05-17,2025,5,2,SUP-00000023,FastParts Direct #23,Japan,Wholesaler,PRD-00000392,Socket Set 40-Piece Lite,Tools,200,50.59,10118.0,2025-06-21,35.0,0.0,COMPLETED
4488,PO-00004488,PO-00004488,2023-12-15,2023,12,5,SUP-00000009,Summit Distribution,South Korea,Wholesaler,PRD-00000187,PC Case Mid Tower HD,Computer Hardware,200,50.91,10182.0,2024-01-17,33.0,0.0,COMPLETED
4489,PO-00004489,PO-00004489,2024-06-07,2024,6,3,SUP-00000011,Elite Imports,South Korea,Wholesaler,PRD-00000226,CPU Cooler HD,Computer Hardware,200,32.11,6422.0,2024-06-21,14.0,1.0,COMPLETED
4490,PO-00004490,PO-00004490,2025-03-11,2025,3,2,SUP-00000004,QualitySource Inc,Canada,Distributor,PRD-00000243,Wireless Mouse Premium,Electronics,25,17.86,446.5,2025-03-28,17.0,1.0,COMPLETED
4491,PO-00004491,PO-00004491,2024-11-01,2024,11,4,SUP-00000003,FastParts Direct,Australia,Importer,PRD-00000167,Ethernet Switch 8-Port Pro,Electronics,25,53.21,1330.25,2024-11-07,6.0,1.0,COMPLETED
4492,PO-00004492,PO-00004492,2023-10-16,2023,10,4,SUP-00000079,Valley Industrial #79,Italy,Wholesaler,PRD-00000294,File Folders 100-Pack HD,Office Supplies,50,7.43,371.5,,,,CANCELLED
4493,PO-00004493,PO-00004493,2024-09-03,2024,9,4,SUP-00000097,Atlantic Supply #97,France,Manufacturer,PRD-00000201,USB-C Cable Basic,Electronics,200,8.22,1644.0000000000002,2024-09-12,9.0,0.0,COMPLETED
4494,PO-00004494,PO-00004494,2024-11-05,2024,11,4,SUP-00000002,Prime Industrial,Japan,Wholesaler,PRD-00000223,Mechanical Keyboard Max,Computer Hardware,20,74.69,1493.8,2024-11-11,6.0,1.0,COMPLETED
4495,PO-00004495,PO-00004495,2025-04-22,2025,4,2,SUP-00000049,Summit Distribution #49,France,Distributor,PRD-00000270,NVMe Cable Basic,Computer Hardware,25,7.41,185.25,2025-05-16,24.0,0.0,COMPLETED
4496,PO-00004496,PO-00004496,2025-05-13,2025,5,2,SUP-00000029,Summit Distribution #29,Canada,Importer,PRD-00000408,Power Strip 6-Outlet Max,Electronics,20,12.06,241.20000000000002,2025-05-31,18.0,1.0,COMPLETED
4497,PO-00004497,PO-00004497,2023-11-10,2023,11,4,SUP-00000069,Summit Distribution #69,Canada,Distributor,PRD-00000080,Utility Knife Plus,Tools,100,5.72,572.0,2023-12-19,39.0,0.0,COMPLETED
4498,PO-00004498,PO-00004498,2025-05-13,2025,5,2,SUP-00000095,National Distribution #95,Australia,Manufacturer,PRD-00000343,Mechanical Keyboard Pro,Computer Hardware,150,71.62,10743.0,2025-05-24,11.0,1.0,COMPLETED
4499,PO-00004499,PO-00004499,2023-11-25,2023,11,4,SUP-00000024,QualitySource Inc #24,United Kingdom,Manufacturer,PRD-00000312,Socket Set 40-Piece Premium,Tools,50,42.19,2109.5,,,,PENDING
4500,PO-00004500,PO-00004500,2024-01-15,2024,1,1,SUP-00000049,Summit Distribution #49,France,Distributor,PRD-00000270,NVMe Cable Basic,Computer Hardware,20,6.65,133.0,2024-02-10,26.0,0.0,COMPLETED
4501,PO-00004501,PO-00004501,2025-05-11,2025,5,2,SUP-00000088,Alliance Trading #88,Canada,Importer,PRD-00000154,Level 24 inch Max,Tools,25,21.05,526.25,,,,PENDING
4502,PO-00004502,PO-00004502,2024-07-03,2024,7,3,SUP-00000056,Pacific Trading Co #56,Spain,Wholesaler,PRD-00000256,Paper Clips Box Basic,Office Supplies,150,1.44,216.0,2024-07-19,16.0,1.0,COMPLETED
4503,PO-00004503,PO-00004503,2023-11-03,2023,11,4,SUP-00000016,Pacific Trading Co,Germany,Distributor,PRD-00000460,Dry Erase Markers XL,Office Supplies,20,5.39,107.8,,,,PENDING
4504,PO-00004504,PO-00004504,2023-08-20,2023,8,3,SUP-00000036,Pacific Trading Co #36,United States,Importer,PRD-00000372,Ballpoint Pens 12-Pack Max,Office Supplies,10,3.98,39.8,2023-09-20,31.0,0.0,COMPLETED
4505,PO-00004505,PO-00004505,2025-05-24,2025,5,2,SUP-00000095,National Distribution #95,Australia,Manufacturer,PRD-00000379,Whiteboard 24x36 Pro,Office Supplies,100,36.29,3629.0,2025-06-05,12.0,1.0,COMPLETED
4506,PO-00004506,PO-00004506,2025-01-26,2025,1,1,SUP-00000097,Atlantic Supply #97,France,Manufacturer,PRD-00000164,Bluetooth Keyboard Max,Electronics,10,29.26,292.6,2025-03-02,35.0,0.0,COMPLETED
4507,PO-00004507,PO-00004507,2024-09-18,2024,9,4,SUP-00000085,Reliable Components #85,Canada,Manufacturer,PRD-00000250,Laptop Stand Lite,Electronics,75,23.96,1797.0,2024-10-06,18.0,0.0,COMPLETED
4508,PO-00004508,PO-00004508,2024-07-28,2024,7,3,SUP-00000076,Pacific Trading Co #76,Netherlands,Distributor,PRD-00000273,Measuring Tape 25ft HD,Tools,150,7.97,1195.5,2024-08-29,32.0,0.0,COMPLETED
4509,PO-00004509,PO-00004509,2024-09-27,2024,9,4,SUP-00000071,Elite Imports #71,Italy,Importer,PRD-00000125,Webcam HD Basic,Electronics,50,50.21,2510.5,2024-10-26,29.0,0.0,COMPLETED
4510,PO-00004510,PO-00004510,2025-02-11,2025,2,1,SUP-00000055,National Distribution #55,India,Manufacturer,PRD-00000499,Whiteboard 24x36 Basic,Office Supplies,50,29.49,1474.5,2025-03-02,19.0,0.0,COMPLETED
4511,PO-00004511,PO-00004511,2023-09-15,2023,9,4,SUP-00000020,Coastal Distributors,Netherlands,Wholesaler,PRD-00000471,Drill Driver Cordless Basic,Tools,20,95.5,1910.0,2023-10-04,19.0,0.0,COMPLETED
4512,PO-00004512,PO-00004512,2025-04-15,2025,4,2,SUP-00000013,Central Supplies,United States,Manufacturer,PRD-00000249,Surge Protector Max,Electronics,50,16.83,841.4999999999999,2025-05-12,27.0,0.0,COMPLETED
4513,PO-00004513,PO-00004513,2024-04-22,2024,4,2,SUP-00000080,Coastal Distributors #80,India,Manufacturer,PRD-00000026,CPU Cooler,Computer Hardware,25,22.88,572.0,2024-04-24,2.0,1.0,COMPLETED
4514,PO-00004514,PO-00004514,2023-07-28,2023,7,3,SUP-00000082,Prime Industrial #82,France,Importer,PRD-00000130,Laptop Stand Max,Electronics,25,27.38,684.5,2023-08-31,34.0,0.0,COMPLETED
4515,PO-00004515,PO-00004515,2025-02-21,2025,2,1,SUP-00000020,Coastal Distributors,Netherlands,Wholesaler,PRD-00000084,Bluetooth Keyboard Pro,Electronics,75,29.39,2204.25,2025-03-23,30.0,0.0,COMPLETED
4516,PO-00004516,PO-00004516,2025-03-13,2025,3,2,SUP-00000075,National Distribution #75,Italy,Wholesaler,PRD-00000194,Level 24 inch Max,Tools,100,23.91,2391.0,2025-04-10,28.0,0.0,COMPLETED
4517,PO-00004517,PO-00004517,2024-01-26,2024,1,1,SUP-00000080,Coastal Distributors #80,India,Manufacturer,PRD-00000249,Surge Protector Max,Electronics,150,16.21,2431.5,2024-02-27,32.0,0.0,COMPLETED
4518,PO-00004518,PO-00004518,2025-03-01,2025,3,2,SUP-00000051,Elite Imports #51,United States,Distributor,PRD-00000269,Motherboard B550 Pro,Computer Hardware,75,94.7,7102.5,2025-04-04,34.0,0.0,COMPLETED
4519,PO-00004519,PO-00004519,2025-04-07,2025,4,2,SUP-00000077,Atlantic Supply #77,Italy,Importer,PRD-00000232,Socket Set 40-Piece HD,Tools,50,37.38,1869.0000000000002,2025-05-06,29.0,0.0,COMPLETED
4520,PO-00004520,PO-00004520,2024-03-05,2024,3,2,SUP-00000009,Summit Distribution,South Korea,Wholesaler,PRD-00000136,Paper Clips Box Plus,Office Supplies,20,2.26,45.199999999999996,2024-04-04,30.0,0.0,COMPLETED
4521,PO-00004521,PO-00004521,2024-04-10,2024,4,2,SUP-00000004,QualitySource Inc,Canada,Distributor,PRD-00000246,USB Hub 7-Port Max,Electronics,200,22.49,4498.0,2024-04-24,14.0,1.0,COMPLETED
4522,PO-00004522,PO-00004522,2024-12-09,2024,12,5,SUP-00000069,Summit Distribution #69,Canada,Distributor,PRD-00000041,USB-C Cable Plus,Electronics,50,6.75,337.5,2025-01-06,28.0,0.0,COMPLETED
4523,PO-00004523,PO-00004523,2025-01-27,2025,1,1,SUP-00000066,Premier Materials #66,Spain,Wholesaler,PRD-00000463,Mechanical Keyboard Premium,Computer Hardware,20,99.84,1996.8000000000002,2025-02-25,29.0,0.0,COMPLETED
4524,PO-00004524,PO-00004524,2024-01-08,2024,1,1,SUP-00000065,Reliable Components #65,Italy,Manufacturer,PRD-00000253,Sticky Notes 3x3 XL,Office Supplies,50,2.78,139.0,2024-01-29,21.0,1.0,COMPLETED
4525,PO-00004525,PO-00004525,2024-05-23,2024,5,2,SUP-00000020,Coastal Distributors,Netherlands,Wholesaler,PRD-00000471,Drill Driver Cordless Basic,Tools,100,94.67,9467.0,2024-06-06,14.0,1.0,COMPLETED
4526,PO-00004526,PO-00004526,2024-07-08,2024,7,3,SUP-00000057,Atlantic Supply #57,Brazil,Importer,PRD-00000225,Graphics Card Entry HD,Computer Hardware,150,118.73,17809.5,2024-07-21,13.0,1.0,COMPLETED
4527,PO-00004527,PO-00004527,2024-01-06,2024,1,1,SUP-00000098,Mountain Components #98,Japan,Distributor,PRD-00000293,Sticky Notes 3x3 Basic,Office Supplies,75,2.71,203.25,2024-02-01,26.0,0.0,COMPLETED
4528,PO-00004528,PO-00004528,2024-03-09,2024,3,2,SUP-00000061,Global Tech Supply #61,India,Importer,PRD-00000053,Sticky Notes 3x3 HD,Office Supplies,50,3.28,164.0,2024-03-25,16.0,0.0,COMPLETED
4529,PO-00004529,PO-00004529,2024-01-16,2024,1,1,SUP-00000029,Summit Distribution #29,Canada,Importer,PRD-00000173,Sticky Notes 3x3 XL,Office Supplies,50,2.91,145.5,2024-02-24,39.0,0.0,COMPLETED
4530,PO-00004530,PO-00004530,2023-12-08,2023,12,5,SUP-00000020,Coastal Distributors,Netherlands,Wholesaler,PRD-00000161,USB-C Cable HD,Electronics,150,9.68,1452.0,2023-12-29,21.0,1.0,COMPLETED
4531,PO-00004531,PO-00004531,2025-01-24,2025,1,1,SUP-00000045,Reliable Components #45,Mexico,Importer,PRD-00000305,Graphics Card Entry Premium,Computer Hardware,10,128.53,1285.3,2025-02-20,27.0,0.0,COMPLETED
4532,PO-00004532,PO-00004532,2024-10-30,2024,10,4,SUP-00000077,Atlantic Supply #77,Italy,Importer,PRD-00000325,Webcam HD HD,Electronics,25,50.94,1273.5,2024-11-20,21.0,0.0,COMPLETED
4533,PO-00004533,PO-00004533,2025-02-14,2025,2,1,SUP-00000039,Valley Industrial #39,Canada,Distributor,PRD-00000127,Ethernet Switch 8-Port Basic,Electronics,200,49.45,9890.0,2025-03-15,29.0,0.0,COMPLETED
4534,PO-00004534,PO-00004534,2025-02-02,2025,2,1,SUP-00000098,Mountain Components #98,Japan,Distributor,PRD-00000445,Webcam HD Pro,Electronics,150,48.23,7234.499999999999,2025-03-06,32.0,0.0,COMPLETED
4535,PO-00004535,PO-00004535,2023-08-26,2023,8,3,SUP-00000049,Summit Distribution #49,France,Distributor,PRD-00000258,Desk Organizer Pro,Office Supplies,100,15.39,1539.0,2023-09-26,31.0,0.0,COMPLETED
4536,PO-00004536,PO-00004536,2025-03-07,2025,3,2,SUP-00000009,Summit Distribution,South Korea,Wholesaler,PRD-00000187,PC Case Mid Tower HD,Computer Hardware,200,47.67,9534.0,2025-03-21,14.0,1.0,COMPLETED
4537,PO-00004537,PO-00004537,2025-03-18,2025,3,2,SUP-00000036,Pacific Trading Co #36,United States,Importer,PRD-00000352,Socket Set 40-Piece HD,Tools,10,48.58,485.79999999999995,2025-03-31,13.0,1.0,COMPLETED
4538,PO-00004538,PO-00004538,2023-12-10,2023,12,5,SUP-00000066,Premier Materials #66,Spain,Wholesaler,PRD-00000208,Power Strip 6-Outlet Lite,Electronics,25,12.23,305.75,2023-12-30,20.0,0.0,COMPLETED
4539,PO-00004539,PO-00004539,2024-06-24,2024,6,3,SUP-00000003,FastParts Direct,Australia,Importer,PRD-00000009,Surge Protector,Electronics,75,18.57,1392.75,2024-07-11,17.0,1.0,COMPLETED
4540,PO-00004540,PO-00004540,2025-01-15,2025,1,1,SUP-00000092,Advanced Logistics #92,South Korea,Manufacturer,PRD-00000235,Screwdriver Set 100pc HD,Tools,100,24.4,2440.0,,,,PENDING
4541,PO-00004541,PO-00004541,2024-05-19,2024,5,2,SUP-00000051,Elite Imports #51,United States,Distributor,PRD-00000227,PC Case Mid Tower XL,Computer Hardware,75,45.28,3396.0,2024-06-21,33.0,0.0,COMPLETED
4542,PO-00004542,PO-00004542,2024-06-02,2024,6,3,SUP-00000086,Premier Materials #86,Australia,Manufacturer,PRD-00000344,Monitor 27 inch Premium,Computer Hardware,75,174.38,13078.5,2024-07-02,30.0,0.0,COMPLETED
4543,PO-00004543,PO-00004543,2024-08-05,2024,8,3,SUP-00000069,Summit Distribution #69,Canada,Distributor,PRD-00000354,Level 24 inch HD,Tools,10,21.7,217.0,2024-09-01,27.0,0.0,COMPLETED
4544,PO-00004544,PO-00004544,2024-07-14,2024,7,3,SUP-00000006,Premier Materials,Japan,Importer,PRD-00000073,Measuring Tape 25ft Plus,Tools,50,10.66,533.0,2024-07-17,3.0,1.0,COMPLETED
4545,PO-00004545,PO-00004545,2024-08-22,2024,8,3,SUP-00000089,Summit Distribution #89,Brazil,Distributor,PRD-00000179,Whiteboard 24x36 Plus,Office Supplies,50,32.05,1602.4999999999998,2024-09-17,26.0,1.0,COMPLETED
4546,PO-00004546,PO-00004546,2025-01-11,2025,1,1,SUP-00000090,Peak Performance #90,China,Manufacturer,PRD-00000034,Level 24 inch,Tools,20,22.52,450.4,2025-01-20,9.0,1.0,COMPLETED
4547,PO-00004547,PO-00004547,2024-12-15,2024,12,5,SUP-00000077,Atlantic Supply #77,Italy,Importer,PRD-00000424,Monitor 27 inch Premium,Computer Hardware,200,238.27,47654.0,2024-12-31,16.0,1.0,COMPLETED
4548,PO-00004548,PO-00004548,2024-02-14,2024,2,1,SUP-00000043,FastParts Direct #43,Brazil,Manufacturer,PRD-00000058,Desk Organizer Lite,Office Supplies,25,10.27,256.75,2024-03-09,24.0,0.0,COMPLETED
4549,PO-00004549,PO-00004549,2024-12-23,2024,12,5,SUP-00000051,Elite Imports #51,United States,Distributor,PRD-00000002,HDMI Cable 6ft,Electronics,50,4.73,236.50000000000003,2025-01-06,14.0,1.0,COMPLETED
4550,PO-00004550,PO-00004550,2024-09-08,2024,9,4,SUP-00000053,Central Supplies #53,Mexico,Wholesaler,PRD-00000209,Surge Protector Plus,Electronics,50,22.24,1112.0,,,,PENDING
4551,PO-00004551,PO-00004551,2024-08-08,2024,8,3,SUP-00000059,Valley Industrial #59,Spain,Distributor,PRD-00000217,Binder Clips Assorted Pro,Office Supplies,25,2.03,50.74999999999999,2024-09-05,28.0,0.0,COMPLETED
4552,PO-00004552,PO-00004552,2024-06-23,2024,6,3,SUP-00000047,ValueFirst Supply #47,Canada,Manufacturer,PRD-00000024,Monitor 27 inch,Computer Hardware,200,187.08,37416.0,2024-07-20,27.0,0.0,COMPLETED
4553,PO-00004553,PO-00004553,2023-07-04,2023,7,3,SUP-00000065,Reliable Components #65,Italy,Manufacturer,PRD-00000377,Binder Clips Assorted Basic,Office Supplies,75,2.35,176.25,,,,PENDING
4554,PO-00004554,PO-00004554,2025-05-05,2025,5,2,SUP-00000084,QualitySource Inc #84,South Korea,Wholesaler,PRD-00000388,Power Supply 650W Premium,Computer Hardware,200,61.21,12242.0,2025-05-11,6.0,1.0,COMPLETED
4555,PO-00004555,PO-00004555,2024-12-27,2024,12,5,SUP-00000024,QualitySource Inc #24,United Kingdom,Manufacturer,PRD-00000151,Drill Driver Cordless Plus,Tools,25,94.5,2362.5,2025-01-20,24.0,1.0,COMPLETED
4556,PO-00004556,PO-00004556,2023-12-02,2023,12,5,SUP-00000048,Alliance Trading #48,Mexico,Manufacturer,PRD-00000014,File Folders 100-Pack,Office Supplies,100,7.16,716.0,2023-12-19,17.0,0.0,COMPLETED
4557,PO-00004557,PO-00004557,2023-08-17,2023,8,3,SUP-00000099,Valley Industrial #99,Mexico,Wholesaler,PRD-00000388,Power Supply 650W Premium,Computer Hardware,200,64.24,12847.999999999998,2023-09-13,27.0,0.0,COMPLETED
4558,PO-00004558,PO-00004558,2023-09-26,2023,9,4,SUP-00000012,Advanced Logistics,Canada,Distributor,PRD-00000482,HDMI Cable 6ft Pro,Electronics,10,5.58,55.8,2023-10-23,27.0,0.0,COMPLETED
4559,PO-00004559,PO-00004559,2024-07-23,2024,7,3,SUP-00000065,Reliable Components #65,Italy,Manufacturer,PRD-00000377,Binder Clips Assorted Basic,Office Supplies,50,2.37,118.5,2024-07-28,5.0,1.0,COMPLETED
4560,PO-00004560,PO-00004560,2024-07-10,2024,7,3,SUP-00000038,Mountain Components #38,Brazil,Distributor,PRD-00000220,Dry Erase Markers Premium,Office Supplies,20,5.38,107.6,2024-08-14,35.0,0.0,COMPLETED
4561,PO-00004561,PO-00004561,2024-04-08,2024,4,2,SUP-00000014,United Parts,United Kingdom,Wholesaler,PRD-00000046,USB Hub 7-Port Lite,Electronics,75,15.83,1187.25,2024-05-05,27.0,0.0,COMPLETED
4562,PO-00004562,PO-00004562,2024-05-15,2024,5,2,SUP-00000087,ValueFirst Supply #87,Canada,Wholesaler,PRD-00000024,Monitor 27 inch,Computer Hardware,10,211.62,2116.2,2024-05-28,13.0,1.0,COMPLETED
4563,PO-00004563,PO-00004563,2023-07-24,2023,7,3,SUP-00000100,Coastal Distributors #100,Germany,Manufacturer,PRD-00000486,USB Hub 7-Port Lite,Electronics,25,23.5,587.5,,,,PENDING
4564,PO-00004564,PO-00004564,2024-07-28,2024,7,3,SUP-00000044,QualitySource Inc #44,United Kingdom,Distributor,PRD-00000293,Sticky Notes 3x3 Basic,Office Supplies,10,3.32,33.199999999999996,2024-08-17,20.0,0.0,COMPLETED
4565,PO-00004565,PO-00004565,2024-06-21,2024,6,3,SUP-00000096,Pacific Trading Co #96,United Kingdom,Importer,PRD-00000320,Utility Knife HD,Tools,100,4.62,462.0,2024-07-17,26.0,1.0,COMPLETED
4566,PO-00004566,PO-00004566,2024-02-08,2024,2,1,SUP-00000059,Valley Industrial #59,Spain,Distributor,PRD-00000472,Socket Set 40-Piece Max,Tools,150,49.78,7467.0,2024-02-26,18.0,1.0,COMPLETED
4567,PO-00004567,PO-00004567,2024-12-04,2024,12,5,SUP-00000067,ValueFirst Supply #67,Canada,Manufacturer,PRD-00000446,USB Hub 7-Port HD,Electronics,75,20.82,1561.5,2024-12-30,26.0,1.0,COMPLETED
4568,PO-00004568,PO-00004568,2023-09-05,2023,9,4,SUP-00000034,United Parts #34,Canada,Distributor,PRD-00000269,Motherboard B550 Pro,Computer Hardware,50,86.19,4309.5,,,,PENDING
4569,PO-00004569,PO-00004569,2025-04-12,2025,4,2,SUP-00000018,Mountain Components,France,Wholesaler,PRD-00000342,RAM 16GB DDR4 Premium,Computer Hardware,75,34.18,2563.5,2025-05-16,34.0,0.0,COMPLETED
4570,PO-00004570,PO-00004570,2023-08-05,2023,8,3,SUP-00000024,QualitySource Inc #24,United Kingdom,Manufacturer,PRD-00000206,USB Hub 7-Port HD,Electronics,10,21.95,219.5,2023-08-15,10.0,1.0,COMPLETED
4571,PO-00004571,PO-00004571,2024-05-19,2024,5,2,SUP-00000016,Pacific Trading Co,Germany,Distributor,PRD-00000140,Dry Erase Markers Pro,Office Supplies,200,5.83,1166.0,2024-06-05,17.0,0.0,COMPLETED
4572,PO-00004572,PO-00004572,2024-11-26,2024,11,4,SUP-00000030,Peak Performance #30,China,Importer,PRD-00000057,Binder Clips Assorted HD,Office Supplies,10,2.75,27.5,2024-12-27,31.0,0.0,COMPLETED
4573,PO-00004573,PO-00004573,2024-08-20,2024,8,3,SUP-00000050,Peak Performance #50,Japan,Importer,PRD-00000423,Mechanical Keyboard Premium,Computer Hardware,20,97.72,1954.4,,,,PENDING
4574,PO-00004574,PO-00004574,2025-04-02,2025,4,2,SUP-00000061,Global Tech Supply #61,India,Importer,PRD-00000053,Sticky Notes 3x3 HD,Office Supplies,10,2.88,28.799999999999997,2025-04-24,22.0,1.0,COMPLETED
4575,PO-00004575,PO-00004575,2023-10-12,2023,10,4,SUP-00000043,FastParts Direct #43,Brazil,Manufacturer,PRD-00000348,Power Supply 650W Plus,Computer Hardware,20,50.03,1000.6,2023-11-03,22.0,0.0,COMPLETED
4576,PO-00004576,PO-00004576,2024-07-13,2024,7,3,SUP-00000043,FastParts Direct #43,Brazil,Manufacturer,PRD-00000475,Screwdriver Set 100pc Pro,Tools,150,39.25,5887.5,2024-08-02,20.0,1.0,COMPLETED
4577,PO-00004577,PO-00004577,2023-11-08,2023,11,4,SUP-00000037,Atlantic Supply #37,Germany,Distributor,PRD-00000444,Bluetooth Keyboard Premium,Electronics,50,32.47,1623.5,2023-12-08,30.0,0.0,COMPLETED
4578,PO-00004578,PO-00004578,2025-02-18,2025,2,1,SUP-00000065,Reliable Components #65,Italy,Manufacturer,PRD-00000203,Wireless Mouse Plus,Electronics,25,15.86,396.5,,,,PENDING
4579,PO-00004579,PO-00004579,2024-07-07,2024,7,3,SUP-00000099,Valley Industrial #99,Mexico,Wholesaler,PRD-00000406,USB Hub 7-Port Premium,Electronics,75,18.54,1390.5,2024-07-24,17.0,0.0,COMPLETED
4580,PO-00004580,PO-00004580,2023-09-30,2023,9,4,SUP-00000039,Valley Industrial #39,Canada,Distributor,PRD-00000062,RAM 16GB DDR4 Max,Computer Hardware,50,47.39,2369.5,2023-10-15,15.0,1.0,COMPLETED
4581,PO-00004581,PO-00004581,2023-12-24,2023,12,5,SUP-00000017,Atlantic Supply,Italy,Wholesaler,PRD-00000478,Hammer 16oz HD,Tools,10,14.0,140.0,,,,PENDING
4582,PO-00004582,PO-00004582,2024-03-15,2024,3,2,SUP-00000077,Atlantic Supply #77,Italy,Importer,PRD-00000424,Monitor 27 inch Premium,Computer Hardware,75,236.09,17706.75,2024-04-13,29.0,0.0,COMPLETED
4583,PO-00004583,PO-00004583,2023-10-16,2023,10,4,SUP-00000091,Elite Imports #91,Japan,Importer,PRD-00000171,A4 Paper Ream Basic,Office Supplies,75,4.5,337.5,2023-11-06,21.0,0.0,COMPLETED
4584,PO-00004584,PO-00004584,2024-08-28,2024,8,3,SUP-00000054,United Parts #54,China,Manufacturer,PRD-00000146,CPU Cooler Max,Computer Hardware,25,28.14,703.5,2024-10-03,36.0,0.0,COMPLETED
4585,PO-00004585,PO-00004585,2024-10-17,2024,10,4,SUP-00000037,Atlantic Supply #37,Germany,Distributor,PRD-00000132,Ballpoint Pens 12-Pack Pro,Office Supplies,20,4.3,86.0,2024-11-20,34.0,0.0,COMPLETED
4586,PO-00004586,PO-00004586,2024-01-10,2024,1,1,SUP-00000072,Advanced Logistics #72,Spain,Wholesaler,PRD-00000425,Graphics Card Entry Lite,Computer Hardware,25,95.76,2394.0,2024-02-12,33.0,0.0,COMPLETED
4587,PO-00004587,PO-00004587,2023-12-16,2023,12,5,SUP-00000072,Advanced Logistics #72,Spain,Wholesaler,PRD-00000127,Ethernet Switch 8-Port Basic,Electronics,150,57.4,8610.0,,,,PENDING
4588,PO-00004588,PO-00004588,2024-11-09,2024,11,4,SUP-00000083,FastParts Direct #83,France,Distributor,PRD-00000419,Whiteboard 24x36 Max,Office Supplies,150,27.07,4060.5,2024-11-23,14.0,1.0,COMPLETED
4589,PO-00004589,PO-00004589,2024-04-02,2024,4,2,SUP-00000014,United Parts,United Kingdom,Wholesaler,PRD-00000160,Utility Knife XL,Tools,75,5.61,420.75,2024-04-17,15.0,0.0,COMPLETED
4590,PO-00004590,PO-00004590,2024-04-15,2024,4,2,SUP-00000070,Peak Performance #70,United Kingdom,Importer,PRD-00000356,Wrench Set Adjustable Premium,Tools,50,21.43,1071.5,2024-05-01,16.0,0.0,COMPLETED
